residence_id,LOCATION,TYPE,province,city,full_addres
723,"(56.19426333639306, 28.348507150484327)",SUBURB,Zanjan,Zanjan,"(34, 198, 'ItAQkaFoSfxD', 'wcIVzcCinZDQ')"
724,"(57.429720231448414, 47.227681357150416)",CITY,Ardabil,Ardabil,"(12, 200, 'iOctWQbqEsAraW', 'DMpFq')"
725,"(38.558164637406534, 33.07121040108599)",SUBURB,Khorasan-e Razavi,Mashhad,"(156, 53, 'j', 'nwvYIiuNsgVrAYD')"
726,"(79.25799452863198, 15.62346643565683)",CITY,Qom,Qom,"(21, 30, 'can', 'CIUVawrEP')"
727,"(57.136399070446686, 44.594339561259744)",SUBURB,Khorasan-e Razavi,Sabzevar,"(136, 135, 'EkpcYCr', 'WaAbZPjttSypupX')"
728,"(18.53547633228012, 63.44306956449759)",CITY,azarbayjan-e Sharqi,Tabriz,"(36, 11, 'lKozYElhgtNgN', 'ynWzAquQL')"
729,"(33.92474990178579, 59.74608869998859)",SUBURB,Esfahan,Najafabad,"(79, 158, 'HCfdTmffL', 'zPfzS')"
730,"(12.004486985121332, 95.91728897225705)",CITY,Khuzestan,Madan,"(146, 94, 'e', 'Sq')"
731,"(14.810175415146032, 1.6639388941830258)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(127, 173, 'TmojwBzbrMZ', 'vN')"
732,"(59.46193357621936, 21.772959220697853)",SUBURB,Qom,Qom,"(97, 107, 'TgMPSjxkBj', 'PqTFEMvqTjq')"
733,"(49.96513689513035, 89.86346604539396)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(97, 93, 'pVEle', 'MBlpe')"
734,"(3.7286567976132057, 22.460637546878903)",SUBURB,Golestan,Gorgan,"(61, 31, 'jNs', 'e')"
735,"(60.83808208448919, 1.6835128422519108)",SUBURB,Qom,Qom,"(28, 32, 'UmWIwGGxmYGy', 'XVNLTynwJ')"
736,"(30.716752705717244, 33.96092402419409)",CITY,Fars,Shiraz,"(60, 106, 'DzDFgZ', 'lIdnAXcO')"
737,"(53.19206808441077, 86.70959823789623)",SUBURB,Esfahan,Najafabad,"(159, 32, 'SqwqYymLwLC', 'JrCnSbReoc')"
738,"(95.8554736362247, 81.10519291776312)",SUBURB,Esfahan,Khomeyni Shahr,"(180, 185, 'aB', 'obMhZJKTgMmCLaJ')"
739,"(72.22713918775398, 76.61816702497981)",SUBURB,Tehran,Tehran,"(181, 166, 'RnnsPc', 'WOohXS')"
740,"(54.19714810043885, 67.56314689358491)",SUBURB,Sistan va Baluchestan,Zahedan,"(63, 145, 'cuD', 'WV')"
741,"(22.224122857520555, 68.7096466524984)",SUBURB,Qom,Qom,"(161, 152, 'OohKU', 'l')"
742,"(57.34749534756239, 12.834064354072916)",SUBURB,Esfahan,Khomeyni Shahr,"(122, 153, 'aPFRDVwqNxYLX', 'KbqblNeBeCHWmsF')"
743,"(67.69939451215488, 51.11310814763256)",SUBURB,Alborz,Karaj,"(30, 46, 'FzmB', 'IUnDWSiSpJ')"
744,"(63.749484418926095, 96.90347065059925)",SUBURB,Khuzestan,Ahvaz,"(59, 86, 'i', 'RtArE')"
745,"(78.34177257181423, 93.95119615314712)",SUBURB,Kerman,Kerman,"(120, 26, 'DfJz', 'tLrWbQ')"
746,"(81.26185092807722, 63.28554095648361)",SUBURB,Esfahan,Najafabad,"(31, 123, 'oLnPbSnG', 'Q')"
747,"(77.45620169764923, 40.9378338698099)",SUBURB,Esfahan,Kashan,"(16, 128, 'ZaUyd', 'ohFEaTbSSgz')"
748,"(67.49104103373182, 36.043960238774154)",CITY,Gilan,Rasht,"(38, 64, 'wDzdDuSFfi', 'vrChCfX')"
749,"(20.677747938852576, 87.33416729437407)",CITY,Gilan,Rasht,"(45, 2, 'aCKOrQPA', 'XLKEyFtLjc')"
750,"(80.22817127904952, 55.63870334694654)",SUBURB,Gilan,Rasht,"(63, 196, 'dOCZbUCCIWIV', 'RfiYETq')"
751,"(21.480481064011403, 61.0612000975591)",CITY,Tehran,Pakdasht,"(52, 169, 'NrKPUcjtf', 'eLDWapGUg')"
752,"(38.908472828565664, 59.80208223910073)",CITY,Sistan va Baluchestan,Zahedan,"(61, 154, 'qia', 'QNRwKrxz')"
753,"(88.98340454219428, 9.371711756705226)",CITY,Kerman,Kerman,"(50, 36, 'jYbdEuvkpP', 'enwE')"
754,"(40.20588931640049, 11.359997098675766)",CITY,Kordestan,Sanandaj,"(165, 11, 'wuONSTD', 'bUmVVBXdRpO')"
755,"(51.40232849412353, 53.799813335551306)",SUBURB,Tehran,Malard,"(162, 121, 'mmZXdgoFB', 'ErjXGbUZuNZyL')"
756,"(1.5319103156879899, 70.33995365838385)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(152, 61, 'dGCOKvk', 'k')"
757,"(20.63016343805346, 93.64954124967515)",CITY,Yazd,Yazd,"(40, 22, 'iWuvbSiE', 'ttnEyHgXYPSb')"
758,"(22.34185482418283, 94.46681768650829)",SUBURB,Hamadan,Bahar,"(135, 115, 'HUTpPKVu', 'AOqxhvgNRkxeR')"
759,"(31.271872777733744, 57.1067724875007)",SUBURB,Mazandaran,Sarta,"(44, 162, 'cGXtBdZCrzuM', 'dLrIyBmvZHLz')"
760,"(53.939284691524925, 68.6269290844859)",CITY,Lorestan,Borujerd,"(109, 31, 'jqgjApyAaz', 'CMKEoPAGnqHthq')"
761,"(2.4585355085494864, 85.80276983272968)",SUBURB,Esfahan,Khomeyni Shahr,"(14, 131, 'VJn', 'YONuDza')"
762,"(57.51987093416506, 46.35591711224026)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(168, 74, 'SMYorlykOjdQvyW', 'lAbFtYrmjKje')"
763,"(91.43691912871628, 89.87416686546857)",CITY,Mazandaran,Qaem Shahr,"(124, 65, 'KLBdmPDSZZGY', 'MWfHQIsUC')"
764,"(72.69306868192925, 92.67125673810368)",SUBURB,Zanjan,Zanjan,"(106, 75, 'ibiDDo', 'nzmGAsBhkDnk')"
765,"(18.46536188817529, 41.06605189121482)",CITY,Kerman,Kerman,"(150, 163, 'RhZpRVoUbJOKCo', 'yAiaKxfzAM')"
766,"(94.78086268544097, 31.950203514592836)",SUBURB,Mazandaran,Amol,"(144, 21, 'L', 'Is')"
767,"(77.32625140005482, 32.12596461699422)",SUBURB,Khorasan-e Razavi,Sabzevar,"(169, 5, 'vTHWOJb', 'UIDfGvOKr')"
768,"(12.96286147574689, 65.99284126624913)",SUBURB,Khorasan-e Razavi,Mashhad,"(181, 95, 'ZmD', 'RFsZuAZuQssM')"
769,"(47.10278609486755, 82.83770271568747)",SUBURB,Khorasan-e Razavi,Mashhad,"(155, 180, 's', 'jaLfDCLfmD')"
770,"(5.0838528196480155, 32.9117758643523)",CITY,Tehran,Eslamshahr,"(197, 116, 'zrSMDmVf', 'RppxsTxHKI')"
771,"(80.78622757007157, 71.25508551066022)",SUBURB,Zanjan,Zanjan,"(40, 84, 'VvxQARc', 'iSJa')"
772,"(28.578877022723226, 53.202186309769864)",SUBURB,Khuzestan,Madan,"(82, 75, 'XglY', 'qeEac')"
773,"(45.6544217395885, 19.32115740900634)",CITY,Khorasan-e Razavi,Sabzevar,"(123, 94, 'CbxXhoMogNwik', 'VNXRVpZAV')"
774,"(22.499159926864788, 46.38715312240915)",SUBURB,Khuzestan,Ahvaz,"(105, 164, 'RqSfiEWNOtfzgD', 'SqyqXLz')"
775,"(7.393018994558953, 97.49803122420357)",SUBURB,Zanjan,Zanjan,"(27, 22, 'vE', 'OgbVd')"
776,"(65.3213372862439, 19.858468815841245)",SUBURB,Khorasan-e Razavi,Mashhad,"(94, 84, 'RRfWCnYbSNJ', 'kHR')"
777,"(52.771321299149875, 90.0482613787014)",SUBURB,Esfahan,Esfahan,"(119, 30, 'XwlEpQ', 'Ed')"
778,"(49.944130794724664, 27.55320464466665)",SUBURB,Khuzestan,Madan,"(17, 33, 'dnK', 'SMXIjFxqtHZWho')"
779,"(76.04684631408784, 92.85254869221203)",SUBURB,Alborz,Karaj,"(150, 105, 'LhMOuMijcNPA', 'PpHaf')"
780,"(84.29462928937662, 99.77543121276608)",CITY,Qazvin,Qazvin,"(175, 21, 'tiSwUGqEvOsMY', 'rvFvyLz')"
781,"(31.9809799871283, 32.19832961962518)",SUBURB,Mazandaran,Qaem Shahr,"(170, 87, 'JgEKaulK', 'yiXRVQs')"
782,"(44.210933200709846, 95.09846159422905)",SUBURB,Khorasan-e Razavi,Mashhad,"(23, 26, 'BNcyygikezs', 'HrDoAf')"
783,"(71.17164349807827, 9.153857566284207)",SUBURB,Kordestan,Sanandaj,"(139, 146, 'neHHcoiIGeW', 'Pl')"
784,"(65.81924401273078, 23.947275867130113)",SUBURB,Mazandaran,Qaem Shahr,"(98, 158, 'cC', 'P')"
785,"(69.24843101423724, 95.24521856946974)",SUBURB,Gilan,Rasht,"(98, 46, 'fDEXpzsJEpdkBMK', 'JjuhLDh')"
786,"(46.00376341796415, 98.16688849684053)",SUBURB,Hormozgan,Bandar Abbas,"(54, 4, 'MW', 'CTgWxAaRqmoTnSn')"
787,"(98.22464159845535, 69.35647776592376)",SUBURB,Mazandaran,Babol,"(32, 174, 'bKVSGguYCK', 'OERNybNyf')"
788,"(37.25689215574592, 28.053605749650856)",SUBURB,Hormozgan,Bandar Abbas,"(89, 199, 'CgrDsSNZBHiK', 'igMSYZx')"
789,"(90.12572374203536, 52.91003389716228)",CITY,Tehran,Pakdasht,"(200, 199, 'tCsW', 'dJia')"
790,"(17.649304645993837, 55.17015854739667)",CITY,Mazandaran,Babol,"(132, 73, 'PuMU', 'qmLFa')"
791,"(90.70521176810779, 84.3586913804502)",SUBURB,Khuzestan,Ahvaz,"(44, 79, 'vhctzyJhpFBe', 'NSaEwpQ')"
792,"(58.80840231968284, 81.59063341667587)",SUBURB,Khuzestan,Ahvaz,"(154, 145, 'q', 'BojTVS')"
793,"(12.119973041147835, 88.49289325591678)",CITY,Qom,Qom,"(147, 11, 'DvISXjcIgXkrk', 'VhZEQyzdsy')"
794,"(46.96396401200057, 49.898721025879546)",CITY,Lorestan,Borujerd,"(24, 31, 'oKPvWnyR', 'cV')"
795,"(82.10676134121151, 36.02756368013149)",CITY,Tehran,Shahre Qods,"(48, 61, 'DFSeh', 'DBRTXROVogHNWl')"
796,"(85.96910545672375, 15.187263497337778)",SUBURB,Kerman,Kerman,"(90, 33, 'lYlSLLwgfdjYD', 'mjCeXXvxkUFRgK')"
797,"(65.98439811941253, 86.48693588820039)",CITY,Kerman,Kerman,"(22, 196, 'o', 'vVoaQLITVSoF')"
798,"(70.79790672140832, 38.23005573141285)",CITY,Khorasan-e Razavi,Sabzevar,"(81, 171, 'aMBOzbXrIZ', 'ahGHypw')"
799,"(4.1458490966670425, 40.636989340083765)",SUBURB,Esfahan,Najafabad,"(92, 7, 'EtuEqF', 'eBz')"
800,"(89.61567888008234, 35.084624270573705)",CITY,azarbayjan-e Sharqi,Tabriz,"(192, 152, 'lM', 'MKOPxKQyJrKIF')"
801,"(69.9338614844245, 63.266693079767464)",SUBURB,Mazandaran,Qaem Shahr,"(131, 119, 'IrKssmoTwTG', 'j')"
802,"(14.063683288795858, 68.22729688059681)",SUBURB,Mazandaran,Amol,"(41, 80, 'SN', 'bgWwzbpBsksoxA')"
803,"(41.39921843493297, 58.05663497228316)",SUBURB,Khorasan-e Razavi,Sabzevar,"(110, 111, 'zBOC', 'VOZBbYnrvBvtH')"
804,"(64.93332225410082, 34.24918951058454)",CITY,Alborz,Karaj,"(26, 135, 'hzZabzQl', 'kBR')"
805,"(97.52088276843962, 35.7959136473365)",SUBURB,Hormozgan,Bandar Abbas,"(65, 36, 'vtXXfA', 'd')"
806,"(70.23821375118393, 6.37934265530673)",CITY,Alborz,Karaj,"(17, 111, 'vBTKcTW', 'B')"
807,"(22.23271617074435, 15.53266769284246)",SUBURB,Khorasan-e Razavi,Mashhad,"(29, 72, 'kCsTYiBEjlPBklB', 'qt')"
808,"(51.738908364840796, 80.24728612770467)",CITY,Fars,Shiraz,"(42, 140, 'JNR', 'CzIpsD')"
809,"(31.998298244557986, 26.938623309664965)",CITY,Kermanshah,Kermanshah,"(103, 189, 'EYWaNavfyzzmUf', 'e')"
810,"(52.16148470527152, 45.516764378923924)",SUBURB,Esfahan,Kashan,"(103, 69, 'bjRWZNYm', 'eTIcQffOJzEoS')"
811,"(68.99226681163519, 18.809286859365805)",CITY,Esfahan,Najafabad,"(155, 89, 'Pz', 'bxztIr')"
812,"(76.53055074725253, 34.70324374007653)",SUBURB,Khorasan-e Razavi,Mashhad,"(102, 181, 'v', 'QJhEKixrE')"
813,"(2.7047261900347785, 53.30638033449944)",SUBURB,Khuzestan,Madan,"(5, 68, 'WTyKnb', 'kKQejYzDAK')"
814,"(3.839942249568462, 44.835479772691954)",SUBURB,Khuzestan,Dezful,"(12, 84, 'zUmF', 'TuxWKrDO')"
815,"(88.7542831360415, 18.808594801157717)",SUBURB,Hormozgan,Bandar Abbas,"(90, 99, 'bgInAzrPLC', 'giP')"
816,"(55.22734695005925, 92.21974242609002)",CITY,Esfahan,Khomeyni Shahr,"(57, 49, 'fgc', 'hVXLckdbRGUw')"
817,"(33.20062851651549, 54.81127932568263)",CITY,Tehran,Tehran,"(7, 20, 'ERSihpm', 'hQZYsNdI')"
818,"(28.549107973699073, 1.9362162958049933)",CITY,Kordestan,Sanandaj,"(162, 142, 'g', 'DJChUc')"
819,"(30.603220771189534, 86.27727127150348)",CITY,Hormozgan,Bandar Abbas,"(51, 69, 'seV', 'SlkL')"
820,"(71.8935963128859, 99.84125325871172)",CITY,Hamadan,Bahar,"(178, 137, 'XEqsgTq', 'lLDyO')"
821,"(65.4317499906529, 84.07584043468407)",CITY,Hormozgan,Bandar Abbas,"(194, 77, 'GTJqbByrD', 'ZGrjeAHFxf')"
822,"(5.814337668714087, 38.801954669907715)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(102, 149, 'z', 'RmgSjAOOxZb')"
823,"(66.51140252504297, 18.351705104487493)",CITY,Sistan va Baluchestan,Zahedan,"(84, 174, 'Zluxry', 'XNIvSrtEsCc')"
824,"(77.11458047031215, 88.92458472747187)",SUBURB,Ardabil,Ardabil,"(109, 145, 'lNUrKLmcnzoEit', 'dNfNNB')"
825,"(23.00347374844376, 12.727019672699836)",CITY,Tehran,Pakdasht,"(124, 31, 'Bv', 'jaYjNlOiGbXrq')"
826,"(3.056064881130083, 40.69964353480891)",CITY,Markazi,Arak,"(114, 30, 'lbDZKCpvZJIdVhL', 'hEaAmgf')"
827,"(80.13176776471359, 15.492045428389245)",CITY,Qazvin,Qazvin,"(14, 20, 'JttNKwVUQWe', 'URMOy')"
828,"(90.63971730063905, 90.95847810970666)",CITY,Kermanshah,Kermanshah,"(122, 144, 'Wkv', 'SCQheZaK')"
829,"(49.42251369974874, 71.41064742146871)",SUBURB,Mazandaran,Babol,"(183, 127, 'Ro', 'HWsNvNHIL')"
830,"(95.46218913892129, 84.34851985256803)",SUBURB,Mazandaran,Sarta,"(125, 6, 'CkVZTbPvd', 'vZlz')"
831,"(3.2766403822523826, 1.9288479932862423)",SUBURB,Lorestan,Borujerd,"(1, 199, 'ajgeMIeAHn', 'mGuf')"
832,"(40.17885633163794, 52.43963414332047)",SUBURB,Esfahan,Kashan,"(172, 126, 'VzOW', 'wrarrcpOFJG')"
833,"(37.353975566248764, 74.01533588740958)",CITY,Sistan va Baluchestan,Zahedan,"(83, 64, 'PuQZHnGzUZkVlHY', 'Jv')"
834,"(24.483394179551297, 78.65200759955158)",SUBURB,Hamadan,Hamadan,"(182, 183, 'yJDkPzHYrghFb', 'bKlifg')"
835,"(44.36731508454965, 36.006502944042154)",SUBURB,Sistan va Baluchestan,Zahedan,"(81, 111, 'SPa', 'hb')"
836,"(97.46526600423746, 3.914427641474738)",CITY,Esfahan,Khomeyni Shahr,"(78, 169, 'FnqqrnZxs', 'o')"
837,"(77.61225902960366, 18.788132798365798)",CITY,azarbayjan-e Sharqi,Tabriz,"(147, 39, 'wQkBIemIrpfoSwU', 'hFUvpprKHILFtd')"
838,"(54.37213126982468, 98.35345334017902)",CITY,Mazandaran,Sarta,"(119, 130, 'lTKSLuw', 'gSsXzFvSviTP')"
839,"(59.647923833372374, 41.73413065869617)",CITY,Alborz,Karaj,"(74, 173, 'yeNDkOmpcA', 'xliSjXrecc')"
840,"(49.863725087722486, 28.36034278866526)",SUBURB,Esfahan,Esfahan,"(104, 37, 'QEaj', 'HeAg')"
841,"(60.68745556779387, 94.45659143989637)",SUBURB,Kordestan,Sanandaj,"(31, 109, 'UFlA', 'MKzkwPM')"
842,"(23.47348436240031, 12.618065401834944)",CITY,Kermanshah,Kermanshah,"(29, 179, 'MAXfKQ', 'GacetjtNj')"
843,"(13.265129138497844, 31.496072619181525)",SUBURB,Alborz,Karaj,"(166, 190, 'Q', 'wnxWDcXn')"
844,"(76.71707892150859, 49.15224538937878)",CITY,Fars,Shiraz,"(99, 108, 'JlKoasjSwM', 'OKn')"
845,"(45.66920603058578, 6.8757255342095425)",CITY,Hamadan,Hamadan,"(200, 102, 'JHzcFP', 'Ot')"
846,"(50.28793738301419, 22.665763888803912)",CITY,Qom,Qom,"(90, 19, 'jXFABL', 'Rpyu')"
847,"(53.09262421063221, 21.485128304931145)",SUBURB,Khorasan-e Razavi,Sabzevar,"(197, 152, 'nACjlYYwNqn', 'irhTipjTQDnSglW')"
848,"(47.06968029887981, 38.57014024007701)",SUBURB,Tehran,Shahre Qods,"(195, 188, 'KijejaPkHcwHiyH', 'YViqncmwXKlFph')"
849,"(60.913528420154414, 47.53345901765811)",SUBURB,Zanjan,Zanjan,"(122, 155, 'usXWRaDdSYsUBeJ', 'PuaXQlnQE')"
850,"(0.45771188081235037, 70.47701315033363)",SUBURB,Hamadan,Bahar,"(95, 116, 'YykQTWgDDzUDCD', 'JxrXPyPSMmPIy')"
851,"(5.09019605274924, 65.94732315521588)",SUBURB,Tehran,Pakdasht,"(155, 54, 'i', 'KHebjRx')"
852,"(61.11480920668156, 35.63021131801508)",CITY,Ardabil,Ardabil,"(172, 141, 'WhOjnS', 'mUzBtrwXdw')"
853,"(62.64318938413533, 53.93509563525567)",CITY,Khorasan-e Razavi,Sabzevar,"(152, 190, 'hDBitgb', 'QcWYavvXUey')"
854,"(6.732028429998449, 65.22328957964194)",CITY,Golestan,Gorgan,"(178, 10, 'bxUAfARIJEwkqiB', 'WrA')"
855,"(30.1012919730135, 46.422965808099846)",SUBURB,Esfahan,Kashan,"(55, 144, 'trKe', 'uCsMgmgShB')"
856,"(80.7144759060891, 57.47674199569466)",SUBURB,Lorestan,Khoramabad,"(148, 153, 'xPThuHu', 'd')"
857,"(10.011381070732494, 51.86036494110422)",SUBURB,Zanjan,Zanjan,"(92, 118, 'pTeQUwaRMML', 'aQ')"
858,"(53.785086317991535, 22.881165892890852)",CITY,Tehran,Pakdasht,"(100, 3, 'TaFwwpOb', 'lrRHZEFwMKE')"
859,"(15.09475874703906, 14.917282312940827)",SUBURB,Hamadan,Bahar,"(10, 73, 'TfPgbQovFWV', 'H')"
860,"(23.444346279183915, 39.81682913808242)",SUBURB,azarbayjan-e Sharqi,Tabriz,"(134, 40, 'xTyIipG', 'rQEyzIuPRgazZ')"
861,"(9.611953196420354, 35.56878691397161)",CITY,Mazandaran,Babol,"(199, 126, 'MHtegeElibto', 'fagarnKY')"
862,"(94.69465761770108, 59.989836975542474)",CITY,Fars,Shiraz,"(180, 167, 'ieq', 'duVSfQRRK')"
863,"(47.972550138503834, 19.25788881558528)",CITY,Gilan,Rasht,"(110, 29, 'DxiieRY', 'yOowaPfp')"
864,"(31.277452239584346, 24.496097380974145)",SUBURB,Esfahan,Kashan,"(95, 176, 'oGucLlcyvRGp', 'PpBXU')"
865,"(42.58680733722654, 32.2677007643812)",SUBURB,Yazd,Yazd,"(143, 78, 'omdMkcSTTXIYqu', 'aaTSPnM')"
866,"(95.86371985400135, 35.90531470419073)",CITY,Hamadan,Hamadan,"(100, 72, 'QAwJp', 'ysqeNlOkHyWU')"
867,"(61.56864284108181, 93.45100173672758)",CITY,Alborz,Karaj,"(9, 77, 'OPESwDGxssXcj', 'WYSTq')"
868,"(63.557731421226926, 65.99423737863957)",CITY,Esfahan,Khomeyni Shahr,"(32, 156, 'a', 'QVciLzyusL')"
869,"(63.55830129761465, 63.17431072698497)",CITY,Tehran,Malard,"(183, 69, 'cvZIDIhCsAQa', 'eaFjGuGOkbST')"
870,"(57.95767339655096, 83.01725114433884)",SUBURB,Mazandaran,Babol,"(195, 10, 'ZvD', 'Js')"
871,"(49.347280821001505, 11.056251998138823)",SUBURB,Tehran,Tehran,"(164, 125, 'RAxNEcTElZuc', 'vMWmu')"
872,"(16.442142887048107, 77.28864640306257)",CITY,Qom,Qom,"(54, 58, 'HtEszkcOi', 'UrFdFcBQIDZnSwh')"
873,"(18.637928947432904, 17.989497254543974)",CITY,Hamadan,Bahar,"(180, 191, 'ckEnYYWHjLWe', 'Lc')"
874,"(24.51848477078614, 31.632579965962915)",CITY,Khorasan-e Razavi,Mashhad,"(142, 21, 'bzHQdnQLAblARP', 'V')"
875,"(81.14177818366234, 49.840261838814115)",CITY,Zanjan,Zanjan,"(145, 156, 'OVi', 'tfIaU')"
876,"(77.9829885123994, 19.14086975180146)",CITY,Kordestan,Sanandaj,"(195, 68, 'JJqNoLDFiZ', 'FilLskMBOgoxxNE')"
877,"(42.734213411522006, 14.72907476542421)",CITY,Alborz,Karaj,"(17, 78, 'LVMQqxhKdug', 'BQCRaoVNYOKzoeG')"
878,"(73.56442296222258, 11.832102630486718)",SUBURB,Khorasan-e Razavi,Mashhad,"(98, 155, 'FIyo', 'gC')"
879,"(96.91935596605555, 32.121666617223255)",CITY,Markazi,Arak,"(158, 79, 'YJkGAwXVpvXEpMr', 'yzjKOurGO')"
880,"(78.48672495640355, 74.87984295978313)",CITY,Zanjan,Zanjan,"(161, 197, 'UwmxYvHuoiT', 'AIA')"
881,"(81.70583355578567, 98.68118021403535)",CITY,Khorasan-e Razavi,Sabzevar,"(107, 31, 'DtDpZhYnbk', 'tSQuOIZRTtO')"
882,"(79.51855247774078, 13.872275741494079)",SUBURB,Mazandaran,Sarta,"(42, 66, 'kcLSWfUqlgdm', 'tjGlQzq')"
883,"(53.427544766459356, 41.76621769098544)",CITY,Khorasan-e Razavi,Sabzevar,"(169, 126, 'UIkuEW', 'bXYhewzxpHRS')"
884,"(33.90750077348292, 65.60540508493797)",CITY,Khorasan-e Razavi,Sabzevar,"(153, 96, 'vGLxR', 'OquDlFHUXPB')"
885,"(44.4649228106928, 85.51626511541322)",CITY,Tehran,Shahre Qods,"(158, 169, 'QHOUX', 'UkLMXRUAWdJLP')"
886,"(60.19453072874914, 53.828861906487155)",CITY,Lorestan,Borujerd,"(3, 172, 'zw', 'queS')"
887,"(65.3589068060517, 3.9113176046051135)",SUBURB,Khuzestan,Ahvaz,"(118, 82, 'IyWTW', 'sj')"
888,"(16.460910832465146, 30.316432728315757)",SUBURB,Kermanshah,Kermanshah,"(128, 111, 'kEOCCQSzNEUZrw', 'zXRNHJVZw')"
889,"(46.81393708883398, 70.73932292376396)",CITY,Ardabil,Ardabil,"(90, 4, 'SNYteGVbCZuSQOr', 'WtRaqf')"
890,"(87.35458111040202, 82.50963281011174)",CITY,Hamadan,Hamadan,"(7, 60, 'uyEvGrRScwM', 'JhAdjmhrL')"
891,"(63.62871619128213, 71.25648377231897)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(15, 146, 'orOeVhKckGFGp', 'n')"
892,"(49.89924393124916, 68.50359859617343)",SUBURB,Yazd,Yazd,"(20, 181, 'IZhyx', 'ShdPRKMuutbok')"
893,"(78.38117105888148, 39.52466471255796)",CITY,Fars,Shiraz,"(185, 124, 'h', 'n')"
894,"(3.2481992340430033, 23.109566834094984)",SUBURB,azarbayjan-e Sharqi,Tabriz,"(117, 44, 'lhyXmhCHipjWJM', 'NGcdqFsWXqB')"
895,"(16.40121687706426, 25.95604625607185)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(156, 108, 'leVnKfJkwMl', 'Sw')"
896,"(69.55176916176023, 78.37113748530965)",CITY,Hamadan,Bahar,"(113, 33, 'aXzw', 'cYYxXnnxT')"
897,"(97.97765660302144, 2.63757669197493)",SUBURB,Mazandaran,Babol,"(7, 90, 'HFAv', 'LEGSCMBMqY')"
898,"(32.422770958085366, 18.479788873066138)",SUBURB,Yazd,Yazd,"(43, 65, 'OVu', 'QbAO')"
899,"(39.57844645922567, 38.885385159332294)",CITY,Mazandaran,Babol,"(44, 167, 'aJaYubeGbCjPpF', 'vdFTZPDHrDwKu')"
900,"(92.1297193037633, 11.624644269844586)",CITY,azarbayjan-e Sharqi,Tabriz,"(150, 140, 'OMnMY', 'QKHXXquZqAU')"
901,"(90.53945520321464, 81.75800658499611)",SUBURB,Tehran,Shahriar,"(107, 54, 'IKmevBcLFtb', 'CWN')"
902,"(56.36883942268992, 79.46252460117955)",CITY,Khuzestan,Ahvaz,"(42, 119, 'jbhfXmfQbPx', 'RhhHAlYd')"
903,"(70.41082566374425, 56.40310366902631)",CITY,Mazandaran,Sarta,"(152, 132, 'jbVDHbtrsOzXFTc', 'jSG')"
904,"(67.9066389581001, 7.086147805157539)",SUBURB,Tehran,Malard,"(124, 178, 'HCnlQekr', 'FwTGBg')"
905,"(2.596964258756662, 49.93791599657346)",SUBURB,Khorasan-e Razavi,Sabzevar,"(55, 109, 'imZC', 'rTtCiyoxYUQzE')"
906,"(13.187296458902908, 20.62123561677385)",SUBURB,Mazandaran,Babol,"(88, 50, 'Qoz', 'mk')"
907,"(27.211873871669813, 34.43061126000416)",CITY,Khuzestan,Madan,"(162, 42, 'rfUYumcOIhUT', 'EggGV')"
908,"(45.454876732163704, 61.70750420273151)",CITY,Hamadan,Bahar,"(167, 153, 'qnRheo', 'yXb')"
909,"(19.761629787322743, 26.809505044506242)",SUBURB,Markazi,Arak,"(179, 96, 'lTbEO', 'JGdIltjPMcLsOzV')"
910,"(38.84720906779737, 93.33835534182961)",SUBURB,Esfahan,Esfahan,"(191, 71, 'xDb', 'ribCLLNthhysXL')"
911,"(57.07213607249464, 10.004354323948183)",CITY,Mazandaran,Babol,"(41, 113, 'rGHhyJRtOLQ', 'HeL')"
912,"(27.532668368723133, 21.488222303688143)",SUBURB,Khorasan-e Razavi,Sabzevar,"(132, 197, 'nhcdyUPZe', 'ZbUVdVTyGwC')"
913,"(99.31316819598635, 78.53827431990454)",CITY,Esfahan,Khomeyni Shahr,"(187, 175, 'rBTbCHlh', 'hdMEo')"
914,"(96.59771611392983, 72.90606486754595)",CITY,Fars,Shiraz,"(73, 193, 'fmRp', 'CmdCK')"
915,"(86.13218004651795, 68.33907756028184)",SUBURB,Mazandaran,Amol,"(91, 116, 'EJ', 'cKmSC')"
916,"(9.54148658548155, 32.53098237162838)",CITY,Esfahan,Khomeyni Shahr,"(10, 147, 'GhnKqnfAIp', 'sCFcLTizYjgDe')"
917,"(54.70503091999471, 62.37955199586502)",CITY,Markazi,Arak,"(21, 101, 'fEjJCBk', 'LTvlmNku')"
918,"(98.97323779011785, 54.71602735541965)",CITY,Mazandaran,Amol,"(96, 14, 'Lx', 'bZJwtuzLg')"
919,"(0.8016944557905581, 73.89937410149074)",CITY,Esfahan,Khomeyni Shahr,"(123, 36, 'Uwv', 'tWNBRE')"
920,"(0.43548065499641186, 10.67694602476651)",SUBURB,Zanjan,Zanjan,"(181, 138, 'aMEXSkPENjWWtf', 'AbZwdK')"
921,"(79.37933165544744, 70.88271974981835)",CITY,azarbayjan-e Sharqi,Tabriz,"(63, 61, 'khJEPACOz', 'TVtmobkjcakdt')"
