EXPLANATION,START_DATE,END_DATE,GUEST_ID,RID
dvCfMlliWrqlggUgFQitWtkPOlXLgYzDsoyzHkGbHxyVgXdsheTZZrpg,1978-09-21,2016-04-04,9317632137,2567
mlYhekJRzLSQbtIEIxtVfMmDPSvEfklUXaoCDbJEBmxSbjNEApWeUWzQkNDwWtkpNYFFDrdwNNATgWmiHpBoPkUwOca,1960-08-23,2019-12-12,4264170144,4088
XitUhfNgpKExDUbszagjWxdchFGhZpDCZMTWMUSzqbPexMtmXYrWbXpVbCkVWNCibYmXCUjIzCEcnbQ,2015-12-08,2023-06-30,3688894484,1555
CIQVtXnOrtTlrRvpraKADLjwt,1984-01-25,2019-04-04,8734416396,490
aNriNiHAgoDCXJssSoYwbTvAwWcRaGXPNqerfiPOinLtNFZCblhgOxemNYbBqpgqJTYMRvZdqfPBXayvOoRBmzGkLfar,1955-03-06,1959-01-05,4214477563,1857
BXrgmAScZCbUM,1975-10-08,1994-12-08,2802819151,241
morMNSmXCCdzSBxVvYEgqhzaJNwAYdUsqB,1987-10-19,2015-09-21,1442082513,1316
OsIMrCrqgTkywGGhzvphUOFNaCDrwKZpISfaPpsZmJkchBybIMBphTKrfbHXNpZ,1965-11-12,2014-07-31,0368649397,2655
xhUvFuCgBYvmUrJeZYYUGVcwfCVjayFEMnxljAlrqfFpWzXOkKPVuXLopTLlqkCtwOEVGyysr,2011-08-29,2021-05-20,1094446433,1539
vOplXZeYilNDhxImgiPkjaDLfcOlYCuNBKLSYtBqLSieze,1978-11-16,2014-11-13,4849835248,2761
MqsTIwKCUPzNdeMFSaRwAAkDEbxCTLwIwEybmw,1964-10-09,1989-02-23,9966232842,1710
FzpWaeSvHfBVbdoAATRqxJBqoRCOuKkaDresSSIENHwaEXPKNkkZfcXRrgMNjIwEYGNDGRpeZiuKcOOnhqsNoRe,2014-08-08,2018-10-30,3541107924,3413
cCWnwTlFkEHLbpBJBXWxdxGrWLUNBXITwbUWEf,1966-04-10,1993-12-07,8171292135,3094
CQeArAZGZOcvzJtWKeHHKjXQmXZqPWYVRVQXhLPSQXSwdfBSZiDptkmnCPRtVIiIquzlrppEedo,1953-03-29,1955-06-01,2053859793,3264
JkHbNkmQhKGqgcAXQkHzLWiABlLOOcNuoIwitKxWwiqgKyWdCYCzoCJubVrPs,1964-04-28,1966-08-24,4700699987,1016
aGgLUhlPlOhJuSMZeHnmiUECKYsQWvRaQVLFAWRZJunmLSIzALmoPMaTadnxFdFVQBOmyt,1952-09-18,1991-06-01,3075501627,2455
FsbIvobPSEoRDEFLIXvvFGVpthCUmYycTObYgdWAEpACTDSAQRrRFMaqANqKnKCOvFfsBqzOPwBvzfCzpocpHkVKhHCpEqDinO,2012-12-06,2017-05-21,2898394523,501
nOpzoyZAIsNcpyvDhXtWAZJedkTSDIkUwMTqCjVxFjIJMVNjmzszTbCpmqxZVVvsCUzhjCrKoHGk,1959-04-28,2008-09-14,4298909123,4639
uvUoDSwEOFCEyXGlTNmaWzwNyjpEbYNxoQWUeCmdqtSMXlSnmLHEhoFDeDbchTWRerCyRRVLKTfxEm,1965-06-13,1999-06-23,3315526445,2307
iqBTbjmJIVqsHIZwVwlixBoYpsXAbNHtoIykeBDbgYntmDckDqBmEV,2013-01-20,2019-03-30,3462145546,994
erooJaWKtMCSwNwXdtozUQRGMq,1956-01-14,1969-11-23,5546826983,101
MPHemNnpClgLMrIYptoYMNJlMYeQDpSIwJCXMXuUgVYdpzwfFDhaqfNTUNJzXQqnYNoopfRCnKdlDXOzAzndDtnlQj,1973-09-10,1987-03-18,8427792924,3952
fbokomgSeUrQRNjqUOxBOydxYxKSdEBRzojvAQtmWJenRNvvWuGjyaeaznaksTyJRdasBZNifKgWcfysdoUmnz,1959-08-01,1973-07-30,3236486243,2974
QXMQWHanCzLrSTqetsQMhKunkIlCPHYddaJCiozoApoTP,2004-11-08,2011-11-24,0822216069,4961
SSSfqJRuMbALuruhLeEFPviTeCKACmiOlbJgmjV,1959-05-17,2019-12-07,7995127184,984
cMHGAHoWIntKJHsBKgZustDsROgPHQNSsakJoEYJvZCRSPHnzywK,1967-01-18,1990-03-11,8291658507,748
ZMXnkkRreHToCesQgBSqyoxuTDGcThVggOVqKrHOANruhEShSXRUBFoPuaTMqVfvkHHHRsBbNybRG,1987-07-31,1996-07-14,4702699019,3829
ZdLTAZaBAWNYhASWlrKAtQIpjgPQEaJQsjckJShbVgqwOveNxW,1954-09-26,1978-06-30,2420072161,4424
vimeSdfuVPEsIEJppeTPnOACIjXPsivvQY,1967-02-19,1997-06-13,2062902708,3579
kanjWUebzRPCZtmqCgaXizVmWphBcKSsGuXIvdMWViwVmGiFHmgdNBDVqLKOdsdyTBeqpxvvUYqloQOWIAMEDNadaKNfWpQcT,1956-08-18,1957-06-20,4195097256,1207
wshKlhtdpxoaQfEeFYcGFRpI,2009-08-08,2023-05-31,8257007416,1324
OQkIUUJhAPKfmAKFNecshx,2003-06-26,2010-01-09,6495972176,1166
DBHcYEDXEzMcZVNpYboLQQRzLtVxUciROHKUiOSDzyQNjshiExDzuxqpbJtElrBOGvngGJqbRw,1954-04-29,1970-03-02,5284675533,581
ENnGysBxDWCabzCddUezqyTxLKKSxeSfTfNHJlPUDYDdPCRhiPahafiQKDdeNDLDywTLXYe,2017-11-11,2017-12-30,7222889035,2486
dSpLfgmvUIZKGPlPAdxF,1959-05-22,1968-10-17,2119184947,4494
FHMxhcgHeAnIRRjpxQlPGokMThuJfCBAlfYtpbD,1969-01-19,1997-03-08,3879510322,1721
yjnZAKnHRZgwlBLSTxBVKNfWUZQBWDlOxgsVzXUfrPhVbExykWAJTobmvzJ,1972-08-04,2016-01-11,9608409229,3627
rdDOiNkHvabJLIkaUyHYBEdjwyaZamhKOqsCRZqHAdApMPIqSLxoZd,2006-03-17,2015-12-20,4721673629,2526
mITWBrqBXAsKSoNABxPsBRUPNzJPIhHiFzFMYLXMYyDDCUzsZfrwOHfCSsWMxaZWEegWDHKQ,1984-05-17,1990-04-26,9987626356,4845
subpMwvGLWjQnbVCteJrlyCPrvTJJlSKUghfzualzEDdosIIsIRa,2015-06-19,2021-03-10,9826457032,3769
JjNUwBjtwLntHDzPRLxWeKfHyKqHAFODvSYSsNrIJrqWHYrZWvNuJHcyNIWrtjWkTQnAOcpJepzoAPC,1968-12-13,2017-03-16,4032894483,4869
YaAyGMnSWfKDqytFAXOEbGhWeU,2007-11-16,2018-12-26,3381992878,2659
kSyFJaPgyufTLfQe,2007-09-20,2017-08-01,6381457582,2859
ArGLXJbbFaQgRfunInDP,2013-03-28,2021-06-18,5172857660,3714
rpcMMXnZCZjvyTjSpgDzkgCtkFXVxFdOpFXwvDtGvCALPFSPHzRfrVhZsBOuAqaY,1969-07-26,2008-01-09,0948798675,3450
qYgzMPQPsApNlIXhgFQyZSsXSpDxnElJDLsSvBvUdlQGZkGSOodTZImz,1950-11-12,2003-09-05,9730054522,1270
JIThJtTqgamDvQcMhCDkzHbbKsimhWNIwSJSRlKHoFrRcMdNwIIYrsIDRlbqhNHeSvApVwgeHERJ,1963-10-18,2010-05-17,8348391021,3102
UqGoxcMRBGfumKfVNlvDbXqGXXVMx,1981-12-02,1998-03-12,6517315223,3771
XTefERQZgcCCRluiwqCaFxec,1964-10-06,1973-12-07,2875003950,329
qKyucYFanuhKxRdDit,1952-01-30,2004-08-19,9673746576,627
YieVGuciXtczfrCjHanXheNzbdmHKBnKghzzsbXweNdAJAKQwoDztmPjWKgQcYvRqGHVAVISnjgsdrlSKhWBYRB,1962-11-22,1991-05-30,8830305176,4026
yfPlZjPvfRPROcErIRMcjwYyxjJeqsHpBPTQCQZyj,1960-08-13,1989-07-02,5546826983,3196
WNrsKujoQKnkEYDforOCuFJTgXfmQRSzqxeZvA,1974-09-21,2010-04-29,7572536976,2183
mZqDaIggOykPMDxcPqgsMgepUyVzvLfVdHXpCRiBBoSqxyOIrIECYbeLEi,2018-02-01,2021-11-19,8840565240,4189
QfAHRdlXLQExeNlcVYdMEqZbfvPjFtDXNvFgnoXsLzvCLhSfZGFzYkzyGGCvJuPdkGFrxHvcQCDluZ,1961-08-21,2009-08-10,0442976440,3240
OLssrmpXQHgIDmpnbNdTYxNvQTBNRGBsnUGlPBWPAbDvZtjarfZaDmysUVVzmOKzvOgOXzxFOFXsgqrG,1994-09-02,2002-01-03,4157897950,1275
AdfCUofrqBwrlNGiFsBwWqtszBYNJkdsUlsjcVnlLzKMAUMwxeJLiKquVzqdHfqWcEaceCgBmcyfBheCHXvgftRXWquHC,1989-01-21,2008-09-26,9922596505,873
nTUPbtmApLXApAyByovMlWWHUfE,2017-06-26,2017-09-11,2487262450,3289
wBoKBvLmLHugZiaiHFhrNdAMBHnINTWgDplWxnjRPUvxwlcNSqkTfLqUgzyZADfylbUiqLllXTLcotqeUhbb,1971-02-18,2018-03-08,5583608342,795
suvochawqHixQmyeqrTJcqqMcZdoEuKLQGNIFCWgAXJBTKYMLebgnBpGgD,2015-09-20,2021-10-16,0507795948,848
FOTdcYZpkljNLvuRTsuzqSgDLqbEzSZErQkutifTccLNopX,1990-12-16,2006-07-24,3034766517,2702
tcqVQJFoEnqtwGnUHPNmHasfwWcXfEEIfMFgUfPUIrTJwxOHuRwgkpNIZdCNIDn,1982-05-29,1986-10-13,6569829822,4190
QwsHJIYeuCsgeYSoXJDstndoyrQpGAqGGVmuQFeZcILpLgBJOHXpHwtYegySmz,1967-10-02,1983-01-18,0364781689,4890
LIvhDSJQnFcEPHoWfeSrFHrxogzUwJjZfFdAQiHlVOSMTEhTGOCVygdyPq,1995-12-30,1996-07-06,8248368378,4074
ywRguAUlAzlUbMpnYlCdySOzqCgmfxnUVQXSTWhWKjgPrkSDwIqymYJibYteGNATLRprqDWuGLj,1993-08-02,2012-10-02,1265735596,222
rcSwwczkkfMglXeJxHUOrMUZEHuOmDmuQhqtqbgzAwQuzOHLtL,2004-12-08,2013-03-15,6291786777,739
GOghYpsZjayZMVWiPsvyRBoAVFUaHUwixphSkjUyBHmChrSHRBxVzzWqqAOqAvhUYUWRdYWzlPbmUelsfJVQYxiqWQifeuW,1991-04-28,2003-03-02,7949085415,806
fEbQONABHwKwLkuIefAIjfxvskdBVdUssbnASIpOLAo,1952-09-03,2014-08-28,1521636796,2911
KBskMgsAWIQIdWKnIYUresIRGdOPCmnFsbhrCCqdXVMTEAgYliBIVfrweMhwDnJnudODScQdKnkJDzITNM,1992-02-09,2008-08-23,5300568317,2463
UFSWWdgqZCjumqrYRblgZB,2013-04-02,2019-09-14,6582159854,2612
XYuRqBeOJixzcafFMTCIooeTcUGKhtvreptqLTLkUgHevZUMMvyEF,2000-07-27,2002-05-13,4321908665,4250
JgzHvsXSHBmpLwzKJiQzwNVMONwBUbuudbRcddgKjMwgJIcRCSHzyaGm,1958-08-13,2011-07-05,3350512374,705
LscBKdRfKNxqMyMsReZKOrVexdBDlVuBYMskoXoajaiVagcKFAMGEUWq,1965-11-05,1977-11-17,0062367336,1434
hivahFbqJhVmDoSYonVCYKMhILWLzcvPhkCIaTtMK,2016-02-06,2016-05-07,9834898191,138
pLgXiuQdjXZjJUzFcSLTyysLVToeVgzWZzbRZcqUUKuyMJfCfdiPTZyHo,1995-07-22,2004-11-11,4096861819,1132
SjVVWDFkqCgDXIGZibvYsiIyHetRIxQgtooOJAXKfvgBIGPpucpFX,1992-01-24,2022-06-19,9326847626,2401
ZPWDoxWSbmgnEnxdZJewvTXeSeDeLRoyVUKNqpTFeZgWAZzBfBsTiUCFlMePzWHfpKkPnkxOyLZKhfRetBNehkIPOFGbyO,1962-10-11,1975-11-26,6157081563,341
hMjKqeZzJIVkJIWVqrcMFXcXWXjccUqWHffDVyKBNumk,1972-05-15,1986-07-03,9631132863,457
GRJrGrMUYhqFcKZuUvkNkADjZbNNBgnHQH,2016-03-02,2019-04-17,4688425389,2058
KPmGEltnZMkEJPjhVxDzbRXyjyJyh,2019-08-15,2022-06-07,7808232378,3172
iaimLNFptcDZLzIxqFLZVFmHHQQCSbxZkKzBcgAYSJZUlPnFtcsSyLjBfTEmdMLDnuWdDPmHnebQsjNYwriEObQY,1965-05-05,1981-03-13,9168935840,4750
TkYpoVyMvItoifcTfZcxM,1970-03-14,2021-11-19,1131930345,2782
gesemlEykOtWTEeRGFDnnRpUFbrtTuBhLqYqtBZSlWntJWGMwu,1972-11-12,2021-04-09,1575218580,1454
MHzRZjfNQVVCrJlpnCTYNbYvMGBGkVRenSbwAwzLaPLghmLssKPDUvaxZWxHVSLcfANEPyEULofcSYns,1991-07-11,2007-11-02,0309340286,4383
ZpWTSudwfpyvcqeRISsNCseSvoRgfqxVNrrSzcHrrBNEJfOyJUyvIpldtIglgwsBIcFpfcj,1971-05-26,1988-10-13,5004400224,4798
mlytUtgplRlQNYNgfsBaEFdQQNMzLYluUnAduveNFfIUiOUCykMWylowKdgvqEhuVoqnqwdOVUTgHA,2020-09-18,2021-03-02,4250645521,3340
ALUFfydqsLnuJrDtQIrCvDbdA,2012-02-16,2018-05-19,8627673351,4000
hapavVHaWykRNTAkPTmlaFrgYOkVbITh,2014-02-24,2019-01-31,1300035802,3680
kYGlpsiXksIxJobIVWyTbxRPNhSmmUeACOydDWknvPmGlQlBhoMVtfmXlnCh,2015-04-10,2016-10-15,0748391408,1158
BIKhHiGyarcRQpjawwGfbkDdsaFeHupegaDkPyGzus,1987-07-27,1990-01-25,1867862359,3414
MTeJmpBhYBwgi,2003-06-05,2004-09-21,7412110558,4927
arVGEbdkhDRDdqsvQtJeSri,1990-04-27,1992-03-30,2297471261,3288
SLcUqhzHHDO,1963-03-24,1982-10-14,7928202872,4404
UiBznghYFEwucTbUavAFscBRnJvEsxSHHYrVsbbuCOkAUweOAivKcAQlQlUuNzyZAdGma,2014-07-08,2014-09-12,1587703894,472
RhvslnugLxkxSVhtknyzNQlpXTtUFhghYDYaXYUwQzOjH,2014-08-08,2016-06-25,7297122318,271
TKiTmgXwuITpdSWhQjwODegjCKLmBtCRvJSSvjZrzVIjRMpwJTwepjzfjNAghYfO,2007-06-04,2007-06-29,9866419538,2156
SbkJNbUwoKfFgmpIWiRKatCMDj,1981-11-08,2006-08-04,2005946269,4589
cGPCIwFnDgPACUdyRioCZBClAluYLgSjKYSGiAHoRKIEYP,1964-07-05,2011-09-17,4771944965,3444
gSaCQcjSftWizLrLxGErVGyUKIAXANtktqKNr,1963-09-08,1980-11-15,0034967355,1165
mXpZojTVxguYFNBJJsj,2023-02-26,2023-07-01,0883925933,3906
eOtwKIcTnnscSemMramioQrPDrgaY,1987-05-11,1992-06-30,3928834918,2344
MpfIuQjsmDlTjqAkAqBaC,2017-04-01,2022-07-03,6065771938,1118
nEWDAPBptjzuDEgwBlAfjHA,1951-01-30,2000-02-29,8139739422,1743
AmcEjOrjSVtusxprLEGnuBwcQRCDDxtzRgoUQKebcEHuUAKMXHjzfkIEbWI,1980-03-23,2015-05-23,4834548666,2151
PTnboAxbyBHmViZYKGTyjRlvOKcesGuogFCCIImkUUzWKQRzbL,2021-07-24,2022-06-17,4778219250,1872
YcttgRknSeJSLivSrZIRrrtZpGttbVdniWbecYyKEIYsUhEcJtuKyjbyYPhflcSOKdckumYBDYnNyOibLYGzyvLztHRtEiCfTr,1966-10-06,1990-02-10,4345173557,867
YjgtttPuClDhEQTOSonjgJVbUlmnbkDQkWRrkZu,1981-01-03,2004-01-05,8311177452,1090
qQTpskfSnYMMtoKqvspVyKyPBCeRxWxfTMjTXkgJHJKPgfRWgAKIcfcGDIKsoxiprFiTmfxlpZsMBjpKagjEK,1999-10-21,2019-01-09,5134535124,4114
EPPQkvdMxNuDvAALGAuAuPJrDiKtRjRAOX,2017-12-08,2023-02-13,3238850861,3295
NiVQRMxjEMfop,1995-02-04,2005-05-01,7629031195,3271
PkuGAYRtOPUdvUjqpPnDcHJWrgyPCSPhyKT,1979-12-23,2008-05-22,9048103712,1352
fevQFTKOHjhEjCMAWkipmQNbcPIUrRbCCPNziHsGvkDslTpZsJnnqkTNAJ,2014-09-05,2022-01-10,6469548543,1488
FSepZyAANfByqDgzZsefKZOwoSJBAogW,2001-02-27,2004-07-04,4803906818,2080
ySKyBbNjqNMnbpujRFu,2005-05-25,2006-02-18,7396767510,3299
aymbSSXRtZKJXIypDhybzfYfpaJuiWJBVoUIWXGJEwkAJjByTlCZXeAOVVesveLMCOEuFmZIjYpdXbEYxusYVLYWHHAOORNk,1954-03-21,2002-01-08,1335564182,3695
afvrVFROCsLZEswulwJuEiDwsuZqVEJeprGEUqGzVNVzQYTLplKaPBSkeKn,1953-09-10,1966-09-06,1604657405,3626
ubMrrcErIyHLzvEf,1974-04-04,1988-07-27,2191868099,863
igkNqHOJOKXTAUtZQeXsJfGoVETkoVxaANgAFKzlXZHjxVIgqpmTpBSfdEPyYUHCDOUDvSYrVTfQiJTdffVYWZkRHaHDtr,2016-05-30,2021-08-09,5531374035,4018
aJcpgKxZZPsnJEngac,2020-02-14,2023-03-13,0296181705,239
mygLIDwbwBujGmaQPwSAxfwjTnIN,2003-06-21,2007-12-07,9263217427,2484
gJZXsXEqgXVxIzBawLeTYf,1967-08-02,1984-07-09,8279667970,1548
AFDxIhuShJoxBOxjChgLVDcGpuqihySlmvNsvJVgCkTcvjhEXdGRrhtUUGd,2000-04-16,2021-01-03,9170737883,2268
AuLbFuvjLqYUqUpLyJRDxqeGOPkcckljnf,1979-10-29,2020-05-24,0072113353,4140
iHKpGBWOiGvOwshAqFCnKOAwEnWGAltNz,1972-09-14,1985-09-24,8719672311,4541
oqmhLUNNWVTkGUdicUvOEHEJQXyOfFTSvxcpEsNUgVPjIemLYUCWnZKvJRzmzmdJmPFQi,2016-10-15,2017-02-09,2244764840,1329
PxHUZmCYGBoaVxVfYgkLLbmPORfKGrODMgymQbgmPhtnyqWGhdijsCtdTWsCJAv,1987-06-26,1993-07-06,9514968297,1020
DItnSFdryZBXkzxsUQzkApQPHuYrOwkq,2007-12-23,2012-11-24,7147929918,4931
zVWEwLnZRYWvAtvHnYxYjfRAzevxiMKdxdjtWaAUhhhEWepUHVrfeCTzElGncQqjJIaUOiRxyQWnaaRnHcQ,1966-09-30,1971-09-03,2182427635,2792
MzmwJsdlqimMvNXbzVqvPhgglBerotlNBLOP,1973-10-20,1999-06-05,8852598093,1488
zcVWSHdbdBnVzkHiEXHPEHOvLEOKlGydTBJqNlLycEfNSApTEuVtx,2020-12-30,2021-10-10,2875983300,2698
GlonadvpBDvMOYTXjfolQfqJWYiKKPIQJOhhRDr,1993-02-22,1995-05-25,9898897494,3501
oeUaauDNkFxfFGLbDzielGsryIb,1980-12-17,2001-10-06,0083644557,1687
TMVoLDqhsblMNeKZcOwRiJatYfDfvjztJMlUQbcOFjZGJw,1997-02-20,2012-04-26,7683890132,2492
WVFXpJEDpWOVRrEsEpChAOyhWlh,1955-07-07,1998-03-25,1765428941,1795
zkeFPIghXiABb,1965-01-17,2008-04-14,7504377583,1358
rYUZRwRmTaoncjAohMGXqKLYDbqfPjDGoVYeCwpdkSIXGGhSQyObynfRAbnNLuyRQNj,1978-02-18,1985-09-12,4983398070,4831
VgtxZJGcwAVaTorzYPWznQfzMNMJHoWFSrgFPPWShrOCemXKgIaIUPpBzeMIqAZqgqmvVuDEssDwfPfMLK,2012-12-15,2017-12-25,3321558205,1408
zREvTGQccnxfBakvLCXoLRqzAFEpcbDasOoibMzPTsIliYALotmqVdExhxJxemEVHbzWPZUbqjZspufmWfqFrfLWmORrWg,2006-12-21,2016-05-21,3145289403,3007
kwnGhOWaDLtaUVkSJJfTMQmtsTxonvzGvfEEqqJYAiaaEFXJSVzRfePpAcycFh,1958-04-14,1958-10-07,5592268462,1938
GAtrxmwFMNGyDQBiwtfGQSkKztKzQfWXsUUFYQnj,1987-04-23,1999-05-02,4814285423,2865
GpngJrrXJRDnECFqfMfnCXYNFOroGpXOFUqZuRlpQzqpGgKCldYcVo,1961-05-09,1998-12-16,0053749707,2999
DnBTrggpWfDOicPqiLXVKBmeQeZRQJWZzxYsjIcgonDM,1959-01-14,1980-11-16,7910566879,3888
YpIIDaCEKNRMLuuKxhfHumwaibsXIaClHwk,2002-08-16,2008-08-01,3492719347,2118
xEVjCKQPqPKxOUAcbGVboLWOKFTALnLUXpXkmNLcSVfxjGWLZf,1991-07-19,2012-03-31,0670526876,2536
JvCqOkeBzcOdabkkBGrIr,2003-01-21,2008-12-23,0639453728,201
bvGYUVStigDKkDkr,2017-10-22,2020-01-31,1120672356,3678
BGgXeLGBPPrylEPFitQxSCwkvPSZREZLgUJxTiXmrCdBPbSTk,1961-08-19,1970-06-10,1020212369,2045
pxZgaSGdBlYSMxMTQxzImhSsaGhBsXTuioIKPMfZuEGAgxhBwif,2000-12-02,2021-12-21,1476468525,3625
IEVLBtaOqzUQeejQybkmTwxkCBvEAdMDIudYsCYsoXNRyQiVRSbeiZheidael,1999-01-17,2001-08-16,7844582222,204
KTYOXVYiEgGPOcKurmeBpkPKeipVQuTITKIYzEzJZfNge,1969-02-15,2014-10-19,5652192558,2348
AzGhJBqmCWqXqyalUqLhPvjfScnYCfhrZEnmYjnDvuAbhHfDKAqHCbANHCZPedvgzyMlomuFlRVTvJDIl,2019-06-30,2022-09-03,4033990535,804
UGYjGkfAsuawIWpKIyfMuUycieyHrbFAMOKpakySGfoOwhLMkHGLZKhrkgUdZoAjaAVUZelqWr,2012-06-03,2017-07-10,8793428972,3405
qZRnZRDQscNOYlEtqaYbMpvseLcvFUhIo,1958-10-02,1999-01-31,0685691701,926
BTZdQBtEyIxgsEYXNgNbEdxuvoZgjhzqmzfxqEvobnKFxyLsTyPWYo,1996-07-12,1999-03-17,0656312985,1318
NgDcwwhIlDpLovTzdTjAIFLalXgvuLFEKvkMgVkOAUapHCkXwursQ,2010-04-12,2014-06-28,7471953754,653
rPosjvpyoVzBAkzRdjdRZZrxooQqUpxWfjmpedIdYxelZyDsNScRKzSpkHpwvdvAUPXLpzcyBbpQ,1972-04-13,1977-07-31,2755748999,3726
nksgLHcEnwUKNpaeFpmYaCcFTOwzlMpVrOmuANfpgwpSewOEvvoQOopARCtXzxIYmXaUaBrLJJBTWxCSv,1974-11-28,1992-07-02,6255226589,2571
ndDprPWnLCXXSadqHFUWJsfguhMlhtCyRrtZCBLEOGStE,2018-10-02,2023-03-22,5203571734,4851
NZyGUpALeRTYQcEEoYbGGDojHIzbKPZDWiMoPyWH,2004-01-28,2014-05-02,4299713337,124
EukPHWwkfRgQIwuZnMpfMSZtahFEQlPFQwJqzPOPvgmgaIdaHHvKnQfDYtwzTYKnHlRltN,2004-12-20,2008-07-29,1756508579,1479
GoFzIqanUklJVbjRujmrtaWAOIQloxFXUseyddgrTDdayghDseBpkeglJuoINavSArvNECMjyvVgdMxQHPO,1995-04-16,2020-01-21,2899419765,657
zpXQNmQLvryhNTIwICpmHqjFFPjyDYEGHkTcuFRZgyOMExkDtFmqpHsHjWpcYuFyqQgqjaZxdfgrLSJ,1973-01-29,1992-06-20,5545366058,2831
hhoLnfFrEIPltitcmaMAUCLUcEzMuqokNaNYEswMpECUSlrsdMqrBOOhNzs,2004-04-18,2008-07-25,8395236555,503
RhDoznuGfmSaYHtPGGBeEUADvMtlAijWKEOoAxPUmhK,2018-03-07,2018-03-11,8554302561,3544
DpebdTLOQxtsjJmIDNwdRUlJUfixKVVMnJkvcyLEPiTMvLJpeYzyxUNZKtmbxfradulGBFoluTGUkkHWZdtnqocouoiU,1986-11-02,2021-12-30,4089489984,4319
KtjFhJVWYncUwggJ,2019-07-05,2020-04-12,2487262450,1751
LBehrmIVwQFmvVxTQDAL,1965-11-25,1982-01-24,8719672311,3841
BXmDKpnbfDHFcUIFNecSXhHajyMvqrKqjeJFOeymIMbhSoIvYDuKpzWOwVfaJOhXbjaugQwhswcvaLjLQezhDSwEKppNTBPNA,2004-05-25,2007-07-19,4698215461,138
VBAsWIqMnRxbaUbTqgOsVicuJwvmVdcboTWjxpBrkweMBLECitxsyRQmaLrbHbQeS,1976-05-02,2001-07-03,6869318882,2662
rCfscPEfBpqlveZbxMXtwjjeKHwztdnDFecuJUgpxnhy,2008-04-16,2022-03-01,1165979599,1355
lSlpgmSPecnPulhENwcHb,1999-09-09,2019-02-03,9844643580,900
BrFZjpYyVcPLlvDonyOfSYKmVzbbPcPdbdcVqZnrEXFPuPoCtxykyHtVFIcdjuxBCtaNvwvVHHCUJszqqsvjiuHRUDtUFi,2004-12-17,2022-11-30,2013189214,818
bZrQznXojwSicavnKcaqTBfuMKYEHwddOgxSuKKyzXcyYdjApCkOLN,1987-10-22,2007-02-01,8177565144,4129
hLLbmEFFqMxHVyXdjrIRMzEfFfgkoVOXJavqPxsmlIkROHOGn,1999-03-19,2023-01-04,2760344530,4671
pqaSAWFVnlbbJXGisrDOVVkTodvhcIAjaivBMhNSnOtwzLSIDfddJaHZUbSTesKhtaTpNiDGfFmcYEKyqAQsGsoLHMXyxxpiOeQw,1991-07-20,1998-07-19,2222727433,4159
jjCKMBPzjkruaXYDqqYgpmeycbYSuwvgCOTPzrLcuvkfeOYiERbIaCqwkLGRAaXHxAVzYLNLUpqJEzVKAIrQVksLkLD,2022-09-17,2023-05-23,8266342414,2713
TlUSDfjgBxXzTUGkblnJUYZlgDEwkfYyZwTkrqiPlMISVjVPlQBvVMnWPkhqWra,2011-12-06,2016-05-10,8209092589,3044
lgPfWPuuTvDepnbcPVghASdZOlogwKKmzkiXBFlF,2020-07-09,2022-02-19,0967147059,728
RwHIUitvkRIKQlvcatfopNjAsBGzlYDYDSkFAVEZuse,1989-10-27,1994-10-04,2679558535,3671
cnXMYpqFKzFVsikpsBqrmhZtDemUGKEpUTMAtfXMGanTaxECPfXvVKKVkZQvbzFCKIF,2009-07-27,2021-09-27,9168935840,1304
kIAGwiIQuKMXFObECMFvsGV,1994-09-29,1997-08-07,7249743457,2461
RRTiOtPHtmWufcSbghRYeNKkqLgmGaGJgjBEnKiVItscyRgAVIoqKPKawbi,1964-05-17,1969-06-16,3132962702,4231
LFdPmzSKBirznDbFaetxsGsgkjwBiiYtFahGwlcjYWoDqCZHYrdVzLqgPRYEeyiJGrhaWDyjoGIlPlpaTHzvwkVx,1973-09-21,1984-04-10,3492719347,1083
kRSBjlPaQLeuXDVxEJkyDLVxryUphajfbimwhPNWcStqUoPoFALkvOiazeECSGnzkciHpkZVFFclaByTQYfKlm,2015-08-19,2020-09-08,8276476765,1657
KsZkxWYKDNeEoljLFNNUkbcSBCVZCvevRHHXtfQWiMPacYKdQvgpPlrjrBuBHrYkjvkWlgyQryFVpEJtYbTaeKGGnlKmi,1962-07-21,2009-06-02,6793731598,1549
MRVnfqsurSySofZPiDxN,1957-09-18,2017-08-05,5392145232,3070
VbGxyBVgveFAYkUuTulAmLJGWIDHqjvdqFtMTMOywArnVrclOIaJHCLyoFffnGMSFwhOAdtSqauWVOpajO,1997-05-07,2005-10-28,0757947471,689
SPXyEDXgHVmiedBsfnZpxlVeGQoMBBWyheywORIUVdHMxOLyTOGqXukCOhkiWFRUskZTRLwQJbMZTwUTabkZEUxQD,1966-01-22,1988-04-04,7699388255,1053
kfJhIhQChAVMO,1963-07-18,1989-12-19,2275399184,3134
NjXAQCAqVmLqrcNlZbzDNRQGsVnaEByznGjeeowyyickfIJ,2010-08-22,2023-03-09,4086976033,4690
ErhIpfMSofMkJRATQecernzgSWhqxqiYNLJubETjHAixJFCuSJ,2012-02-09,2017-07-25,6474342058,837
cLIImIKHAomUJaELlyUloGOOfICvpaIZCHqTT,1991-12-28,2013-10-22,4163534135,2032
