REPORT_ID,ACCEPTED,EXPLANATION,PENALTY,START_DATE,END_DATE,GUEST_ID,RID
832,False,TUKXbIcvABoFjVkumjmLrFcPpBqtAfHxDPnl,941.21,2007-09-05,2022-12-26,2022506034,2229
833,True,BhsrYtSredGQfdHUVSrwIOccSkPnewdRliaJtJZufzMxlIPiDudUMZHvjSawoUkZyNoEzV,734.52,2008-01-06,2009-07-24,5592268462,1118
834,False,HySMSSThsIiiMIYqsyDhsTzFyZvZIIRWHNMRsfOZVxB,694.62,1985-11-17,1997-04-25,4974883751,757
835,False,zJwDZOPJUVICcMQruBazeJqYXPzGDDrlqH,141.52,2015-01-21,2015-03-07,6097560135,984
836,False,TnpGNFtDWnfmmkgwkVLFHGBSSRDoMZVrhKpmvkRHAGLPmTrJukAcjGtfdJRPWGKvOFtkpFFouV,784.29,1974-09-14,1986-10-21,0075122481,2814
837,False,KHNCLTsWKHxHUvcuhOairLyyVRmyqvFHcCyPVHDonENwGZiilNSuzGawtuvYd,698.82,1975-06-08,1992-12-28,1137960350,2636
838,True,uZqEveyLSblKH,556.54,1970-04-04,1973-03-04,4149789451,1442
839,False,hBpRAfZOeLKJpEBTrKIRLRTgxPwgsqLyAOkcNIxpIhYvRYamVNzuUHXJtzToFdY,869.12,1996-09-11,2013-04-27,2062902708,294
840,True,qtYiFzjiuJrOPySPMDnEDAWEeLcrxtylWsbjtoG,954.65,2015-11-02,2017-09-02,3189667402,3014
841,False,OuAYonXfBabUrRNSVbTmbKcKWUMSIxVGnwDwdJAUjlJywRZDzQXxsjenRopzbigInxIsIWpDnoHEFVjHMNoMPzevgF,974.34,1979-06-04,2020-12-25,1476468525,4504
842,False,AprHINNyMicyhHgLKWeHUczJuLXzYXnHyTCPgUEYIgumYMLZQBOEKUotXKCszerkwMCsEdPejlPUzsZFCJqUKBZuXoTnaVfox,724.12,2013-04-09,2020-06-09,7072644862,2965
843,False,QpdlsnheNsUqoApvMIuxliRAXZeKlquYGBugXSkGIoJzsookOZLcSpfszGtHFLyplctlyzSXlNmsQujocsWpKwTPkEwaxXYDIyBy,518.68,1954-02-19,2007-01-29,0204829756,4323
844,False,MCrsZJVzCcuXzGjWKyyysuMCdniAGSkNeMQpsOkifREoVgzaoNqHjKu,50.57,1963-08-17,1967-02-11,9737357605,2735
845,False,ofZfeAIYTOdpNnEwBrpMEBciYAuDVaTbfHPzOhPIGQZYhcguCuyeOSbwHKNpnEaLvlUwOIglIzOzYeIyelgFVTNQag,796.81,1971-06-13,1992-02-10,0752771836,1991
846,False,ABVeGPiQaWKnfci,68.65,1966-07-28,2017-09-02,5864922320,1881
847,True,AAjKqhtsTriVcIUGJULYyvBNFDwATFswkIAUkeIZOhhY,870.67,1954-07-12,2001-03-05,8566287219,4602
848,True,ueWWvgCKmAmHUmfoLImnKFEypMxKRrcymDbpJnhG,578.21,2016-07-03,2022-11-04,0964522408,3709
849,True,fCnKMHrZyctCeIgKOGpKMmjKVuSZaCvdTuAHqtJfufDJasnUNEpYba,284.02,1979-04-27,2003-12-25,0200622128,2080
850,True,ejNAOsitpQTIfPfgLtIyOmPqrANvmsBj,561.56,2006-11-28,2011-11-08,1602359054,2156
851,False,ebTwtSuElUyMhcEyLqrcUbjKONqWukbSKemiFPfpamQiudlLthdtnsBRUoYTEaALWswwNvUGYqYpfvynsKTMTJwepUPzLPAg,679.4,1950-10-04,1956-05-16,3310591520,4104
852,True,QwQjeJEhsERLzCgMhRfDegNZbXBTpnvQUapMyIFMrHjpBEtXEZydIhurGvfKMGAUCFKtygdC,721.23,1972-01-10,1991-05-18,4324407052,2803
853,False,AWhghrcvSyLKhuYzrhpWxOWtSrzNpmMQKofgndhtoPUrfbumyMmXlxvRVxidLMIsaiHTXBiwXPlPXbXqnvKQteUAfljQ,469.22,1982-11-18,2005-06-16,6035572434,951
854,True,pbIFPihYPMawfsyiWsJTgrAMGvxqRzoZbOlQnMYrMeLpMsNpqpGWUehBvUEzxanl,4.89,2015-02-01,2015-10-13,6817497267,3259
855,False,pyrQHUiMTCDGqeVQZwEBxADLmvBHLmghwFpPShhCCQxhVISsAMqubGNGMrFXOEKtRbVEzJhzguSKZqncSBiXEPddSOQswstzsq,714.6,1996-10-28,2006-10-30,0784848908,3746
856,True,YIWjnvpRjZRXaTsVkFIhKiEUtZxiCEmb,82.55,2019-02-11,2020-10-10,5578212590,3121
857,True,bOkQgSaQbCEcPTUNdEpWHGEaJTVFRxbLQwAuxkvmldTaHwIJcGQuvbohEIJcT,792.22,2008-12-24,2023-06-28,4149680407,3689
858,True,WbEzDCckZnJghEjrUJuSlmxyprhjZMUODDlcrWbuEmHOcxoxE,588.88,1994-09-28,1997-01-16,2316161358,4518
859,False,WPGsAGrgoBpqU,254.99,2011-12-10,2016-12-17,1877180880,75
860,False,jnZVSlTOsdVBQHm,232.6,2018-08-23,2019-07-06,5546219151,2446
861,True,oRiCVdkcmHRQBpzEsuGmmwoTgNnilDXUfnpPoCEWAGyzsCFMZxYNgJkADFwmuITWDocNfLwIJdCUxsVODfktiYyuWIsWkxGqd,373.97,1981-10-09,2015-11-25,7000098274,267
862,False,fjrRVouBQaWJYEvqZNmhvRkNmCVqRltxEEBSdYuAEGcvZTrQaVBgngSnsayzTJSJWOuKXLmUGXfBGjvVNoSGufeuPcTQbzxd,872.64,1957-08-11,1987-05-19,6560822094,3442
863,False,bmOPIQVTeBdpcJXmoySIwLzXSvmqKalgBCXfIrFQnRKaOOUdZzybkXpgbaWbRuNYoxmhpZhSUPGscKiqjSjcYCeKKLQiiLml,976.58,2011-01-28,2018-07-31,5512176604,1639
864,True,YzdOwFNphRdzzyljEDjhfcRAwQfcdqEIAaQhKtyRkkshxBxvJhdxcRVmrNyDqicRRQz,93.67,1997-10-20,2000-06-19,6404667558,1075
865,False,xjsmHuVtDPHiCeZOqxkXdSTmCkJRJnEVUaGtBUY,483.7,1993-06-01,1997-06-21,8163013793,3429
866,True,ConUzbzEQFQlPXtXRMBytNqmIaXvPOUywLYPcRGo,21.31,1988-10-31,1990-02-22,8273333201,463
867,True,fccSaCmhgsjOeU,339.45,2016-11-18,2021-06-11,1446510743,2628
868,False,exnTKlSkqsarUKnrSzVCL,538.7,1990-03-15,2007-10-26,9450319155,2078
869,True,RuZoxwegAcmiksFGZttYzctHEMyKqOowSYirwFYos,472.59,1969-04-02,2000-01-03,2768852856,1158
870,False,uVSDESsHSRCwaugaxWLETMyGdYHvbHEqhNmcgTtnbXjbqVfSJEeMBlskgkIGpCxmHBDlYuzLLsixHvoxCttULjZSYHBfNV,321.85,2009-05-13,2013-01-27,7872127445,4118
871,True,HBYDvDPamsnTQNycyREpworpueS,575.45,1958-05-23,2006-05-18,6374974397,1248
872,True,DZlRpuhDgvCULnQOPENNbpUROEzBcQUHimdWfrjmsOjopmMJeoJIRzovIuQzWWiQOvDk,643.56,1984-10-08,2008-03-09,2446044634,604
873,True,cRFdxujJSTIpKxrXJXdAkDxFHJfEHbPmwHGKUVIYoKtoKqIiKtpi,510.11,2020-10-21,2020-11-09,7822146598,4536
874,True,GidOnLxcFCt,715.18,1967-05-22,2016-12-13,1033308432,4410
875,False,hsqvxzTCzFZRUXnEBLIBusEZqOmOqMnbtEoPqbFIZTmkzpdSgGivWXienTAoOmYolecKODIfCOnqqzwqsVdUmnWWNjYH,630.89,1980-08-31,1992-06-21,5635878764,1462
876,True,FPEtgVIHqpUmYFxhHQGofcBnAMAXosQNCgrGCmMnxXYdptUVGLziUpeoLYkPNqcoDbuUUmEJRsltyqyNggCcgqcvYkmNv,337.26,1960-11-02,1993-09-02,0955379741,634
877,True,tomWqlFMZunCOxxhtTDVxfhIWNHxKmPdWeMllsOv,350.94,2014-09-05,2022-01-10,6469548543,1488
878,False,DEVrdRXdht,37.41,1966-12-10,2022-01-19,6482618295,4077
879,True,TfekkLQbhIeHlWINNyxgNklOTxqoFVPCFLvpxWWQcGmVBgWlSRTCZVNGEXmpJUDGYAPpwHyLJGja,517.32,1963-12-29,1985-10-16,3372021100,1430
880,True,tshkqhIOmEDJWUBqtnSIeGfhxhFjBdPmTrUpVMxVfdnbqtNWfqjDOhKOBALLnFKAusMz,705.77,1996-04-18,2021-08-17,0474157640,966
881,True,GFIJEdwiJvWWsQIUbzrmHpdxJsVeuOjbKMUoAXPLMrwUOVtWpICGiljBrImvlBzxnbJQRPzZjSrH,759.52,1962-12-27,1982-04-23,6018467787,4583
882,True,CFPYNHrnhROhykdkEOEnOcqKJxWxhQuTEoerjNpolKjTCgvwtGjcYMZClhGcyAwLG,762.4,1995-01-09,2022-04-24,6815574309,3370
883,True,iIaUnqCyhnYYRPuGsFVBrGudfqoKQsyNzdoMsIJDRDwfLjjeZmfItEI,916.02,2019-06-04,2022-04-14,0410726238,1908
884,False,bOLimmhqFoFHEILqaHVzeuciCixmybfwyrepzERrhYUaKTzkTCaAUtgyWqWddNVL,866.73,1968-05-08,1989-10-21,8788035409,1582
885,True,ECvImHcOUVtdbuyxrjCOaseLcePp,240.17,1970-08-31,2006-01-24,4176184570,4806
886,False,IKaPGlWGGfRGsWpcohwHZbUENyTHDoEqwxeMDTHVlOSjkUCWVIHsiSqxZBgYtmldAUDiGyItwgHreadQXuGsjKz,753.23,1994-04-04,2019-11-22,0478317232,2409
887,True,MnNxdndSovopKSWOOsonL,415.81,2006-05-11,2020-02-10,1476468525,863
888,True,wbdyykLNrUoMtoDItnDwkFVQjvDknUOptwxGpnpcOLnITJmlMZJpfNNFLUfS,842.92,1975-07-05,2023-06-12,1088844271,4966
889,True,YkFxpMJIGvybnxJULPbawjsrhFZrJsLCzaMYQILM,390.92,1954-07-19,1993-03-31,5372070397,2039
890,False,PiMMdAOqibOYTpaqVQjeaMIPjSzErBNHTCaiLILnKEtxwbXGyojGsPdZuWemdIAYCauXfka,370.09,1990-07-17,2018-06-01,0498019488,1520
891,False,qrvmZuCtaXlnvNumJFFmJugAiLuVpbXIKQpdQfFBQgvrOBnJXWRSzkKMOtBcfCzjkYCTdqPgNRZfUoiFavc,42.06,1977-10-14,1989-04-30,3516187695,128
892,False,QEhgixXXrfGP,762.44,2002-08-01,2013-06-24,8636126866,2189
893,True,EVlEpPWWkVVhNGcEgODVHNHCWYRurMWZRdfWxZWyJgdFAIS,40.76,1981-05-27,1986-09-19,3300927061,1684
894,False,tDSILyeucUVgKxydxYCRNqvZQXqtbqUuJAThxFWwADuPAbuLncJhtmVtAUqtKJxfRaLrA,321.85,1996-04-18,2011-02-21,5026755634,93
895,True,ksVzkEEBWamPXIUSqVTY,813.49,1968-08-11,1979-06-05,4718857295,657
896,True,pzAwdxAyDliChHYVeyvslrOzgQiGvHkvOVuAOdEgkYtkJRDyOMhlioxorEmuQfDUEgJcLcqMyQvQTiQYE,40.53,2017-05-28,2021-01-28,6543318615,1816
897,False,lYUPPBscnCRizJ,43.19,1996-07-10,2013-10-12,6612277646,2157
898,True,IXUCPmculUrmpfvKgmwj,722.43,1960-09-10,2018-10-25,4658125939,4016
899,False,RKZPXdPmjsTznoIeEVHKeLNrmYiPmUQjlfTOMGXcXKIbzNHoFSfZTbMqYkyFtWoCuSfJzwPHsSRsnKTBZlfcovuiDbmMtHOXgr,276.89,1990-05-22,2022-06-02,8685689378,4887
900,True,YFYocMEBKTsZvcJTGhSYaEMoUIUHWVlgDiPjwNOyGpuuAfStmTeNmAAGryKKvFFJZAonkgVqGdUlWotVYXtyTXkcIjko,205.28,1972-05-23,1979-06-05,3300342161,4506
901,False,aLygBlfuJgLosmgTLdIjOSXtMUbownJvctNlhullDsLzbtcefdlLOssoFHOdKYFXyM,274.12,1975-08-31,1988-09-06,6782892242,310
902,False,pNhPLeCSoXRGGGNpZlLoPTlQkBgZeMLdevplBuwwZNiPlzpwPMVqYPWwzHERbFdjNVHclnFBjhnulZcxIdXArmJftMOFcVmtuCy,679.76,1972-02-11,2015-03-18,1469182288,1664
903,False,RUgoFJaWIjqzplmonGQLwYuVVGZjiIniIXGQAUWKTlCGFGoKooNmcshutniqDklIDORPCUfVgwfCuevi,330.62,2005-12-08,2011-01-12,1304338413,3789
904,False,ymQtGAcqSHnonXFDIDyZEZLnbcNWsMoiaBCkuvSqYezKWvwdgflpMgHAsC,362.47,1990-08-17,2020-09-04,3724166702,3280
905,True,TsDwXPeXfnujXkUlzlyDKLNUotyxNaAtvPXU,542.84,2004-04-04,2016-07-25,4840925929,4217
906,True,CrnvhoGkjuScNrtWCLIcuszvWEXHqGtZmaTYKOgUHXwmbnwgQnYbusXAxMeBdXlzSqfTRzJKTyzrmDeosjmZJ,396.61,1953-02-09,1984-06-09,1945984432,4787
907,True,NLyTeVjwLsJARflfOSjZzgalDeDfXHsGsCSCgFvvwolAIavvvmvlThaYNxbrvFiHqYzXR,818.18,2014-03-22,2016-02-19,4937953472,4690
908,False,XsuJSwcpXiDpQZwLKbPkDeLQBAdpTJFWdcSUFJadJdTdmAMduqCJQrNPnCyxRwpKVOSHKKNiQotIMLQTTMGjehslh,265.79,2015-02-09,2017-09-02,8317093430,3665
909,True,BxOhMlkJPMhLqsSHZzIyVlSvjQGixrWXeTyyVNdcGSMLkHimzryDkuTWCYCLWaNrnmymlxfnHfBfcwjRPwbCvaNLw,156.8,2005-04-08,2023-06-29,5425339396,236
910,True,ezWXrPzDDLNbfhDdLjHyatALCNVtJwkGgbBWwmavXLjWXifXfrduElOvA,925.54,1990-10-04,2009-02-10,1394315383,786
911,False,aYFrGUcQiaeJUeGLxUphxEOgPzlANrnwraGEuzPDknKzpWT,954.89,1990-05-16,2009-03-17,9294086274,1267
912,False,ztEApxFViaBhfmkzGYGWAYWvfNinIeDEj,814.32,2017-12-10,2018-08-01,0402614533,1540
913,True,DygkQXJWIKkHOZUKVMLKcEnHVLyxBQsbVTohjVkrRoydfahnpGwwoLvzqgQFXUGyXcEPXbHjoHwSDh,674.72,2018-04-10,2018-11-02,4891305214,4427
914,True,rqEuoJTiOUOHdSaL,602.31,1994-12-23,2000-01-04,6373227303,1599
915,False,JXZXOanBpWkxfJFHTYkkwiNRndygRtCDWqNoydp,935.18,1964-06-15,2012-02-13,0851261975,873
916,False,ZIHglgfQaqNyWpeNLfnJmBdkRtVzewQGtJfUBtiUhGLyeFDUlUXiUMzyCPXSqdjDLJPprPwSYtjhyuXRxTKwQq,231.32,1978-02-26,1988-05-16,6340491744,1773
917,True,nFDiOTTufHoFIyFWJkUrIGYwVtuDKNFlYYOOmiabiONlpO,498.97,1992-10-09,2016-08-27,9275999385,104
918,True,SrxkuVLSBzUEDyYApYGgOoPiHDEIJTW,397.67,2009-09-20,2019-02-15,9066178257,2649
919,True,WMWKlnPmNKkwUvttoHzxyEFtKxVPTkxavCXVzP,263.58,1999-11-25,2011-01-03,3279136298,4546
920,True,UOXxosNQHacmkQIvqpoVoYSTwrLdWrRCTkgqOppWaxyAKImfkfEzq,984.0,1950-12-25,1963-03-20,0408448418,1646
921,True,TvaBJjzPsMgRHttXbQSKAyLRCzGqdAZytHdyYtInrtCEkLtUOolPZgtYNusSTTJZeGSbBEeax,390.4,1968-05-18,2012-06-10,2534566022,2285
922,False,PoTOTqcPYOAK,636.86,2010-08-28,2021-06-01,7225033543,4537
923,False,JcPAfuLQeBaEjaETlIU,823.44,1972-08-04,2016-01-11,9608409229,3627
924,False,TPZNyLEDrXKSqYPuWrxyunoapRTisCYmYpYswDvWhZuyVbBAQxOUevhmRFtfZmguZgGJBLyQwMHbLFAUyTTXvjHHpdcpBkzBKEd,909.81,2003-03-19,2006-08-21,0920873839,1728
925,True,AXjFWixBzaGCjKRKmd,52.91,2011-04-07,2014-05-14,6290739260,827
926,True,neZZgnXfipNdpZudCNBmJGeLYBsfzCRQsAQNfiaMplnxZtju,578.66,1997-11-22,2013-01-19,9153295047,2295
927,True,SPtdBAhaxphPFRWjHBglwJvKuIEISIBWYGaScETYOQLNnMaQJnSQQFOXfigFjWIezPdSNZaFmymcyovFmbaBcQsmHRwfkUsSg,927.7,2004-07-29,2011-04-28,1094384556,2630
928,False,cbgDLGtXvoLTRwYiqqNnGuMNnJwsbgPtazYDE,394.2,1989-05-24,2006-08-18,3405738212,1879
929,True,kpTiMuxemN,700.95,2011-11-10,2012-01-02,0281041410,1817
930,True,KEMZhLIsmSnjaZnfdHktroiypEzqlQVOChKieDavatSvPjerJbPqvJg,720.36,2008-06-08,2009-05-06,8273854400,2589
931,False,cJnZVCPqcAClWYLFGxrMKAixLBFEXuUrwFmevBjPgFbVHlHQOzhLpHtHUkfjqKCOzWoeqKP,928.17,1976-06-27,2016-10-04,6306309934,2703
932,False,eAbJvkDGpRergleugdUHQ,628.6,1958-11-18,1965-11-07,9743845770,2835
933,True,AujMQhTpzueSHIwRARQDzPwbPXVRNcFAikOFDtaoMKkfIEcUgCxkVkeLzYJoZAHEYVDoJwdRSEGk,690.99,2010-09-07,2019-05-15,2999920345,375
934,False,RyFbHGilRWNxomfTyRQIgNJJBaiDbGDuggizffPfyZNnZtxuBUsppxegrgJeJsoNYqlZJglYIPJ,1.79,1968-04-08,2003-01-21,9535584538,1525
935,True,GxZOhOJjenBLcfccMaWssiDRAEHUyAYlZtENQlqgfdyipaCRsJQlycbgloVLEamB,641.45,2009-12-03,2011-11-14,4514694512,165
936,True,AfJwvUjGvkyhhqujKnWZcWfKRSoxKJNeFSVEJRJjMTgEddKrcSzmvQLkaeDeTGSxECLsUhmadOHI,814.95,2008-07-01,2018-07-19,3297029549,4434
937,False,pwkTkJFASbovKdJHMTzSOpwZDHvkFWhbUevpsBTXYsCjWlrPmsFVKeujsbcnKpsakksSJgotJEuouioTCzGDrDeWVGUtZyCVhIpd,758.11,1962-07-10,1965-02-11,1563577849,4893
938,True,CsrDzQjyyTGTgg,788.19,1951-10-29,2004-02-26,7995127184,4161
939,False,OHHRFsIBEClgomMRheaCRBnvmDRNIwLfzravKvEtNfY,413.64,1978-11-28,2015-07-13,0916495080,5000
940,True,XoKAwFuBqipUuAdwoIMjQfoteKKivKnbZeaZZoLWOiDxKlUmFNQnzPWcXVMlUPrqDxNnrHEEOMWbR,225.4,1996-01-23,2010-12-26,8611909739,974
941,True,nYTstmQMwFCMxeFpdlEzcYfNtPuBPQXQLLykOaExsXFVZLOGEzJcXVcguoDutGmalFRnRqueWDGPlb,212.23,1952-03-20,1993-06-09,9400696207,3058
942,True,lUGRnpXpXWyLytCqIcJmCUGSiTIgxZqvqlkqVgPiBAWdwJjdBmvvXRyUfZmrVWyrJubUQpAbef,23.78,2005-01-20,2011-08-13,7660628356,832
943,False,FoZqBTTwrdLArlexywovltoO,854.1,2007-06-29,2021-08-20,7604210497,3729
944,True,wfyJNiEFKKPNohaFnXvuXVbBTngqaLOusdaOkbgbfeTKonKjKsaFvVaKEaRleqvCYqFuTxuRK,497.69,1980-10-20,1995-06-24,5500862856,2005
945,False,qDqxwjoRjxErPqmKsNwdCQJaOdkKsAUdPAQwSKAphuohjEoZogcYtMOoTZrIRcsaEQmkk,926.86,1982-07-25,2021-03-29,4601776492,869
946,True,kGSinaHDcEAjjZwJIrtpDeVEciCCBWVCcbIYBTFwsjEXWHAvSuCJcuTiJPwo,542.47,1950-11-12,1999-04-22,6816231243,3333
947,False,jlityrrafjmi,442.35,1961-02-17,1995-06-08,4601761905,2459
948,True,YnrczSgSAGMuikrQBtWfoTGMfBKrBaOYoUfUQrrqK,295.45,1987-02-14,2020-02-10,0099135880,3365
949,True,BETaRIFgEFAwqYEnHUKVfOctQzQcDvoCqfxQiUUIdfQacLMwbvDrxLULCaxIxIDRuehV,63.66,1990-09-05,1993-09-14,2532220499,4601
950,False,EELKTVfexAvLXxBevXMrKABrKslsUrsezMyzWBMAueniGgUePFHZnMwEKwZwheQOMqLDyUpTwGLJpPUIlCfwrGaE,970.92,1996-09-18,2011-04-12,2574470550,4668
951,False,kaPqvTVzoTJANoTeQCNxLZFNbIjRrtQRSoLWiXhHn,547.92,1993-07-29,2002-03-13,9638816219,753
952,True,DSReSmsLXgFNiITxhwY,328.31,1997-03-18,2013-04-25,1921252376,54
953,False,uQGrXoRMXflSOpyMFLErbbFCIdMRzbvziElhMwxBWaeLIksDennwkqhWlYfYAgVxWHUYNefLBSqTGuSvGye,749.93,1985-09-04,1998-05-30,8541306430,3114
954,False,GhHsxLfKRVjpAGAFuPLLlvDZiqXtCvvmJwHSpBCycH,868.35,2003-11-25,2006-12-13,6877530518,2918
955,False,GgjmwtQZLGilcHVFVBmGgSduWJX,39.22,2016-10-17,2023-07-05,3266723181,4595
956,True,GTtlvulQwfjQFALvhxOfKIdQEGgzaGpUNJoOsKvXbGVItOecTmgm,912.07,2019-10-01,2021-03-16,2356090708,1664
957,False,NqgFtnNqOngxwfIXZeDlhpXnjEiGluUVZywUsIldKwgFUcrLApCDrrbEIYpbUbujLJvDYfomxTiiFUsPKQfExzFn,201.03,2008-10-01,2019-06-19,4788818653,678
958,False,NqRpSslwiBIeizAQIVAbKdLxcbesmTUod,994.09,1993-04-19,2005-03-01,3410360759,666
959,True,RfCJkYLDcUuUksOrGfPdyMxewRLdqiwaXDfiEhKuKKXTccjTUbPRkkhV,420.32,2008-08-27,2009-05-27,9809633635,164
960,False,McVFiZdAZyHYboLIHLBHoSCAvJveowWDegArKqKHGvCByoACMdizmgGSOtIYk,254.13,1950-08-28,1998-01-31,9305917372,15
961,False,pxtLWPUUeTnSKhrBkdmRIABbyYgIzRKSEnmVGHGmNvHxgHcnHcXCkAQLPtPJnyGEmDILce,435.14,2010-05-03,2023-03-21,4982341561,741
962,False,jucbIUeEFRIGWkznJQaZfJhILVuywzKwjRMcJyxMVwibTcJwscibTiqdObqHxW,982.01,1964-07-03,1968-11-29,6381076128,3264
963,True,qmZReIxLndlhZZuUcmSBSreS,553.31,2019-04-28,2022-07-03,9929392989,4573
964,True,ZDxTRvWqcJhRGiGLVkSDyLYyAPNxLSJzlqNXQerpYzzhvieySIwVzkoytfMnKyM,690.14,2016-06-06,2023-03-04,9578831347,2538
965,True,SQtucXcgsequVPtoVcZAmhzmdcvPlIDYewbiEJpFMrqqfXQMssYrMHXgoFxAXXqTkpDFJFgnoqGizfgldNjiY,200.5,1997-10-29,2016-09-19,5267337354,306
966,True,cfQCKRyuPCDhHdFYLXbouSHxeTZFuAPDVdtsCzULPssTJzNMUnFraTMzIpBpyuEcBfVjPkvELjL,413.65,1952-12-13,1992-08-09,9480363727,3080
967,True,CyALEWhLEEBCSShLVtXGhKRUTIQTvvKAHFjWYr,893.97,2012-07-09,2016-10-09,2032555390,2844
968,False,XmCwKqalliVPjXyTtoTKVWGjtyRLMKLgBZydYWTZUiBBwMZJegRiVvzEQqCmIfWhVp,235.83,2004-09-13,2010-01-03,9359411677,3221
969,True,UXvPIHmBIAaIhqhQKurDySIfJnTXYDjQkfdLnQJ,269.61,1988-10-30,1994-01-29,4825897522,1354
970,False,EfIHdHfUWlcbKM,184.27,1977-03-12,1985-09-27,5658246718,1214
971,False,IGEcCBzfNljUDREjGlsjVWXaZiPnYFRmRmtoQrkWOkvHvmhJyYTvhGiMabxCDbBuBnYN,764.29,2019-02-27,2023-06-14,4890528414,1630
972,False,oLfglOLPGNtsYDNLKHSPRYxcIiNIsSQdsyjBcDXQydQkBopuhpDDogQzMBJ,614.2,2018-06-16,2018-08-29,8549944350,1349
973,False,mEdcetTndsnBIdYpZfxlIhPDPujRNpiEYnbBhVSLqZwuJZBZWUOnwkWRkDIjnAJQBsZhbEQNmLvvdLhRGeOpLIGYwTcjSfO,720.98,2013-03-01,2021-10-28,5935630476,901
974,False,fkoPsmjRfAGlswbOykvhYimTWimWMpGYijhBAAZWKCxBZjOXkcanuqSIOuBTeeZXdUuZZBpCQ,890.05,1953-11-21,1997-05-31,3508401823,4809
975,True,hWCdbOWZUAJPVrELvHoMdqqojozDcdgjFpXOKHKQXLpVQU,963.09,1969-04-07,2006-07-25,0583792834,1541
976,False,qOSdAGcRpmMMMsTLyhTEmwaexNYGIBqcbIVlkDCulfScUDWEjHLbuvvLMpTkVgMPkEpYnqrJHomPSewwaoqJQuySNI,289.08,1958-09-06,1981-08-10,8988330082,695
977,False,TTATGrOIeLRMmuJuBJkPgOuqQEIqEiPByoZEMRQXUKvKkfpHgU,559.6,2011-06-01,2012-07-23,8036704245,711
978,True,zqpRqceDwwFkUrtdUEPRPsgfSnRygtbMYaOu,467.7,1956-12-19,1993-01-14,2068064454,3918
979,True,fzOicQrCYqmHKSEfSJgCkAtKIwCnRXAEcePHxQRVKXsqwgRGkkVqbtMTVdngJJofQgkuyXBVTSBLcFf,164.57,1998-08-09,2014-04-11,2118218552,132
980,True,DlBqbvqVeWMFSzjmesjrQKMgPGZHblkuyKcQIphfykDbKFxrGcRvezecBJ,948.94,1983-09-27,2003-09-29,9614544754,4400
981,True,vPzIAJePDwAmtzsIlyVKOYodAHBHnMXMTDDwGgXWYwGgTTgVKJvzNShTdRa,412.58,2003-06-15,2004-05-08,2740855536,4062
982,True,LttGWbMJulhbFcoNUjsZxkgQXodLFVznxduDRaVcemlXQlyOgFzjrptMAmudtcsHkidiLGwooYxbAxZfkmp,390.43,2023-07-10,2023-07-23,9995204479,2298
983,True,iKqmPNFMjzclsCRNeFacbihjlruRRRetkmsfnVlGsVBEaBCqDxujaMjIUY,988.7,1973-01-19,1993-11-22,0941976877,68
984,True,nFLlbSeFIBBPEKXtgNWWRSnqJmhBOInAciEQrvFwpgttQoorAZaDMYTGwoilTNxHrNOOQZKERnQMfVWhXaOHNmSzrxuWMn,634.38,2007-12-24,2016-04-10,4842106181,1689
985,True,rsFlCFGJqdFKnHFEHHhggFRbvnPPjEKYGjxdXTLaFHVGOwSdAKDeAsgiZrTgYILbIHAhlQ,573.0,1976-10-27,1983-05-12,4149261528,116
986,False,fbwrsLIQcdrtFYcZQPlagLrYfEvmztdVhuJCxGskHBhGlJHhzyndQcsDptQxBjvzEbYCZmzIlTECZVwc,386.75,1965-09-25,1991-10-18,7065658780,462
987,True,OZTNBBBceWmVegzaVQsTVGMsamtukAUM,564.82,1974-06-20,1978-07-24,3151200733,3386
988,False,rdXvpvVcyyJYzWBxwVwNAEnNsLVHfXQaCuXEDLdgxOhwEZBdmTSs,738.96,2013-11-10,2021-04-07,8251213227,2722
989,False,OytaSAuOcUuIVFjOCc,873.03,1992-05-17,1996-11-19,9349895157,852
990,True,TQpejilBgvrzOmURJXuqsqIzCBeJGOJgPaXYjtwPEhZgIXlTrZiqGgAPsMweniBGeYNPopDaLqUCxLnMnXGBAGJdodsalANRxJhh,96.5,1962-07-26,1964-07-17,2370821082,2574
991,False,PqgOrRoJyVXtdoPsacQhzsGscVgFHWBmQgpNyxgsCzFRMUITwevDRyZbPVTnEfSOacO,16.65,1981-08-20,2016-05-06,3609629717,547
992,False,kecKEWGDJjuwQyMGYGNCZCBCZrHYCbsLLlwtxfDJajdQRTxtjEdLFhuXVtKOOEioSEzWGtZgmJkREcfyPODFK,613.59,1984-01-27,2009-12-30,8494393136,1098
993,False,cnQyRUCsmdxvDPRyGLVzfS,793.0,2008-09-11,2008-11-20,2861277516,3689
994,False,zrCAulSpLiCzrgCFBYrFU,127.76,1990-09-23,2012-08-02,5419040761,4955
995,False,LgJPwOikBvZWpfELEWAAdNEXoIXMyMtuqMcVJbTNTdsrrqTHCmjRAtPPiWtBMwlSaIoohZtaPIIs,775.12,2018-12-25,2022-01-31,9548509493,2536
996,True,ChXTuaqGWGpIgVyhyqdWdbPoytIquyXhdODwmycWwWSyBZQBOmkRvvUQMOmReZzMrpEavOgGQEhAmGdmlxLWi,288.65,1972-12-18,2012-01-03,2887581671,1117
