SCORE,EXPLANATION,START_DATE,END_DATE,GUEST_ID,RID,SCORED_DATE
0,GcVJdrIcjHOh,1961-06-23,1988-08-07,6141967475,4802,1989-09-05
1,iZbKXKfCFwVTTSQIGgJdsmhgcjSDdIXOvFeGAahAp,1991-05-27,2004-03-05,7906117470,3918,2016-06-18
1,ChMxYtEvdypgnCvqmACVrBjosnuclJTQHwRlLNGoQZIYABjeEatMBTxNbhZQfmJvOmarCjcvLYKOGCKZF,1974-04-23,1995-10-03,8118158059,332,2009-10-02
3,nDGlEofuukKvTSJyRjFsXoZQjKcIgpeQoJVWZnJlESAenazjVPEfJAWZOaLtvZidUSfXOtbEH,2011-05-27,2023-04-25,8327275155,365,2023-04-28
4,qRtCrfGcnoh,1993-04-03,2000-05-05,8326622417,69,2022-02-28
3,MNnjrjEPAKaqBNlApTmxPkToIWHjaVDn,2011-03-07,2017-08-09,6986683021,2507,2019-09-20
3,hMuZxMiFnDHeZDWINQxWwzclWZjUWvGzKuxmQjyRMejfSbKLXtYenDsyRrdwofZyPcGEXncBOKKCwxVFPokXFuFoKCX,1970-08-09,2001-06-22,9838106315,4254,2004-02-24
3,qBHWqKnxGtBha,1964-12-11,1995-09-27,2377509155,561,2002-05-04
5,viKxYZgozWqNGAEluliEv,1992-07-16,2016-08-20,5826564404,1306,2020-12-04
2,kAygnirsATyAEuHIrVksBVhdWrTgMNiCqLCOZgxYBRtJcngslzsnMPQnjNGyzI,1982-07-25,2012-06-27,3636610289,821,2020-06-29
4,MPhJUFDnPqcrnbvKyEYKwihuA,1977-08-20,2022-09-16,5458899641,2360,2023-01-17
5,YMfSFcAusFSlUNbRHQgPWDBUFsWcbFoiMCkLSF,1973-08-26,2006-01-12,3239816187,4585,2009-04-04
1,McmQKNbUGETlMZQlHTCnKqUcCQFOUneINAkHwvDLBJqyWPVZrdTAvACFdEVtzlXtyoAhabhKD,2023-01-08,2023-06-26,7606515108,1954,2023-07-03
1,ohWgOXgUQASDcaRZABtoeDethgEKGPJHUpnBIXKcJaSjbYCZtPxbmgEaZiiPmUCegETuCpfetAoXA,2000-01-13,2023-01-17,4039043569,4108,2023-02-23
2,sqEHuMACuqyCwcCzoayzchNyYCXHozccmJtRa,2008-03-14,2014-07-04,6097560135,3883,2021-01-22
0,PASsuFvkZsgySKViJUmGgNXendathnIrJdudzZWiZyCGHJGakDFHVDakKxpzHtxaxsGAnXWZWOoaJ,1985-02-22,2012-06-11,4235209848,1944,2019-12-15
1,DRQgIhZZamdfwJVGrXqCqDiCFZZzIDKVkQykbLupxSeXCujEJVwVYGYhCTSRBPLkJeLYqtIJkIrLT,1978-10-20,2012-02-28,5517170020,877,2021-06-12
1,NrKwzlsUkkjfzDRYdGI,2004-06-17,2015-04-05,9614378332,1698,2016-03-01
5,JxkveSkNRaeHqnlqtmyvVEOkSuSzZeXLKTevDNJPfieWHgP,2012-12-10,2019-03-01,4186166695,4663,2022-09-20
4,cxWYWmfqxiOzkPumpUWmAiOiqKxVhKadf,1958-08-02,2017-04-23,3336850994,2794,2018-12-15
3,cTkoQntevzSoVtaDeGNOlqaiKUINaRRIuLJYvRmOw,1957-07-25,1988-10-25,3532220208,4351,1996-04-29
3,MmpqybYXwKUAKLDkDWFgSkcXmBIClOlDmlSMxYPXAGmvwXNHVFfcjAOdvEOdZLJY,2010-08-09,2012-10-10,1606415172,1536,2022-12-20
2,zLmlawpTaEGGLqcSMPlHTJcsZbSjGXOwFvfvbFdqYpzRkirLUfiVbrShVmFlgjPTnHliYhxZrRqvn,1993-02-22,1995-05-25,9898897494,3501,2004-02-26
5,xCfAXZYbwwwFglkTwIJRmIzLEhJiFdgzfXIlCKNYLfopkDkHHHWjGTGxwkdPOIncwwudRGKagzfYoIrgrqEmyAM,1952-02-07,1965-03-31,7912133694,4526,2018-10-24
5,IDzVVFoNGLHOKkOdEzIjrsqZerdpcifGAOPjvqugVxtwhwZTBvwiNVySWfYdVoMkdhMShMXWnpRdatbdnPhsZqOUziPvyRt,1954-03-27,1957-09-22,5326810657,1245,1967-06-28
3,zxfCLiENiKFXBAzbTTQznirSzylycduQcGTLbGKOxszFkyNvCCaeQEOumMtrAvhgfEsDPwxaFgsqtgAvDkePfvrDLOXuH,1993-06-07,1996-05-23,5393201367,4266,2002-04-07
0,vQKRUKzaYrQSvdzJqGzobQbVda,1988-12-23,1990-09-16,9674913673,2979,1999-04-28
3,loqfrsPJUkCPTTFUHwJGvtvWBLvUpznb,2007-01-02,2018-02-25,5938515996,4969,2019-07-03
0,TZVjnvBZbcPkzNhweetiyDxNDJQVgo,1967-06-20,1990-08-21,2285944774,4400,2019-08-26
5,wCssWCWaHukOFcSzwTmFoOqZRRDmGfTOPVCTCognzyoSNReHboAnPADIjBvprqRGlimqNsbWPTHoZarGWsOAnsztUuujYUxETwRd,1956-04-28,1998-11-20,5268023839,4606,2001-10-05
1,StKtShpXoC,1954-02-12,1981-12-28,7967277580,867,1990-10-07
4,EfFSrrWnicqyuNGBcBGioQBvEzqVeSMGVOxEpaofwjKaMEAcaAFuKQQtwvWmjtRByPJrZFviBSCKZvsZgZB,2016-03-04,2016-03-15,8342597619,4705,2016-04-06
3,xezPGeNzVSJIHmVvPVtmuiIApvsQNdkLXPvJqlYvLJ,1987-12-06,2009-12-07,7308592496,3993,2014-06-08
1,yjpJHJEpNQPNnfsuKQMSHaMwefUnIVGargitvLXGNUuzGDVyHIuKORQpreVvZYPiTUgzBfKcSKGLEH,2005-05-25,2006-02-18,7396767510,3299,2020-04-24
1,AMUihsRIErrefVxgMZrxFEWCmzkTohUKAUTwmwTjsAkyKmziVXkQRYvDpNfBvB,2017-10-29,2020-03-21,8152795380,3938,2020-11-14
2,WVfRFVgKfapwjhtvUBxUxairWXqtLMlgxurlIDBELswPQwRlkwJzalQmn,1979-04-04,2000-08-05,5408124328,1412,2007-07-19
3,NZoHQaLfyTnyeiWKCyWIcGUlzI,2012-09-10,2018-11-11,5439128013,575,2021-08-21
2,PlOZeclHneGnPIsQqiikzRaatEKtFzkCIzRTpUCAVpqmxIImkZEvjMdQkBgIxRQbInWNuXYLnHI,1990-03-24,1992-07-13,4764335065,1602,2013-11-17
4,uhsBpBnxzu,2012-08-08,2013-02-01,0147828305,4731,2019-08-31
2,wrqjpoUMudGyfWmiOJfmDQkTeIiEOTzYJLedXEMKhAUxHJtstlAhxPoghykssnVRnDvoRySgcLnnLVhEuPwgBbjXsaRkoJjH,1963-08-01,2005-03-28,4647447709,4076,2009-08-20
1,CJUCIqYlUSbBbMIQlDI,1976-07-27,1989-04-26,8332640375,2929,2019-06-03
5,JsfQUASUeMwlUqwDnRjpIriToGxy,1956-07-16,1973-12-07,4654673804,2753,1977-08-12
1,WFoewFGayELwGuSUeHnmmyRfhWiZLuCIlehwiMTHyudsLpyXQGPkQOchllUeZkNdKGsmWvxCWfRDd,1960-02-17,1970-07-08,6873789807,3366,1972-03-23
1,FmlOkYkBkWWeTtTDXK,1982-01-14,1998-01-03,0627446057,2413,2004-11-26
4,NNoDKvmftfdewnoqIZqMAUjLozlDkjddvNlythIkPjisDKSVLVGHnfZOSeJGVcCRdcQGOhaVK,1989-06-24,2016-09-16,7505933698,805,2021-09-01
2,BJAXVQXWPYfZoUqmgrBRdcHgpsWBtPLjkEaRSybjvWBNESvSELKfBPybleyngQOCTqrXnt,2007-05-24,2008-08-14,9135791724,3650,2012-11-09
1,wuOgDejCmddLTeHHtQKyGlKEUiyLxXCObiukmzhnQWTEwURwnGFpHZgRxPZWAlfOHsbxhmLnuiDTgnUhNsdkFnaTc,1975-08-01,1997-01-04,0072341831,3812,2021-02-22
0,fRbrAuuEwjbIOIdbZyPMFoHWPvvuuDXhscOEkXUDjxMdEkwWUrmgcfOarirySDZjWPcSjcbmCw,2016-02-06,2020-04-29,9242616959,4563,2020-09-13
5,OOQiirUoZtbOBSEXvdoqtnnMSSQsyHUwSIljafXtkZuyIUFNGNLfKEwEDXCjgZbwgYIhEqgGRXnpDDofOdLoBaWBfOnPFFIwxK,2009-08-10,2018-10-09,0064736554,339,2020-10-02
5,dIRqZvcrepLdLaqnPESoxbOXwURprgdUIUMADKhlsoHSrJchpEiTxtmWRELmJxDxpDtpatelRhYqtjVJ,1986-11-17,2014-05-13,7661693970,4933,2018-09-29
3,zzQbEmYlJekblLQzWZwlYuViOoDCNHHPENWFLQrglrFSvfSHOHsVbvMjBbdsOeNwYsBnlxuXfoiinqIOguBmI,1988-04-02,2019-07-25,7704529505,2211,2023-01-30
2,HmRCdyQSVVuylioKwknlYVEzYqxEivgfvDJcdxSlyawSiWyvdeo,1969-12-29,1999-07-12,2247749688,2238,2021-01-14
0,kHVqKLHNHcxecNyljhXhOuHloGEvlbrtRnbYTiPjXDBpexHmLSsuJ,1950-04-08,1982-08-21,1971331986,1576,2000-11-10
0,OqkteeGeSyBouKzbdHqlTjGAevFBMOgVljoOzqWJtoJCFPxiJFzavjqYGUgLkWVrxJujvCRvCTqFuARcoLtlinHXgFBkccrIyT,1956-09-19,1996-09-05,1005727565,2061,2018-02-07
0,iSxJibzLBwLtVTDDUeGHJkvEosuioRluzkTbRYahxddKwSKmGCbudf,1975-08-31,1987-03-23,4089489984,1996,1998-03-28
4,kkVqMvXbstOhojFtfrOPBOiQFTUNQ,2013-05-18,2017-06-26,8996427499,1169,2022-02-14
4,mcYMReHyJqrVqEtxvRxmCSRpFlwADgPlYRvqGSPqYcWCBGAyvyRWdWoUfGXPLxhcgWnFLfkJ,1951-10-28,1984-03-19,1024540871,3330,1997-12-17
1,oDxLGkuorwkXFRmQiOcblUQBgTvFScCtbJGUNMSUyllBIHxxZfnUTzUW,1991-09-07,2016-03-27,5519199560,2482,2021-03-24
3,dRpfGLoxIhcUVKkaNEEgHvbvTViMXCkNveiibO,1966-12-03,2007-06-15,7702243486,3075,2015-08-29
0,svNnVAspUWwvJtabLMZqtIolfhoEjrBwY,1981-08-08,2023-06-16,1387757014,1337,2023-06-29
5,iLSoQqregPZ,1966-07-10,1982-01-03,1773031180,1744,2014-07-26
5,zugSPHcmPvWyjcUaVZrBHxrNWHzw,1968-06-01,1985-07-24,9163602814,4696,1994-05-09
3,KehyoZYYlSIAXucigHVxcTtvIENdpQBDuizkjayndkYoZmuIkBEvFZZDqTHGYeVIavVgWzVoNSjvLRTjYhqtOBRZI,1978-02-28,1993-04-10,4241359199,2370,2014-02-01
4,BWWJSsfwRDPQZFwFMjcHCbQEFDlvrCzzkHQZxhvyHOxmcEIlWPXLoQcnJxNQukgjNYZPqYK,2010-12-22,2019-10-11,1568386810,4619,2022-10-17
2,tnMHPbLPjBeTmssKyISqAojTGZaeCoShTWwazFCByyigvmisIQlwrhSBzGUNjsxdOCovvaVnmPOjvJo,1991-12-08,2004-03-15,5482834447,708,2006-10-05
3,AUyLawFPibxGTUsDULSZYsJlXrEfvMXtnxHYBWTOXOavmEuLQoIZLPShhgQwfHxrTEJcpWrOtDwCHirrrKHAIYxwEyBbdjL,1964-04-17,1982-03-04,7813959875,1268,2022-02-06
5,lWaemaAZmsYCOXhMKFdXnJsTqUiwPOZEVnoOYwfHrKDmSJIoTPz,1966-04-27,2006-04-27,5288469499,1213,2013-02-25
3,sKuYZPhqcohWzaikVfWKFXzALLabXCSFGuKNXGBWDSZaSAoEwPZlKTzJduvEmkEIoGdZ,1978-06-26,2007-12-02,3891191960,1759,2011-08-08
1,kGhSleFbIwywGOfWRmixxxCTYVPcqyPWUlZh,1984-12-23,2009-04-26,2868082959,3886,2016-07-11
1,mnxwbMsQjlvpZCSzZCao,1964-06-21,2021-07-07,0523440034,3907,2022-08-03
4,UwmxiZNavpCNrJuwSWhEyt,1958-04-10,2015-11-27,3307798824,2673,2016-09-21
4,JGuMzfqdvCdYJihRuWzMbukEUGdtmiLk,1982-09-23,1999-05-25,0930659856,1436,2010-03-05
2,pHaJroGVgClJslUrOKKtTvFAxBCBFhtLeGEGpslfgYkLYzxnUtUOlYtOkpBaFxiBva,1998-05-15,2009-12-21,2406145039,3217,2022-01-22
3,tBZalpsppWlrXefhzyatqNLAWUQcRRkzTOA,1959-11-26,1992-10-20,4347988683,303,2003-06-05
0,kOgUISTDgpIueaggPzhYoOSkBnYBGexCPDPZumCCkLsHwJxCoDCBHTtJZAs,1968-05-23,2005-01-24,7614339778,4044,2023-04-25
4,KquScqMHll,1963-01-29,1994-05-11,9302179853,815,2022-04-13
3,DWBcbhAjnxwntlegdIrPyXWfwTUMkalGrvULCCdclltWOJiNYrBQaicoTMNJfmqkXTcCmrQe,2009-04-18,2022-07-25,7602371939,2130,2022-12-08
3,pOAbfFBNNylSoCmy,1998-10-31,2019-02-12,6513182975,1277,2020-06-08
2,oLcJoUMnNzFtCPxmxjUxskmNkvZIFkyTBxOAqtt,2019-08-15,2022-06-07,7808232378,3172,2022-09-18
2,sOjamZdnNU,2006-08-23,2022-06-22,2037522714,4798,2022-11-17
5,xgOzqAiyQxllNxthXhiRUGtuxYCiOVdxg,1961-10-15,1996-05-04,2227809844,4519,2005-01-11
1,CqXCXiHWOtIhgHVMNihMeFXQaFXFdfmffJdtTCzfaYzYVSPcSiXwvsNBpwtxOo,1959-03-16,2012-03-02,9526632116,3205,2020-12-18
5,WAGXjUwTVXNzbYEDyXtqxTEyDTAapeBCdYyfwpbiigufOP,2023-05-19,2023-07-11,6373227303,2449,2023-07-13
3,bfsDBZJolCuKoZt,1998-12-21,2019-08-09,4971337504,4874,2020-10-03
1,DoMCjlNThfHCDGvbOlSXWweatyVCyvgAGmZsLAcoCgZMDtwvKKgutbfrmaeAtqyWeyNphBcDdrVAmPzmqJnyQlgm,1961-04-13,1998-01-31,1186658326,1824,2015-06-16
5,BqTsqQnuNUXEkNiWuQeAtXgxYglmtnshHnlQTXgrvUHTkQjtFErCDbaJRdtPYWPsUSLcjzjoPxckTl,1958-04-18,1983-10-05,6768980784,2645,2009-02-07
0,tyEvIjlluNlSSArQbIKltTftQQXlRyLNnWmCHtVEpGVUDdtbIHwWDARwIMXoRCKnviYlyXMtqsGrDtMVnQYpeCcEBt,1988-06-09,2012-02-13,8885479333,1748,2012-12-08
4,iExtIkgEzrLoygLfhbEVlyJOrdiNHinPSENpQvApIXvuoqETKhttFPpJcbk,2011-06-07,2012-05-31,0810808626,1155,2018-04-09
5,ldTxrRVWdOdKUQkhWwsGCzPQCABbpbnmTVCnZFmRZFwsIAUGVMmILiRjqoYhNgWVmYMSNimHDqcmBrJjpRGfZBzoioPuhpaCrklA,2000-02-28,2019-08-18,2145701745,4642,2023-04-29
1,kYhUmnoHgGhCWfJoWHJjTOWPsmnYfGftiowNHHoYZvPrLYLWWZigydgjxnTqCyQPHgxdgryprujTnJwMWpMOsWpSVkNhCB,1950-12-12,1959-02-27,7614339778,4627,2016-03-28
4,fUFzaLuAdPFKUYFZJdjluBygVhl,1961-07-27,1990-08-14,8888270679,4832,2022-08-18
5,JXWoGNDrgzMEOIknqxntYsVDKDNYafhTu,1998-11-16,2007-05-13,0234863547,4293,2020-10-15
0,MaJAaKygxVYHioFQVlKqQIjicHwGuNONFbaNEkfXDeIEBxUoVklwAiRUKoAfrGmrhJGbYmoiyumsibDJtjfgjdIuaoinz,1959-06-16,1994-04-15,4261136008,1892,1994-10-23
3,inJOVIiWDByclNJfJZXHIHKYkMrAfggHtAFgbofMCGhYUFgWzQDrdnFRPZujwYfismoEqzFJvibN,1981-01-18,2018-01-19,1798240465,3430,2018-09-26
5,cTjsyNxRgnWvYUxifwboDEiNRATJuwBKQZZkmJjgYscBbWrz,2008-05-26,2015-09-30,7214675816,4108,2016-11-06
2,qOeFvoaiJGECTMktdeIveEKiRiEUBqRYCuFsDxYOwxGJqDmqMiWjLp,1961-12-27,1997-12-28,7659808887,3931,2013-06-20
1,GnqJDcjbRVJiwZojRnKNAdmSAwhYadpzSJvuXxfLVZCpmpNTEQrxMFRjtOwJGmKItZDLkyZFDpBXaVpLvDb,2013-07-16,2019-01-03,4463392079,4524,2021-04-23
1,HFDFxFbQxHFmMnGmqlDRIwOdGSiehoyvVb,2013-10-26,2018-02-17,6142270919,4636,2022-05-26
5,ClbhtDSsfngvetjOKsBlotZJnAWyqTMOUMrrECNHtjhfwOlafdkSuBiL,2019-07-27,2023-01-29,4412617990,208,2023-02-14
1,bnvHpDtdCkSoLfixBHxJZJNYXFbHAHmcSanmefQmvRsMHSxbWWggKNFZXWAAcaSdnauiuqJPpkKGglGYQvkXwpUWyxQDZUCXAk,1987-05-21,2023-05-29,1982716093,268,2023-06-25
5,HyAuwxGztLgJmmXnBgFQCRNNNwVleszfxvLSXXGUCzBToUlSSwWJtJILDIVKdQSXiUb,1993-02-17,2022-12-15,0531604280,672,2023-04-28
1,XUmhyGGpEKSyqHqzlfplhxYKKoGuyQ,1953-01-25,1996-10-11,6132944910,2142,2004-09-11
3,MXcXCzImhTKSSvoLIhceQVAbDdZiPNpOgGpCeuHyydjgySPSxhimjcTODUPyWvqomUPChssApgDiuTUpCVGSBSBjghQAVYpS,1969-02-15,2014-10-19,5652192558,2348,2021-07-14
1,pCxZyMtBeLSzWiSHbZetfHTxdXZwHoclUqAmCfAnIyKzQbMYVemtMxrbNadqliiLWupuOrZponQA,1983-09-26,2008-07-02,6672257190,1242,2014-01-04
3,AIddNllPwVIXOjeyYcaZsDyapbWudKYNzczjPswyubfXpdTPlSufezgdmPTJbWFjDnBvbsFetirCixHGNTVvsQcuFwmGjck,1988-09-13,2017-01-20,8779491706,2511,2021-04-24
0,BPAWPWQMlmBREUBQBlmkjeTossDuffJVWXxagqlLAjtXOKyFwOE,2012-02-09,2017-07-25,6474342058,837,2021-10-08
5,OrpbiFjShmvyHgpfuwZsxwUGUlOyfiSUHjUnMSUjanMbpJiXIgRlfSc,1963-03-19,2007-05-16,8786341885,2073,2019-08-04
0,EtHnneRLOSuuuK,2008-07-03,2017-08-05,6239296712,2718,2020-08-04
3,tTdeHSlRUBoxrBTTZZDIvIeiQopc,1976-08-07,2002-03-30,0232062880,2395,2015-07-29
3,KBxeMPubURwPJKSlTKHRErIaCFaRyEIwRnOtWvxCLPRpofHuz,1980-06-26,1983-08-10,5479302391,3166,1987-01-20
1,JtPqWwMuGHjKqT,1992-07-18,1994-11-23,4552325235,90,2003-02-03
5,jnyCDucvuktaGgjgyANmswOItFinPphB,1964-10-10,1997-11-30,0495425665,2927,1999-04-09
1,JtMcYWYCugzyHcanvGAJdGOeeNPwmacxVNolGertDFXgBrA,1956-10-03,1990-03-27,9240120617,1113,2020-02-12
4,IDSPoKNhnMTElvWFYulgAjFTNNSReDIDEgePheClanEceWdAzcZwMERfFslhGEsRecvwlnTGRunt,1980-11-25,1990-01-29,5144639985,3164,2000-07-05
4,VlbalFFsKFggfOcXfjZCnQUwzGleXNiMgtgMPOXQxDWhIGtTsZVzOsh,2000-04-13,2018-08-06,8277704674,2214,2023-04-23
2,RFLOfZJEDgljmZIiPJSfOtoWvDwTTuaoFuQvjKcJHDiutvBHEKBiwgVRiNSxEYLIRIYKDfwlSputSj,1961-04-15,1976-08-07,0341965248,3016,2002-12-26
0,NsVUlEbrSeCoQjZuuWbMWViXFbbQrPxeYTValuiJF,2007-02-16,2015-06-25,3507529347,3152,2021-11-22
1,FiUCCWxVPmchUnZxflaMxrYvHOePoUbsAmSeWfPgpvKAliOpjPoxsXEfHYpzgjqGMpakFvnbCkTQolMYmxKVZ,1963-04-28,2007-11-05,8649960706,4065,2020-04-09
4,BIHdHDnTfzasJstzPgEHzRHaKGNhhwrBRNBZQCwtMmbKqxEWYprLPGmcKuNoXyRDdVrusgYQ,2001-12-10,2022-10-09,3984432229,4709,2023-06-15
5,IEssEMkHsWNLGwLQOZnbuaGjfcPYiYSgzgda,1990-04-27,1992-03-30,2297471261,3288,2013-03-01
5,yOvPNhhCEwqtrrxEfEcTSpRfBqpSDL,1962-05-19,1969-03-26,7616883947,4551,2008-01-15
2,uhyRlkQNUOaHktlIBKAuBEVeZVkNYuxeilBhxquNaiDtWaZfxbekcfP,1980-04-14,1996-12-26,8666809647,631,2005-08-23
2,YXDpYlMgBroViDtuKihbSAMm,2021-09-23,2022-07-06,7052475214,3362,2022-12-15
1,gMNymJCXTeUIdBLPdAOoaTztbPhPKBllHornQFieDiDTYZysBuyvekpsNHwffqoE,1994-07-21,1999-03-10,3893634372,2381,2002-06-19
4,jkoRxQAAgBowWZDlTAxhsYDOG,1962-06-15,1993-10-11,2018756962,3073,1995-10-08
5,yIejPIExezIhIcZApmnDijAybuTSRARObOnaoNUdxirLBLVpZYBgEVLSOzleRZRNIlEk,1995-05-01,2019-11-27,1176646916,2029,2023-06-23
2,RcvHbTpYBkCTGkdTMMgbsDXXALRACvdPnIZURMwkywMYOxYlMmJZEmLODnOAXRhiPkSnTvQzyeLewJLGwakLrhkpzaeMJnlTOGY,1974-08-21,2001-03-21,4334976361,464,2008-10-17
3,yaksRJQvOdZsUlvFQWAFjHgVOssHvkLlfQYLcXGMUqrVkiQyweryMGFHJhyBcmuxUowcoa,1952-06-17,2008-05-29,8032650191,235,2018-05-21
1,exBeLKuwPAgxboWoQMKBOyqrAtmzksAIdwbCpUWuAQOOdsLmXdpPxceCzQGJecAXsLHmqXvFRxHF,1960-02-04,1995-10-17,8809643677,2182,2007-08-01
1,ibQFPNjDRerITPCcoulhTtldLOVHJpOnjLEbqwMNkIDzTIKIwT,1966-11-13,2013-08-25,8898309649,71,2017-09-09
5,KjmDSWrgMdXdUkhgGjSxtLmmSKnAbIFlQYCctwdfADTVdKiEdJUrVkVDhezzkQdQmbnqsLnksQYlZT,2023-06-25,2023-07-19,6847089292,370,2023-07-22
5,SGrcNUUwAccRjsONImGhpnaxqfhEKHOYSJEfjqDLKXONosrASnkWWqGTanBfphvaa,2014-11-22,2015-07-25,9101958832,4104,2023-05-26
4,KGPlhpsNNWBCXJktIuxSnwxyShIIrMGzVF,1953-03-03,1993-03-08,2286250568,4888,2013-05-06
3,VvGcqzPInBmPKpdatgeRGnNPmCbeAAghEGDGSjrxVZARkRUJFYRKWccNLISxTVyIYKghYVJUQoVcndZdRTa,2001-02-04,2010-09-05,6169378731,1152,2014-07-01
5,NEUDmcDZgMSYoyHkEfzxkCdJyKlCFMupjlImfCiPzMjeFbdgLNTLdvGbBIKckzxV,2006-08-05,2010-05-22,1507107368,2831,2017-04-12
5,mQTBxwKVZCJUySzTDaUtGgXPzGCdlvQcVTabKtK,2015-01-24,2021-08-18,6887861926,552,2022-06-02
0,vyuIAWgRGrjoeuWUNneKDfnNZLTJMISiylrp,2007-08-05,2009-11-04,4775943437,1734,2010-11-04
0,YAQIlfWkRigzrXfQrRSDBcGEsOlULWj,1965-11-22,1976-01-27,6481440454,4899,1992-03-19
5,JUxwVYpHlDpRWvHyHalDJHmPMmowCIZtrNfzXLxaVdAnWS,2014-02-18,2016-07-12,4882577580,180,2018-06-11
5,gyxihlzqlToiEbZ,1953-05-21,2019-11-09,4246111217,964,2019-12-08
3,IWnxlvVRsCEQBmplUPsyryMUJmHTZyiVXCKNKelQVL,1969-03-03,1970-03-28,2577988347,4071,2005-10-27
0,MlQwMegysOxqDUpeybrNqsXaqRYzrRFuCwwEYlQyrgQaqAD,1963-04-15,1998-05-20,0792831525,4797,2018-06-05
4,QYKKoEBfvWMom,1959-04-09,1988-09-10,9550614618,4294,2014-09-08
5,muHDuDgVrqLyxpYBDKHYLZkOCUGPFoOlXLIAEuWVkdJTgGNnlGhcmNaZwwxSEUkzmKepq,1997-09-28,2006-02-21,2821506415,4845,2009-07-26
1,aqTImBZviEWijSjrPFdlu,2018-12-14,2021-02-07,5998098131,4164,2023-06-28
3,SJReggxzBSxanGwXtzNcHLjUOsjwEgtmqZDUBBiZPUUEpUPEoWNiBTZvQUVgNetoCywPK,2010-01-27,2015-10-13,1696661239,2756,2022-06-05
0,FOgqIBPNnafPcvpvLEqPaKEAbcyUQLpYqEMcujzlEeHtuHlPLQNCbfSdTd,1987-02-27,2010-01-08,2109552823,2410,2023-01-13
1,XNivSfZBHvggJZqAoxLRbXrmqAqyujkpdMPBug,1967-10-06,1979-02-22,4917345735,1711,1988-08-22
1,cmUJxvPmhhHobkiEnSfLprYAvrYcCNaouYrNVDkzANCHuoIxZSlbhbuzU,1979-07-24,1994-08-02,6600970341,3989,2017-10-22
3,bXadxwgKzgSDkWofqEVxHjtmnwktLLDchmEJkuYVabARfNIYNwxSRBNzdliVhHnFeN,2001-08-16,2019-05-09,8504153259,3277,2020-06-19
1,rdsWTMqKOBtFeWhTeygEneYrInvChKQkkqrjGnSn,1991-04-14,2009-03-14,2410480607,1329,2014-08-12
4,PnhikNOsTYYzwOWJTWgFmmuPCQiKLzvclSXXjDuYdJvpbfEWCU,1981-04-09,2001-05-01,9509433084,3202,2015-02-14
1,BqCFuvRHzjjTZDemfqdQtaRqpzYulLsKODaUbWYaFuaV,2012-12-15,2017-12-25,3321558205,1408,2018-10-22
2,ecTWYaDjto,1964-01-04,1975-08-30,3408920808,4579,2003-02-04
2,qrnMWmuqrapJZtGMCUgBdHnOsDDbiQArzaIebVEHFMntjBgmZvUZ,1972-05-15,1986-07-03,9631132863,457,2009-06-03
0,YpeBoZabvgdpklbXsxZRD,2018-10-18,2021-01-18,1137002464,4845,2023-01-22
1,jJdghoEQiXBfLDHPluaGKrimsmrMZAEmTdquVDPcJrTkJcp,2003-05-06,2021-02-25,5696447299,4928,2022-09-14
1,NsrUiNCpNYzmoxaTcFglvIWDXrDelPcPyJAzhYNHbLhdiMFTNujcROtQNaGOcr,1981-06-11,1986-12-25,0903798247,3099,2014-04-26
4,lnmYfOuqkvcIjKIwiBOpQtsvjktdLduzwPJMXLGPMmoYICQHaLjnTiKcjardzNlSYVXYmULOajLzzjwIblCLfK,1999-03-19,2023-01-04,2760344530,4671,2023-06-03
4,IPYKiCFSMtfrspiLbRslGfPyScuErXZHWKtPqKgjmWmJuwVaxVHPzxFNCEMIKMOGlhEDfVo,1956-07-28,1977-12-25,9882020365,282,2001-05-06
4,qMUWLDCyTbjoNWHJGIt,1994-02-09,2009-08-02,3401009058,1444,2019-09-01
0,RMHdcTZZXuBOGrxxQRhpDtPtPDUaDfZeIFiHnZE,2003-07-20,2019-04-13,3073563031,3349,2022-12-27
1,vaWDiMFSuesUmWSDRiQIwzhlNsecFTQFxIUksVoNVGbf,1998-11-18,2014-12-27,3392478692,4296,2021-04-14
2,ZjGceYnWIqNCZHfUtpNkwVRogOPujNzNctYlRPSjpahXUPxRsGnRyxDzYQjHHBiGfGMqsoANAdPiOTddWNq,2006-08-01,2021-03-31,0389666497,1123,2022-07-18
4,HFyapgPaxRiYRpddCiqsFboBAVGGuTIAjWMhopqUJYRiFFjLArxnesXOfjgyikkCaCepUsSrCGOqKyTauyxTw,2020-10-14,2021-05-31,6955160422,3174,2022-04-17
2,CthMDAOMWSJ,1982-05-29,1986-10-13,6569829822,4190,2018-04-29
3,uyvwtiyjyXrIngEpVeJzdgXuhkJPzMvpzxljqCIfCoKbFiRJyEOhZztMgEYHdhLOXBJtMGzhvIcNvPfO,1972-01-04,1973-12-08,9852411408,3532,2015-05-23
5,KXpeKiRTCATxlGuZYhKxRbJkbUGFCBHPmsesevebaBZAvLebTIgJlKaiGrxmVLKVDMCIRBhouHblIs,1983-11-19,2004-10-14,6806460512,799,2008-10-06
5,CnvGaHmIzjtbnrjXxORhGzTx,1991-04-17,2006-12-12,0300077265,4979,2021-09-16
3,FlEPMXIKLymtUuNloutpGLFbtHQnbWFCthwMhIJqFylJZOTioZUlimnXSepEZMGtHjORFlBEbdfbEHMllbc,1998-09-03,2003-03-11,0241998789,4574,2019-04-20
