PRICE,RENT_STATUS,CANCELATION_PENALTY,START_DATE,END_DATE,GUEST_ID,RID
118.62,Ongoing,29.73,1973-05-06,1976-01-13,8672782675,1805
779.76,Ongoing,707.74,1975-10-20,2007-11-25,4288977802,632
99.35,Completed,59.03,1956-04-27,2017-07-11,0851261975,11
800.9,Ongoing,300.62,2011-09-18,2022-09-26,4314665923,23
829.4,Cancelled,279.63,1967-10-19,2002-03-27,2189789357,3891
716.73,Cancelled,535.2,1951-09-27,2020-10-25,4111886229,3107
705.84,Ongoing,373.35,1995-01-29,2004-04-26,4545042686,1913
487.15,Ongoing,455.74,1961-12-07,1994-03-05,4454404698,4542
476.77,Cancelled,19.96,1995-04-01,1996-04-17,8457656750,3003
306.8,Ongoing,144.74,1965-09-20,2002-01-29,3623710175,3442
856.0,Cancelled,94.31,1982-02-18,2013-01-26,2539388061,281
450.12,Ongoing,159.44,1971-07-13,1998-10-29,2211624650,3287
690.93,Cancelled,218.1,1985-02-16,2018-04-20,2755699843,19
239.76,Completed,113.57,1982-02-02,2002-02-18,7584904839,2462
745.27,Cancelled,48.57,1988-12-13,2006-12-05,5832841534,4629
841.72,Ongoing,364.81,1966-04-27,2006-04-27,5288469499,1213
168.77,Completed,164.68,1990-01-15,1999-01-13,4418954953,2195
713.02,Ongoing,556.71,1960-07-07,1990-01-13,2582217677,770
810.35,Cancelled,121.39,1971-08-27,1993-08-12,7439225459,3585
387.97,Cancelled,144.2,2002-11-03,2020-03-15,7158492176,2787
540.12,Cancelled,377.47,1980-06-30,1989-05-22,9827819615,3643
279.35,Ongoing,219.68,1960-03-28,2004-11-25,7448219073,204
56.43,Cancelled,22.32,1965-04-16,2014-03-31,9878845856,1954
667.94,Completed,17.82,1955-06-02,1992-05-18,6750087730,857
534.66,Cancelled,298.19,1980-11-10,2002-02-26,9352586728,1870
789.15,Cancelled,530.47,1978-07-14,2017-04-11,4247818384,2278
579.65,Ongoing,140.43,1988-10-03,2000-10-31,6206579966,1707
355.64,Cancelled,200.08,1978-08-20,2011-03-10,1566244453,981
53.84,Ongoing,49.64,1998-12-24,2022-07-31,8331090832,4653
419.51,Cancelled,50.86,1991-07-25,1997-05-01,8788745630,2708
381.54,Cancelled,39.54,1973-01-08,1991-08-12,4921519913,1621
257.78,Completed,17.7,2003-06-10,2004-03-21,0108065439,195
192.62,Cancelled,8.64,1979-06-06,2002-05-03,6306309934,2822
101.87,Completed,68.43,1988-03-30,2008-03-11,5879704683,46
312.81,Ongoing,73.66,1957-02-07,2011-08-15,4874093995,3240
919.25,Ongoing,721.96,1979-05-20,2004-11-06,7437987872,213
603.16,Ongoing,86.02,2002-11-04,2004-10-10,0517446858,3003
769.45,Completed,249.4,1985-01-11,2021-10-10,6450831455,4591
831.68,Completed,406.86,1978-05-26,2022-03-12,1263474249,1025
542.25,Completed,408.48,1986-01-22,2023-02-24,9900374713,3867
62.68,Completed,21.19,2012-11-05,2022-11-10,7213335472,3947
210.9,Cancelled,146.39,2003-11-11,2020-07-30,3327636491,3429
513.91,Cancelled,439.39,1961-06-13,2022-05-11,7584904839,2069
71.16,Completed,59.62,1984-08-21,2011-07-13,2200556189,2190
646.98,Ongoing,246.16,2019-08-25,2020-01-14,0500706540,4421
672.96,Ongoing,639.56,1978-02-27,2015-11-28,6868979366,4493
554.78,Cancelled,394.41,1997-08-20,2006-03-20,3492719347,694
792.14,Ongoing,582.16,2019-10-22,2022-10-04,2546263224,627
922.27,Cancelled,258.77,1963-07-08,1999-05-14,6673712392,4652
889.86,Cancelled,832.59,1951-08-16,2009-07-13,7024102238,3679
766.19,Cancelled,366.63,2013-04-02,2019-09-14,6582159854,2612
62.92,Cancelled,10.73,1968-08-31,2012-11-29,6702888571,2639
397.68,Cancelled,76.66,2019-12-02,2022-09-17,1408133494,200
721.21,Cancelled,501.5,1994-09-07,2003-01-04,4524072580,3913
252.52,Cancelled,26.59,1995-02-06,2001-06-19,7667133466,2731
327.59,Ongoing,1.85,1982-10-24,2013-06-15,1046451231,3022
820.05,Completed,75.05,1957-06-20,1983-09-09,2621171865,1113
519.91,Ongoing,463.56,1988-03-14,1999-06-26,0210624260,458
924.87,Ongoing,492.21,1953-01-25,1996-10-11,6132944910,2142
996.87,Ongoing,242.82,1997-08-22,2013-04-12,9800792496,1609
767.67,Ongoing,454.33,1994-06-23,1997-04-05,6435075730,4313
590.48,Cancelled,410.03,2021-09-12,2022-05-15,6943056650,2932
86.75,Cancelled,42.0,1985-06-12,2016-05-31,8855666881,3745
12.0,Ongoing,6.45,1950-06-13,1976-06-23,7912133694,1273
614.92,Ongoing,132.72,1997-10-29,2016-09-19,5267337354,306
383.35,Cancelled,362.74,1975-12-18,2018-09-18,8753457607,681
669.01,Ongoing,11.08,2014-07-02,2022-01-25,9747561331,4813
298.47,Cancelled,81.08,1992-10-11,2013-10-24,0038567659,758
61.91,Cancelled,25.0,2012-03-28,2013-06-26,6110405130,1007
56.06,Ongoing,18.66,1968-01-03,1988-09-21,5295685176,1148
392.63,Cancelled,385.96,1998-05-16,1999-07-12,7998864981,2812
954.08,Cancelled,425.09,1958-04-13,1981-11-14,0866275116,4998
492.98,Completed,136.98,1979-11-07,1981-08-08,3645986030,630
282.48,Cancelled,113.52,1976-10-22,1986-11-17,3202061236,107
558.85,Cancelled,422.63,1971-08-08,2015-11-15,1806147292,2677
732.45,Cancelled,268.67,1988-01-31,2005-10-11,8715510079,3102
103.12,Cancelled,25.62,1950-07-11,1952-04-18,3503274683,518
393.56,Cancelled,217.24,2019-07-09,2021-03-16,3418597310,2925
758.18,Completed,731.84,1961-08-02,1978-07-08,3345680170,739
456.32,Cancelled,340.16,1968-08-11,1979-06-05,4718857295,657
380.52,Cancelled,129.07,1985-04-02,2020-02-15,7213676786,3427
324.74,Cancelled,294.79,1979-06-28,2019-07-07,4547623058,122
345.29,Cancelled,242.18,2018-05-21,2018-11-23,6829368295,54
796.11,Cancelled,506.64,1953-07-02,1963-06-19,4082879770,4181
337.97,Ongoing,259.56,1958-06-30,1961-05-16,1414694451,2270
355.41,Cancelled,309.69,1991-07-11,2007-11-02,0309340286,4383
630.87,Cancelled,26.98,1973-04-17,1988-01-16,7125279273,1471
438.14,Cancelled,193.34,1963-09-09,2011-12-29,7341395736,1828
484.38,Ongoing,137.37,1980-11-28,1993-09-05,6722747413,404
499.14,Cancelled,53.55,1952-03-20,2002-01-08,0519228247,1577
478.71,Cancelled,157.09,1993-07-09,2021-10-25,2452122365,858
19.08,Ongoing,12.16,1977-01-26,2010-10-16,6682589107,3129
241.02,Cancelled,193.96,2017-03-09,2022-05-15,8869652872,2717
40.07,Ongoing,16.47,1960-07-04,2019-02-09,8790859211,2186
65.1,Cancelled,14.8,1989-06-24,2016-09-16,7505933698,805
448.15,Ongoing,377.81,1951-03-17,1955-07-04,6595615908,902
607.96,Ongoing,445.76,2019-04-15,2022-11-06,6750087730,800
85.72,Cancelled,14.7,1981-07-01,1990-02-02,2106938811,2192
654.9,Completed,29.37,1983-09-26,2008-07-02,6672257190,1242
703.78,Cancelled,94.33,1994-11-14,2021-08-26,8407218935,3965
709.27,Cancelled,264.99,1968-06-23,2019-02-25,1836441055,263
590.02,Cancelled,411.24,1986-05-13,2001-03-30,6075809994,934
283.21,Completed,232.81,1982-05-19,2007-05-07,9971488364,1792
771.34,Cancelled,635.08,2016-07-16,2018-08-29,7153350462,4740
712.51,Ongoing,621.43,2018-03-25,2019-08-06,6391428810,3029
671.35,Cancelled,365.62,1953-08-20,1968-08-08,7249743457,1200
233.05,Cancelled,167.96,1982-03-06,1993-02-26,2384732872,1467
197.35,Cancelled,91.58,2023-05-19,2023-06-11,3835534552,1930
968.08,Completed,18.29,1974-06-04,2002-04-24,3494725582,2910
683.21,Completed,511.59,1993-10-21,2010-09-14,6222727939,639
719.4,Completed,462.48,1963-05-27,1991-06-28,8047439613,4193
242.68,Cancelled,180.83,1988-05-27,2022-02-18,8624858197,4490
500.89,Ongoing,188.81,1989-05-04,1998-06-05,2650432635,4080
907.29,Completed,790.64,2020-02-14,2023-03-13,0296181705,239
911.25,Cancelled,882.78,2007-01-13,2021-08-16,4234459235,647
135.7,Ongoing,65.45,1999-07-01,2008-08-05,1774364245,328
431.0,Completed,100.81,1972-12-02,1979-10-07,3334919662,3482
599.6,Cancelled,119.59,1974-03-08,1989-03-26,6143376275,587
718.9,Cancelled,355.64,1978-11-05,2004-10-19,8814564969,574
786.0,Cancelled,716.0,1981-07-08,1990-10-02,3730343265,713
641.17,Ongoing,622.19,1994-11-22,2019-01-03,8117538839,4845
599.93,Ongoing,139.81,1985-03-14,1996-03-24,9530738395,1154
951.54,Completed,925.66,1992-03-19,2018-04-23,6650952453,615
387.14,Cancelled,130.15,1998-02-03,2017-01-09,4758581600,196
309.29,Ongoing,182.69,1979-01-11,1994-02-11,2852863145,3655
803.33,Cancelled,793.9,1999-01-02,2016-01-18,9256789092,2678
170.42,Cancelled,37.38,2015-06-22,2020-04-19,0047887674,835
957.15,Completed,856.99,1987-10-06,2000-03-12,5085489822,1128
326.73,Ongoing,324.91,1984-08-22,2011-08-26,7993891995,255
817.08,Cancelled,303.62,2000-02-24,2012-02-02,8072659599,2762
113.97,Completed,96.39,1967-04-11,1970-01-18,7057227661,2954
904.76,Completed,813.08,1957-12-01,1966-08-23,1293114149,1724
871.47,Ongoing,233.5,2008-12-24,2023-06-28,4149680407,3689
276.25,Ongoing,32.39,1965-03-16,1968-09-28,4584983872,827
479.18,Cancelled,33.48,1988-11-25,2016-09-30,4279914007,1509
996.65,Cancelled,315.42,1987-01-15,2006-12-30,0847587958,601
376.24,Cancelled,181.94,1956-02-16,2010-03-14,6560312995,648
111.38,Ongoing,68.26,1978-03-04,1986-09-27,7017708274,4387
302.55,Cancelled,214.36,1964-11-28,2007-06-09,3949995985,1031
460.82,Cancelled,119.1,1992-07-16,2016-08-20,5826564404,1306
78.37,Cancelled,64.4,1987-10-19,2015-09-21,1442082513,1316
537.24,Ongoing,212.3,1974-05-01,2006-09-30,0610525805,2693
675.86,Ongoing,440.36,2003-11-25,2006-12-13,6877530518,2918
266.1,Cancelled,121.16,1956-03-06,1991-12-16,2724599934,3883
194.81,Completed,189.38,1973-03-10,1980-12-23,5419828079,1466
662.96,Cancelled,452.7,1983-12-20,2019-02-14,9289659270,2918
60.43,Cancelled,28.57,1983-03-04,2018-12-18,1470519929,4587
659.68,Cancelled,240.99,1998-01-01,2009-01-20,6171593982,483
711.92,Cancelled,107.87,1968-06-01,1987-03-13,9561926705,1540
508.61,Completed,352.47,2003-12-02,2007-08-29,7611563204,4047
986.67,Ongoing,676.5,1986-01-17,1995-06-28,5174124231,1207
503.26,Cancelled,459.36,2014-07-08,2014-09-12,1587703894,472
626.33,Ongoing,177.67,2004-07-03,2015-07-14,7275034946,1704
831.32,Ongoing,593.23,1986-10-04,2013-08-23,6542949050,3893
670.2,Completed,87.83,1983-10-05,2005-06-02,1020212369,2391
353.54,Ongoing,336.93,1973-09-23,1997-09-12,5793069265,2864
420.95,Completed,414.21,2002-07-15,2014-02-28,8948851855,1723
238.13,Cancelled,132.22,1983-11-25,2012-02-15,9066178257,2503
658.27,Ongoing,10.91,1952-10-29,2010-12-24,9755450668,3123
536.8,Completed,449.35,2004-08-06,2015-07-10,3976771054,3758
390.48,Cancelled,17.5,1964-04-25,1984-11-26,6525794260,3582
977.19,Completed,473.76,1963-08-31,2003-07-16,3950447186,2085
401.52,Cancelled,333.74,1991-02-10,1991-06-06,5966731694,3786
691.81,Cancelled,434.92,1964-02-13,2008-10-08,7046514115,1332
767.26,Completed,321.11,1990-06-30,2013-10-12,7343202312,3736
513.86,Ongoing,180.8,1997-06-11,1998-01-17,2781619086,861
95.22,Cancelled,81.93,1995-06-24,1996-05-09,8721259373,4493
398.2,Completed,343.83,1961-04-13,1998-01-31,1186658326,1824
31.38,Cancelled,10.96,2017-07-01,2021-08-03,5848264981,2942
714.6,Completed,120.89,1991-03-26,2013-02-28,5643798608,287
25.6,Ongoing,0.3,1971-01-16,1971-09-15,1403136771,4511
737.4,Completed,417.49,1991-03-08,2007-07-04,3419660050,1151
758.44,Cancelled,172.03,2016-02-02,2019-02-07,4299713337,4461
766.52,Completed,414.88,1977-10-14,1989-04-30,3516187695,128
292.5,Cancelled,110.89,1953-02-26,1953-05-22,6060528648,1639
870.0,Completed,839.39,2004-01-09,2012-03-27,6663936255,3872
190.63,Cancelled,71.79,1972-05-25,2010-07-11,6621076262,2918
493.08,Cancelled,463.78,1984-09-21,2009-04-16,0177838998,4389
312.7,Cancelled,27.07,2000-05-20,2001-01-14,5530294280,3055
371.86,Cancelled,307.63,1983-08-29,2008-08-06,6457650884,3355
291.95,Cancelled,274.15,2017-02-28,2022-08-12,1625853971,4581
829.95,Ongoing,98.67,1984-05-17,2009-09-02,5766128791,2765
695.58,Cancelled,139.36,2014-06-30,2018-05-18,5290668451,1141
150.62,Cancelled,128.98,1967-09-03,2008-10-22,7429976174,4774
360.04,Cancelled,304.37,1989-09-14,2017-02-24,4983398070,870
826.1,Cancelled,796.41,1966-08-08,2016-08-14,6379985067,3203
773.35,Cancelled,293.82,1950-03-30,1978-04-23,5714817711,3576
399.06,Completed,325.9,1972-11-10,1990-01-02,8197347381,1876
910.37,Cancelled,419.74,2019-05-09,2022-03-31,4779192593,2354
593.21,Cancelled,508.44,1969-08-24,1997-05-26,4721673629,1011
294.46,Ongoing,151.15,1955-06-14,1998-09-29,8197347381,4276
237.08,Cancelled,207.44,2007-08-10,2013-02-09,2962036590,4540
5.73,Cancelled,1.51,2005-09-07,2022-01-08,2266321985,1691
411.53,Completed,391.48,1988-05-08,2022-06-25,2714329040,4998
435.17,Cancelled,340.48,1961-04-04,2000-12-27,8470171195,4460
102.59,Cancelled,99.28,1974-06-11,2014-02-15,9485461982,1325
454.14,Cancelled,92.98,2000-12-29,2004-05-12,9639713583,2374
798.08,Cancelled,56.46,2005-04-09,2020-12-23,2110822701,479
158.5,Cancelled,82.08,2012-01-18,2014-05-27,9095451079,784
817.67,Completed,338.51,1986-02-22,2016-04-13,7717985645,1333
734.19,Ongoing,179.71,1984-07-13,1989-01-10,2766956460,3167
901.23,Completed,898.1,2003-07-05,2013-01-17,9049759524,434
995.82,Cancelled,435.97,1956-06-22,2003-08-31,5503738463,4394
555.32,Ongoing,27.59,1986-04-08,1991-08-02,8305188006,1336
431.75,Cancelled,304.14,1983-12-05,1990-12-20,5142847098,3119
505.17,Completed,179.12,2008-10-08,2017-01-13,5918015818,1080
581.67,Ongoing,31.73,1952-04-29,2004-02-16,4411694751,356
467.33,Cancelled,369.8,1999-08-08,1999-12-30,1887523413,2644
39.23,Completed,3.08,2009-12-22,2021-10-19,6955160422,2182
934.99,Ongoing,77.17,2010-07-08,2020-11-11,5408124328,872
382.68,Cancelled,249.88,1953-06-07,2017-12-31,7968271909,1630
769.48,Cancelled,544.12,1988-10-27,2013-12-11,1787492617,2712
890.41,Completed,241.16,1966-01-27,1972-11-07,7102841279,636
451.37,Cancelled,23.84,1960-04-22,1984-05-30,4627277557,1517
782.07,Ongoing,399.66,1993-08-14,2005-11-23,5796818557,2268
627.15,Completed,380.35,1974-04-12,2006-05-31,6465160306,4099
929.31,Cancelled,319.33,2013-01-15,2013-04-13,6443513837,3681
313.91,Cancelled,156.46,1983-04-27,2017-07-14,2031484286,4848
691.0,Cancelled,417.5,1961-01-20,2003-05-22,5699085069,793
225.66,Cancelled,188.0,1977-09-18,1986-07-06,1869749019,2089
558.9,Cancelled,72.59,1978-08-16,1984-06-28,9995637756,1755
315.18,Cancelled,94.84,2003-01-21,2008-12-23,0639453728,201
727.42,Cancelled,522.27,2003-03-28,2009-05-13,6622396531,4510
16.59,Cancelled,8.2,1979-01-18,1984-04-15,4778219250,1960
140.25,Completed,43.16,2008-09-24,2018-11-22,5277171715,1741
552.85,Cancelled,537.68,2003-01-21,2007-04-01,2407311186,4012
258.8,Cancelled,168.54,1999-10-04,2020-08-10,0462750228,3995
339.04,Completed,9.59,1984-05-06,1987-12-05,1758817207,2781
397.92,Cancelled,287.75,1956-12-19,2022-12-11,7088349168,2624
922.19,Cancelled,516.58,1979-03-07,2004-02-26,4765062231,4022
664.91,Cancelled,131.28,1970-08-18,2021-02-23,0404783690,2589
544.1,Cancelled,168.34,1970-02-20,1986-06-05,6291590118,931
658.7,Completed,567.81,1980-08-03,1983-02-03,4260687980,2485
592.69,Completed,137.42,1981-10-09,2015-11-25,7000098274,267
794.7,Completed,229.34,1983-05-15,2018-02-19,3749956975,1700
569.19,Ongoing,513.54,1977-06-02,2016-11-29,8133031864,3056
622.44,Ongoing,202.47,1984-04-27,2012-10-20,2898407548,3677
588.82,Cancelled,46.87,2005-05-12,2012-01-11,5643860388,379
144.99,Cancelled,15.92,1994-01-21,2021-12-12,7003855828,3035
819.2,Ongoing,313.09,1958-12-05,1987-06-01,4181735342,1242
81.43,Ongoing,61.93,1980-10-05,1983-11-27,1386670792,4155
295.2,Completed,269.51,1994-12-25,2012-09-26,7401087365,566
38.34,Cancelled,24.2,1950-08-07,1969-09-04,3815421218,4538
520.12,Cancelled,413.2,1972-03-09,2022-07-08,5100614301,369
968.39,Ongoing,185.0,2015-02-09,2017-09-02,8317093430,3665
128.2,Cancelled,88.63,2019-08-15,2022-06-07,7808232378,3172
554.75,Completed,219.99,1966-07-08,1995-10-25,5103701786,1078
366.34,Completed,228.9,2008-01-02,2018-09-29,0905829244,4908
289.49,Ongoing,248.84,1981-09-18,2014-01-10,0924386348,257
768.27,Ongoing,419.07,2020-05-17,2023-01-03,3324251972,4806
251.94,Completed,168.87,1951-01-31,1988-09-18,6114642948,3062
689.78,Ongoing,16.65,2011-11-10,2015-11-29,8740912833,1521
799.3,Ongoing,149.16,1971-11-15,2014-06-22,2542046432,1186
877.72,Cancelled,804.84,2016-12-06,2016-12-07,2226317918,3913
919.24,Cancelled,832.55,1987-11-17,2022-04-16,4141349658,151
202.22,Cancelled,14.95,2010-06-07,2023-06-22,4466920038,1601
726.25,Completed,541.34,2020-09-18,2023-04-25,8820073876,3861
707.91,Completed,363.21,1951-10-31,2009-03-09,4292880839,2998
801.06,Cancelled,514.45,2010-01-25,2012-03-28,7949085415,78
215.67,Cancelled,52.48,1996-03-26,1997-09-01,1700095336,12
574.24,Ongoing,16.47,2006-05-10,2007-05-18,6544134529,683
286.7,Completed,275.09,1966-01-11,1988-12-30,1959617408,1815
941.74,Cancelled,734.14,1997-09-15,2003-11-18,0056995500,4758
354.18,Ongoing,41.47,2015-04-13,2022-06-06,0413526289,2740
638.07,Cancelled,224.64,1963-10-26,1970-09-15,8796062066,2407
981.14,Cancelled,431.48,2005-12-30,2016-05-15,3245618442,1552
220.87,Completed,26.32,2007-05-23,2013-06-06,7630833469,1254
617.13,Cancelled,573.34,1978-07-04,2004-08-28,1530810762,1069
916.68,Cancelled,366.47,1961-07-17,1992-02-11,4327193958,3864
443.47,Cancelled,413.91,1990-02-12,2000-10-27,5156509556,2494
849.64,Completed,678.56,1994-07-11,2013-06-06,3131270536,704
285.29,Cancelled,134.08,1970-07-01,1995-10-18,7246233837,2574
164.88,Ongoing,89.24,1965-01-29,2009-05-08,2845707391,3514
446.64,Cancelled,147.85,1976-01-09,2020-11-20,5846778299,3186
432.61,Cancelled,64.34,1996-07-23,2017-01-17,1663616668,1588
891.55,Cancelled,195.92,1971-02-22,1971-08-02,7654049018,145
9.48,Ongoing,4.35,1981-10-05,2018-09-28,6080950600,2906
625.77,Ongoing,581.76,2017-02-03,2017-06-16,3802947905,1865
96.7,Cancelled,32.29,1974-06-20,1978-07-24,3151200733,3386
153.92,Completed,82.85,1953-09-10,1966-09-06,1604657405,3626
514.41,Cancelled,448.05,2001-01-09,2010-08-26,0116854290,2529
607.61,Cancelled,133.95,1950-08-28,1998-01-31,9305917372,15
802.25,Completed,176.54,2001-01-16,2013-08-31,4710124128,1497
183.58,Ongoing,64.18,1987-01-06,2002-09-07,8385477032,2652
527.52,Ongoing,396.86,1954-07-04,1973-09-21,4408596026,4609
239.59,Completed,122.38,2012-12-17,2016-04-20,0609971528,3080
568.28,Cancelled,158.51,1982-05-29,2013-09-21,3971789300,4140
258.63,Completed,82.1,1970-03-13,2012-01-07,0204829756,1710
76.24,Cancelled,9.7,2018-06-15,2022-12-27,0920974916,4139
441.44,Ongoing,154.98,1954-01-26,1989-01-16,6060528648,1321
138.75,Ongoing,28.76,2021-07-24,2022-06-17,4778219250,1872
934.33,Completed,602.49,2012-01-01,2016-06-25,8295089275,3007
429.02,Cancelled,322.05,2020-06-10,2023-05-13,3605340305,51
91.51,Ongoing,24.35,1954-06-23,1999-05-23,6437923634,2250
491.26,Cancelled,465.6,1971-12-02,1976-02-28,6495972176,1835
722.6,Cancelled,210.65,1985-10-31,1999-11-03,9922596505,4484
284.11,Cancelled,193.87,2017-03-02,2022-09-17,6684542398,4788
267.95,Cancelled,107.23,1981-11-03,2010-08-09,0217276084,1547
702.05,Cancelled,638.35,1981-05-18,2015-08-01,0723300825,2987
677.64,Cancelled,425.42,1993-11-20,2010-07-15,2374233789,1434
197.82,Cancelled,157.32,1987-05-17,2018-07-22,5516208786,893
426.06,Ongoing,240.23,2002-10-30,2008-09-20,1101517132,604
621.61,Cancelled,95.29,1950-09-29,1972-02-07,7716892328,1786
443.66,Ongoing,442.45,1985-02-12,2021-04-01,6046529788,2412
228.7,Ongoing,122.2,1952-06-11,1959-12-25,5510344252,4254
496.46,Completed,74.29,1977-05-30,2014-12-21,2806479033,3604
975.88,Cancelled,243.41,1985-02-22,2012-06-11,4235209848,1944
836.67,Completed,335.1,2004-02-02,2013-10-23,9322437355,2875
466.35,Ongoing,112.85,1988-11-19,2007-05-13,2622433889,2408
711.27,Cancelled,462.45,1980-05-18,1988-06-18,4174677102,2992
58.12,Cancelled,44.65,1958-05-07,2001-09-03,9305917372,4998
340.27,Ongoing,190.87,2020-10-14,2021-05-31,6955160422,3174
5.85,Cancelled,2.37,2014-05-10,2022-08-15,1959617408,4666
485.24,Cancelled,295.81,1986-06-16,1988-10-18,8756974846,87
792.33,Completed,672.96,1954-09-11,1988-07-18,4167980860,4031
792.3,Ongoing,718.59,1978-03-09,2003-11-21,4770461716,3491
205.45,Cancelled,9.12,1994-09-28,1997-01-16,2316161358,4518
192.42,Cancelled,61.51,1977-11-28,1979-10-10,3752605829,1193
429.65,Completed,308.77,1998-11-18,2014-12-27,3392478692,4296
758.49,Completed,12.41,1980-03-12,1995-12-30,0857621346,2808
507.07,Completed,176.06,1997-03-18,2013-04-25,1921252376,54
533.32,Completed,493.86,1951-11-21,1994-07-28,2118087225,1157
770.0,Cancelled,586.29,1965-03-31,2021-07-29,7187369271,2124
220.81,Ongoing,65.29,1986-09-26,2014-10-14,7567696782,4298
871.14,Cancelled,535.25,2004-07-25,2012-07-21,9435679237,4614
201.5,Ongoing,23.78,1971-12-19,1994-08-31,5965939318,1370
255.13,Ongoing,130.01,1956-04-24,1987-08-26,4523731587,2729
426.79,Completed,290.28,2010-09-28,2011-03-08,3256372945,1643
745.54,Cancelled,71.46,1984-04-03,1988-04-10,2162553298,2262
986.93,Cancelled,299.61,2016-01-28,2017-05-09,5661241350,1866
263.49,Cancelled,102.79,1983-06-28,2000-12-31,1737761062,3298
827.79,Cancelled,797.04,1979-04-26,1997-07-26,9306523918,197
116.76,Cancelled,48.99,1950-11-12,1999-04-22,6816231243,3333
2.48,Ongoing,1.62,2010-02-20,2013-11-11,9611647252,2627
18.21,Ongoing,1.19,2000-06-18,2003-08-14,4574994843,854
793.36,Completed,38.47,2005-09-01,2014-01-27,3412939168,1162
962.65,Cancelled,456.47,2012-12-06,2017-05-21,2898394523,501
428.83,Completed,83.05,2005-02-13,2010-02-15,3321242710,3444
493.66,Cancelled,79.39,1974-06-25,1977-07-20,3384821828,2860
316.45,Cancelled,285.13,1967-07-26,2018-03-01,5538498665,351
849.01,Completed,756.55,1961-03-29,2009-02-15,2460254875,3991
808.22,Cancelled,70.02,1971-08-20,1991-04-08,7162938521,677
310.01,Completed,51.82,1959-08-01,1973-07-30,3236486243,2974
265.3,Completed,78.33,2018-04-19,2021-06-25,4649857644,1552
117.48,Ongoing,36.66,2010-08-28,2021-06-01,7225033543,4537
516.4,Ongoing,156.93,1957-05-08,2010-07-21,2530540025,2598
605.59,Cancelled,415.71,1982-07-24,2016-05-30,7067536573,4465
435.62,Ongoing,203.34,2005-10-01,2014-11-10,5879704683,2517
219.37,Ongoing,116.2,1966-12-20,2007-08-15,2129106541,4198
764.68,Cancelled,571.89,1990-02-10,2023-03-17,7259355837,1730
996.74,Completed,110.63,1952-02-07,1990-03-19,6914700358,3768
871.56,Cancelled,526.56,2010-12-22,2019-10-11,1568386810,4619
32.67,Cancelled,31.9,2002-02-23,2012-05-22,8047344850,437
26.79,Completed,23.33,1959-02-28,1996-11-10,3568349299,2482
806.85,Ongoing,389.1,2012-09-12,2017-07-28,6450831455,2440
314.71,Completed,118.64,2010-07-23,2021-05-17,1788397084,2217
937.34,Cancelled,307.8,1999-12-27,2012-10-16,6018739046,4447
295.23,Cancelled,240.37,1959-12-17,1981-08-21,2551922033,3305
450.02,Cancelled,443.64,2015-01-27,2017-06-09,2999602120,4090
103.87,Cancelled,57.83,1978-04-20,2000-07-25,5899320500,4830
4.94,Cancelled,0.4,1974-05-25,1987-12-23,7791613689,274
9.17,Ongoing,0.32,1971-01-13,1975-09-30,3617370446,3339
933.32,Cancelled,50.83,1962-04-11,1978-08-24,4358633475,1039
437.47,Cancelled,169.88,1971-05-26,1988-10-13,5004400224,4798
10.09,Cancelled,6.05,2008-06-12,2009-09-15,0513719769,4441
134.55,Completed,133.23,1983-12-07,1998-09-23,2962036590,90
908.6,Cancelled,451.56,1977-01-28,1982-11-06,8175817895,1698
157.14,Cancelled,90.83,1986-02-22,1998-06-14,3442042357,4287
791.03,Cancelled,308.28,2006-08-05,2010-05-22,1507107368,2831
258.07,Ongoing,229.99,1987-04-21,2019-04-27,1579157378,522
651.85,Completed,275.39,1989-04-23,1995-08-18,6213070093,1160
659.98,Ongoing,415.46,1973-01-29,1992-06-20,5545366058,2831
234.04,Ongoing,63.74,1954-02-23,2021-01-04,7459317408,4601
349.06,Completed,344.52,2014-05-17,2014-05-18,9470882790,1176
936.85,Cancelled,396.72,2007-08-21,2020-11-29,2053859793,2846
341.48,Ongoing,257.51,2022-05-24,2022-08-13,2564420166,2339
969.2,Completed,687.47,1961-01-02,1961-10-09,9758555925,3911
532.95,Cancelled,130.56,2022-05-30,2022-07-19,3030597449,1850
616.21,Cancelled,593.88,1989-03-21,2010-04-12,1867573594,4850
559.12,Cancelled,294.0,2010-07-30,2013-03-13,1624669728,2446
967.55,Cancelled,656.59,2003-04-22,2010-08-22,2452028990,1230
225.41,Completed,13.17,1989-12-26,2001-05-10,7366300464,1665
948.36,Completed,704.06,1988-10-28,1989-01-19,8257726341,819
780.88,Cancelled,345.7,1981-05-27,1986-09-19,3300927061,1684
724.53,Cancelled,208.27,2015-12-25,2019-06-18,1074299894,4623
591.06,Cancelled,460.97,1974-11-26,2008-12-06,5558699305,4629
179.84,Ongoing,112.08,1969-11-22,1992-01-17,2821523393,3596
976.04,Completed,487.68,1968-01-19,2012-10-28,2517545650,1475
536.4,Completed,416.88,1997-02-18,2014-03-17,8109159139,902
125.49,Ongoing,33.25,1959-11-28,2005-06-18,6351279713,4679
945.8,Cancelled,241.09,1997-04-11,2005-09-17,1545935885,3813
789.4,Cancelled,622.99,1969-10-11,1997-12-06,9856224339,3652
983.34,Ongoing,705.86,1982-01-29,1984-08-20,0977869751,109
641.95,Cancelled,266.64,1988-05-11,2004-05-25,1905100966,4300
