residence_id,host_id,arrival_time,departure_time,repair_fee_per_rent,base_price,max_capacity,number_of_rooms,area,residence_type,accepted,ownership_document,TITLE
652,9318306541,06:28:17,03:52:37,8.26,567.97,1,4,86.47,ECOTOURISM,True,"('KIM', 859813873126624438502786)",muCZqbnetKED
653,4861645519,21:19:17,01:20:21,154.41,379.63,7,2,405.39,ECOTOURISM,False,"('Kp', 492196523550539511336402)",jxKaaGIPMOPpJh
654,8654335632,16:03:18,21:39:45,11.86,634.88,5,3,617.28,APARTMENT,False,"('WQdW', 674451397434003921359407)",Cuojt
655,0098607695,17:03:43,14:12:37,67.02,240.79,5,2,300.05,VILLA,True,"('Bbp', 238728243166562193511354)",GyNIMratl
656,7029524248,13:14:09,13:30:33,971.99,97.14,8,2,164.28,APARTMENT,False,"('emeTnfXLhILZj', 213289665770109413977016)",hboVJaeeEIQi
657,0693854705,13:25:35,11:42:38,752.62,589.98,3,4,815.58,VILLA,False,"('ZfHWvvalddpTRV', 1124645398548079962280703)",TyQEd
658,9744184688,04:44:25,05:07:36,689.17,971.79,2,1,600.3,APARTMENT,False,"('FnZxhhQ', 1002355005842441987233688)",xFuoHVvF
659,8539755938,05:29:55,01:59:23,242.76,107.69,7,0,691.93,APARTMENT,True,"('nijGPgj', 573494000984295174874424)",HiGPeaquF
660,0748289167,19:52:20,18:45:10,336.15,624.29,5,1,62.87,VILLA,False,"('VnuGwFQDdKaJ', 237802251516132818130026)",HuURsPUQbax
661,0586245559,19:00:57,22:43:15,38.56,646.3,2,1,434.95,ECOTOURISM,False,"('DE', 534294828806429233172511)",nEdjiBe
662,9181697274,23:54:20,19:42:56,114.44,305.47,1,1,708.93,HOTEL,False,"('xDYhyf', 60727108302805102532649)",nCWljtlBnCrSM
663,5140624934,19:23:43,01:29:11,124.86,505.88,5,0,719.88,VILLA,False,"('tOYHiDkoXT', 34025976059086515317040)",QlEnnatoWiABv
664,1577488555,11:23:53,19:51:53,664.62,998.94,7,2,596.06,APARTMENT,True,"('QFXrPzXFvl', 1191334138737442645292695)",pcxu
665,7442873343,23:52:54,07:10:36,895.38,949.68,8,3,725.04,ECOTOURISM,True,"('snVBlKhieLU', 507858130075052350598747)",ievOllXZkYwlpyb
666,5540252126,01:03:40,04:51:26,929.79,287.46,2,0,920.5,VILLA,True,"('WQxSVwIaed', 688526903723645098272901)",PrsOpvZq
667,5141226332,22:02:37,13:17:50,428.89,286.46,8,2,129.34,ECOTOURISM,True,"('lowNLbJHFnBAC', 139513779191134750406552)",DVZAOTqRDOfpNX
668,5960942263,13:11:37,14:41:01,614.98,206.63,10,1,119.76,ECOTOURISM,False,"('lkokxTXg', 699525376487081295268271)",XnsrpCzKH
669,6392081021,13:43:24,03:34:31,282.87,468.5,7,0,708.42,APARTMENT,False,"('vqrgaPpPzB', 1091087761718424437585156)",FzONtZIXoXl
670,5232133806,18:20:59,19:47:26,864.1,138.22,2,2,682.5,VILLA,False,"('g', 751099596445845236675313)",dKqJTcXrlXQSlhZ
671,3519863023,08:56:11,07:32:35,95.87,355.83,9,2,589.92,HOTEL,True,"('wrnoupBChzYf', 902861757567059242661274)",eP
672,5298685467,01:45:21,16:56:39,813.78,795.63,7,4,75.32,HOTEL,False,"('zxWr', 273260648112680988158662)",WsDgtf
673,7746216769,22:15:17,09:40:09,734.5,88.63,3,3,483.57,VILLA,True,"('dzf', 658420082375021574391432)",E
674,6351272360,17:03:57,23:02:04,77.75,484.62,3,2,589.6,HOTEL,False,"('rDefEwI', 1172279044574775373567737)",IDyTnBebnS
675,4620007370,13:18:35,20:18:47,267.23,111.66,2,4,552.65,APARTMENT,True,"('bZijzAB', 621271076362209749899407)",yJ
676,9500827018,04:47:28,00:09:41,330.53,267.05,1,2,721.64,APARTMENT,True,"('odxMcShJ', 1120673128822881963851605)",UjAhHKdh
677,3703534644,08:43:05,03:46:31,302.69,236.44,8,3,346.36,ECOTOURISM,False,"('sUodrzmGawD', 1063812600032433876877744)",wyqOcZEDkxJCDCO
678,3377460699,10:12:24,22:43:03,74.78,390.78,5,3,56.97,HOTEL,True,"('XscqBzXaAJERO', 259539590740838830402974)",FB
679,7607463188,09:23:13,10:23:02,376.3,238.74,2,0,2.45,ECOTOURISM,True,"('wJOsWNQzdwBcpG', 1162955044344411589732730)",BYcQsoMRb
680,4473351934,02:48:15,20:26:35,652.93,125.84,9,4,136.81,ECOTOURISM,True,"('RNB', 672370650823482422884066)",KOXpxfHRDNjp
681,3957539881,16:41:05,21:18:49,226.96,620.51,1,3,838.05,HOTEL,False,"('SBXAUORiAWmATn', 108073085784948027520389)",Cuex
682,8667113856,16:56:55,11:21:06,247.65,39.81,2,2,283.87,APARTMENT,True,"('ZLlQzHsOZk', 600866838514713534844049)",jAljNsnjRxdz
683,2010569647,02:24:03,13:38:49,97.62,371.2,3,3,527.16,VILLA,True,"('cjWMlPjiGpOJs', 373338233412834810047696)",pvto
684,4292187637,06:12:59,04:03:24,133.46,763.18,9,2,475.41,ECOTOURISM,False,"('QuSY', 126822440188554036615360)",JMWHBNy
685,4775427159,14:50:50,16:56:31,691.66,988.3,5,0,962.59,APARTMENT,False,"('J', 275523937683245746390983)",jxtHL
686,8704505984,11:55:37,00:33:26,861.73,53.88,7,1,96.59,VILLA,True,"('XgNoMpQbifWV', 757821891470773252723454)",DlJOv
687,8540728930,09:47:28,11:19:37,767.66,343.38,9,1,170.52,HOTEL,True,"('KSD', 935806741480975985448099)",WcwcigUW
688,3993793158,01:56:20,23:54:42,247.88,217.18,7,2,332.0,APARTMENT,False,"('KolLuxveEGCY', 881761924359218766411297)",BXQznZX
689,2939038462,21:50:35,11:42:26,831.08,609.57,5,0,243.09,ECOTOURISM,True,"('HIZlrREXs', 230321421112700768212866)",iIbnqc
690,5220738088,02:46:49,18:57:47,651.98,190.2,10,2,754.24,VILLA,True,"('RtuNhk', 107347971776304716385625)",MzJgHpclnYCARNb
691,4719874380,16:54:27,21:05:39,687.45,927.26,4,1,871.5,ECOTOURISM,False,"('kxUPGa', 666634207734932654644615)",ilZbi
692,0937858794,22:03:57,20:06:38,143.09,343.84,6,3,846.26,VILLA,True,"('FjcUhKLjYOCfInY', 467290135906268403912492)",CfGPbArQhfHcm
693,7455907001,11:08:35,23:08:07,220.55,901.82,6,2,845.79,HOTEL,False,"('foRmJPKlk', 860094189897126255294131)",we
694,1805122711,12:12:27,13:12:08,792.13,33.2,1,2,844.19,ECOTOURISM,True,"('AGhIOSHZiFhLybp', 393739073899641725520468)",NEZjPQBEgjxSp
695,4337234457,01:30:36,06:54:27,425.91,182.5,3,1,554.24,HOTEL,True,"('a', 494588106647157770848644)",COLia
696,8473176322,19:02:04,16:13:29,91.08,586.62,9,1,530.75,ECOTOURISM,False,"('VdICyaSaTRw', 200608245872989803233043)",v
697,2650606949,02:51:43,09:40:13,481.75,337.52,8,0,531.66,ECOTOURISM,False,"('NjFrBe', 863590286010901599951844)",WMJtMkYRvkyQ
698,6415706699,18:13:30,10:29:31,769.09,324.54,9,4,341.83,APARTMENT,True,"('cEy', 57060475256874136037380)",kbGwZ
699,3834496592,21:35:59,17:10:51,726.74,749.36,5,4,344.22,HOTEL,False,"('eBr', 996750062560559805644385)",ZB
700,8897594638,11:25:28,07:54:40,802.62,563.07,10,2,321.17,HOTEL,False,"('pKWLVPKveNk', 952650034847375004110418)",Cg
701,2468241841,22:28:00,18:34:55,981.91,852.0,5,2,412.35,ECOTOURISM,True,"('lOLzuEqODzOHuxE', 877291874278309085950569)",HnWdbEtAVSHUG
702,4845614588,18:25:15,09:15:35,467.82,94.15,6,0,581.63,APARTMENT,True,"('yKAxVHkV', 179726514591885705398043)",f
703,2363796658,14:52:39,05:41:55,506.53,381.73,3,1,113.06,VILLA,False,"('DZhkanUrDOiv', 1016862266044071940005785)",qXP
704,7835239219,10:41:00,19:04:03,739.56,561.47,9,4,880.05,ECOTOURISM,False,"('spZyrvxadynvaJ', 681765396419021643929268)",RwTvZQ
705,3788999624,17:47:27,15:20:34,255.71,537.81,1,0,188.07,APARTMENT,False,"('XcQokVVaoOd', 11579061771118040514081)",ryYBkbioGcuUzsb
706,3038489325,22:38:23,19:31:19,128.77,76.45,2,0,176.63,ECOTOURISM,True,"('hRSpAkbf', 996428101529240420875458)",hICotzZp
707,8192833493,02:38:21,22:29:20,114.58,782.03,6,2,43.75,VILLA,False,"('JDw', 411759336197153024342797)",TTfoiIeGHqWGM
708,8877574725,13:07:13,00:31:30,793.22,185.33,2,2,852.78,VILLA,True,"('cDs', 1032641696055855467009465)",Sz
709,1774867092,02:24:07,03:26:25,883.72,171.99,10,1,645.91,APARTMENT,True,"('xUC', 425130471557177607326986)",vdVXXKIyE
710,1702481845,05:35:13,17:25:22,410.35,670.62,8,3,532.64,VILLA,False,"('fswA', 809095584952474049784496)",SPE
711,7204781232,11:04:07,20:52:06,551.76,587.28,7,4,973.53,ECOTOURISM,True,"('smmgAOYLEZZ', 573008807274954262180484)",fGypGFOoiNFp
712,2049364576,13:29:18,06:20:09,893.08,227.62,1,1,380.04,HOTEL,False,"('fotOUuTubttVF', 215503289465753270709988)",pbtM
713,8777423130,02:03:00,09:15:17,368.85,491.03,6,3,50.73,HOTEL,True,"('gBrrKedN', 642673829857971121532270)",qnYjIxlLjs
714,9836356110,06:22:11,21:14:35,466.03,893.8,1,2,308.43,HOTEL,True,"('AUXfw', 422516863808204452080029)",OUBY
715,7797417698,21:54:59,04:28:50,434.38,625.02,1,0,613.84,APARTMENT,False,"('UzQN', 354884745343964316861129)",VsOFa
716,9760558738,20:37:11,13:36:09,722.12,165.5,10,0,655.78,APARTMENT,True,"('pqfCHCyWILzhW', 515771672977815884411058)",VNNbWWtBafBz
717,2761214384,02:59:06,10:55:51,1.1,331.9,2,0,126.06,VILLA,True,"('hmgIhVbUBM', 436505047499830945566189)",PmipV
718,0939457777,04:09:06,22:06:09,226.57,47.55,8,0,886.75,ECOTOURISM,True,"('eLFROeJMFwsT', 786321021677213914584860)",CZlVSGrqsYNiobQ
719,7640969362,08:10:29,16:54:18,671.85,100.9,1,2,124.23,APARTMENT,False,"('LVFLZZ', 399600195758312550952077)",ubp
720,8821156094,03:43:46,15:29:02,897.41,617.8,7,4,654.2,ECOTOURISM,False,"('dJZsBaTE', 989890119452471776449624)",SsZfKc
721,4609108583,14:26:01,01:35:11,947.12,403.81,10,3,76.37,APARTMENT,False,"('FlfYszIX', 581053579097629534627791)",wQA
722,0717120187,06:08:53,18:32:39,866.29,284.7,10,4,993.03,HOTEL,True,"('tt', 788463625866601352394937)",FMsaDtRMowBYWav
723,2696051113,02:24:16,06:31:57,129.79,796.17,10,1,759.1,ECOTOURISM,False,"('MYVgWXDZbYRIG', 431134996851718708978151)",fS
724,7103504464,04:58:57,01:49:40,302.27,110.5,10,4,701.45,APARTMENT,True,"('AkaGtHDo', 892431097528446915884416)",X
725,1799590179,08:50:52,12:26:26,704.36,692.41,2,3,490.51,APARTMENT,True,"('epGpDYa', 1147081835599368495708002)",rdySvfVmqTo
726,8748180897,11:48:10,23:36:11,634.61,745.62,4,0,428.42,HOTEL,False,"('Bhse', 296340046436696307479865)",KjdUMcD
727,4936391056,02:27:51,07:12:50,440.78,913.98,7,4,85.35,HOTEL,False,"('cvVbNovRjzI', 495049943657494809320710)",FcfdLXnDI
728,0252111255,22:39:02,15:52:51,259.36,548.0,1,0,944.29,VILLA,False,"('IGFtOqC', 765285717257449510827311)",PVSR
729,7849277349,10:21:57,04:57:02,210.45,216.15,10,0,885.37,VILLA,True,"('awBSvOnxYS', 492832569460687446567895)",UvrzBXqHJMtNC
730,7979219104,01:06:39,20:05:56,308.62,241.13,2,3,437.47,ECOTOURISM,False,"('dKoNtqCtJCPApJu', 878306304741782318178392)",WjxWmjIOXq
731,4736698211,15:25:39,08:23:15,752.3,931.15,8,1,321.45,VILLA,False,"('fSZ', 883956527280579716028956)",CsuDpEHlM
732,8773730491,17:58:54,13:32:58,940.19,329.98,5,1,410.84,ECOTOURISM,True,"('KMVnlYMfkopQz', 1149217334810477776140808)",bj
733,3919985048,00:02:21,11:01:36,691.24,874.09,4,3,783.84,HOTEL,True,"('W', 549449311574155797794583)",SFTpFPruqS
734,9068174391,21:19:14,18:20:53,589.1,31.79,10,3,837.48,ECOTOURISM,False,"('OggFiOanFCqqRY', 1085353673241363202573956)",jmez
735,9491234420,18:22:20,13:46:56,64.66,166.56,1,0,35.67,APARTMENT,False,"('f', 200286707520103886582174)",Ho
736,4040125546,03:21:55,09:20:08,162.24,259.83,9,4,521.48,APARTMENT,True,"('xrqFaXFGhm', 268162237431231561873230)",YUdrROps
737,8892460056,04:13:03,07:42:47,952.32,579.83,5,2,777.4,HOTEL,True,"('jltaAjtc', 66177923311938373377495)",CHRWy
738,3250968246,14:37:02,08:39:13,545.5,884.47,2,2,130.23,HOTEL,True,"('OWznlvgW', 416744484194660534437519)",yvG
739,2928590712,10:21:27,06:43:54,513.29,680.5,2,4,553.05,ECOTOURISM,True,"('TMhz', 131335721159201638368465)",XdwJEJbXzfPTllU
740,5787379375,18:41:09,23:46:18,881.29,873.28,4,3,124.06,APARTMENT,False,"('cUsRP', 338084096835161875701941)",vR
741,2393051346,20:40:44,14:49:37,279.97,663.87,5,4,933.0,APARTMENT,True,"('mNYMNxWqrF', 869234870839816276879705)",qKrp
742,6922017913,03:00:31,17:10:56,431.79,129.2,10,4,204.45,HOTEL,True,"('lItJXtwKpCDu', 531232393310191766569102)",BGsuJb
743,2979595264,13:09:54,04:34:38,552.76,131.26,4,2,156.85,VILLA,False,"('JSIGVaQSfXy', 355365770396407278717863)",yhbtizKpPp
744,4821610803,21:36:48,12:05:23,672.73,918.54,5,0,134.57,APARTMENT,True,"('tOKZjzsBO', 108358623090136810164704)",RDfhONyEXLqQ
745,2550096688,14:30:40,05:08:29,741.93,461.51,7,0,801.76,APARTMENT,False,"('yFTBkiUaElupgC', 253181383833437892888197)",ncDiTsNKZ
746,3989513447,15:09:53,09:33:28,995.03,677.59,5,4,402.68,APARTMENT,True,"('lWTPpJvjGf', 374488242871025860924293)",vbMtA
747,9268111065,08:30:52,08:03:50,903.18,279.62,4,2,213.4,HOTEL,True,"('Vfexybco', 405477234137477804926920)",keV
748,7474768070,14:55:30,01:45:09,249.92,243.82,2,4,176.88,HOTEL,False,"('DaAqfQHjePb', 408108473658203656446206)",cHSFRxb
749,4949841813,13:22:05,07:30:06,564.87,611.73,10,2,633.01,ECOTOURISM,False,"('RJl', 365294294561012641004193)",jRPxGtSsCnq
750,9071346877,00:42:00,20:17:08,859.56,664.41,5,1,865.79,VILLA,False,"('JFlaeZ', 1127867926624987047132630)",VB
751,8692592158,11:09:54,20:20:40,765.73,60.87,8,4,506.69,ECOTOURISM,False,"('syj', 53700509748728574020068)",QcFiIkAzVhFKTG
752,4721614351,01:04:05,08:40:22,54.61,188.41,1,3,962.72,VILLA,False,"('YZpXKFgaCsfGUWl', 480972050191962672857990)",BerEFIRWSJHkVa
753,4204180779,23:34:49,22:42:43,49.12,961.74,9,3,454.63,VILLA,True,"('krMgohRXxj', 196410367595454503892809)",fiOu
754,6247402622,09:54:41,16:34:03,790.13,232.26,3,2,8.58,VILLA,True,"('tvwa', 68565411642348786016539)",IvWnbPt
755,1966889064,15:44:33,03:48:55,995.74,84.45,2,1,66.48,ECOTOURISM,True,"('WFuN', 532819337096501519314099)",oJPNVKKSqYGTP
756,2554638808,15:20:36,15:42:50,479.44,621.53,6,3,168.86,HOTEL,True,"('Miow', 502362212400173732520449)",vWeLrqF
757,0906470768,02:03:28,01:37:17,955.39,777.79,2,2,73.57,VILLA,False,"('XFszUNOiqD', 388984848976644879503066)",Vlm
758,7649328808,08:49:04,16:12:54,645.23,715.39,4,2,957.53,APARTMENT,False,"('IOxWTF', 755083084223371373855744)",DtvMOoi
759,2347247779,13:34:02,03:57:14,723.74,850.24,5,0,765.54,HOTEL,True,"('FcuOW', 24544834762734096629906)",XlfD
760,4365077604,02:24:47,00:50:49,672.84,867.14,9,2,242.23,HOTEL,True,"('d', 233077815984400195461320)",vDkShYJSQJPlz
761,6253630107,13:17:59,16:59:46,451.51,625.85,8,4,432.05,APARTMENT,True,"('wjP', 706575743597490523576451)",mwFQVxDh
762,1494290122,06:30:56,00:52:03,715.52,846.16,2,2,561.02,HOTEL,True,"('NqBbnLZBDJJjXWu', 739199047147373169242888)",CbiP
763,8480770328,18:07:58,14:19:57,862.82,125.95,7,4,95.62,VILLA,False,"('B', 897253956247986513613472)",UDbAelU
764,6958047943,01:34:37,09:00:04,148.02,57.19,8,4,342.88,APARTMENT,False,"('i', 586414898766034755447420)",CoG
765,0641630055,12:08:18,02:05:17,241.95,895.09,5,2,564.08,VILLA,False,"('A', 1190064683111918790150312)",IzYGoKXsHLbEYS
766,8952186855,03:41:37,00:35:56,670.47,731.07,2,1,849.05,HOTEL,True,"('Mh', 1186364915022604375727614)",jaUjfrq
767,9251243698,18:28:25,10:40:27,113.22,721.22,6,4,937.28,APARTMENT,False,"('dexMfABw', 237791542330251402973775)",EmhNRsMJwgA
768,8313781679,22:12:47,18:34:36,710.65,602.2,6,0,101.55,HOTEL,False,"('HzomcGwt', 404409264635216632219674)",gnRvnkoI
769,0149042241,22:42:39,09:11:22,256.2,854.35,3,0,842.31,VILLA,True,"('r', 582140723135800478594313)",eNUSfHnfgA
770,1844642778,14:47:35,00:01:15,772.31,484.91,6,2,855.11,APARTMENT,True,"('pFGnDYmOtPw', 704884513676941759656136)",Fr
771,5616043282,20:49:06,13:30:44,141.54,159.14,6,2,73.34,ECOTOURISM,True,"('wBBifcVQArxHgl', 364367430647210360406655)",Bx
772,4666854636,06:42:33,05:13:02,56.43,412.29,6,0,578.8,APARTMENT,False,"('ZHtFprRYFZ', 360376087568187030454560)",M
773,9515550378,12:32:54,01:41:47,113.66,175.97,1,3,100.29,ECOTOURISM,False,"('Ww', 506349529400080315477232)",S
774,8766285254,00:15:34,16:25:23,231.7,219.34,6,0,422.79,HOTEL,False,"('fWGeFGRondspix', 185489636521482657389726)",jbAOayYX
775,5784229235,17:10:27,10:45:31,756.91,74.72,9,3,939.68,ECOTOURISM,False,"('XHKafwRcDu', 987285936331105880226988)",SWuv
776,4654871550,14:37:26,03:19:24,315.75,979.07,5,2,691.58,APARTMENT,True,"('BLbmEjMiqpp', 776868153241988471670649)",riQWoAvUcXy
777,4860413176,23:02:48,01:14:14,210.08,485.29,6,2,435.81,HOTEL,True,"('afqLNDtsstU', 575304215916214079555012)",MsrQrf
778,8903821027,04:48:42,00:03:40,413.73,418.99,10,3,795.29,HOTEL,True,"('YnSHnYX', 1190206302188685111656832)",Aln
779,9601181055,21:47:13,18:11:13,149.84,921.46,1,1,288.55,HOTEL,False,"('RMvQJI', 945629133063437894294351)",Bi
780,8906578052,09:40:08,12:56:38,205.53,874.62,1,4,745.83,VILLA,True,"('CT', 831541884060860472172739)",XipmOTXhMGbVwe
781,8415558594,11:40:50,00:37:37,970.82,856.84,7,3,845.72,APARTMENT,False,"('MzVGRqvsnuc', 272319068172162689926780)",xn
782,7771650618,12:59:31,06:18:36,414.13,617.75,9,4,576.17,VILLA,False,"('FrTMDvMB', 1059912096993602050565158)",KMmBmp
783,6006098076,02:17:32,11:18:26,916.68,766.51,2,4,993.94,VILLA,False,"('iJOgrdr', 320526405134273110170623)",ELVBWwfdv
784,1312803874,23:42:32,05:54:11,237.26,531.9,6,2,976.43,APARTMENT,True,"('lieytiQg', 985306643331066269537141)",oZFIqftZ
785,2681260012,12:21:42,22:00:28,415.83,229.63,9,2,948.69,APARTMENT,False,"('L', 624439456646703791978861)",amdWKPBPb
786,6156906224,21:39:03,03:37:44,721.85,14.93,6,0,4.86,ECOTOURISM,False,"('CToXfezmta', 458852752473624136392353)",QEnqzDRe
787,6626844838,10:44:54,18:21:21,94.39,720.29,8,4,131.94,VILLA,False,"('RjKPbaKAeJpzUJ', 875698715065794499223074)",dsTAengn
788,5080510583,02:17:58,16:31:43,903.58,786.76,7,4,651.14,APARTMENT,False,"('OwHSlAkoByZHP', 585365369705845325866735)",t
789,2429579283,23:40:27,23:53:02,367.29,937.64,9,1,219.51,VILLA,False,"('Bk', 308871793186834100771418)",bpILkGryiZXskt
790,9309391007,00:23:01,17:13:38,756.25,416.6,2,3,109.46,ECOTOURISM,True,"('jy', 869567057969468238457082)",DihX
791,9188549720,17:18:47,08:21:18,648.67,266.27,10,3,259.95,ECOTOURISM,False,"('Vg', 323298994263611892620635)",UPYiMuEt
792,7028226024,22:58:30,23:10:37,283.51,46.57,6,3,636.91,APARTMENT,True,"('yu', 441703965558166025993077)",tdiAYzteMr
793,7326702712,12:20:48,12:03:08,996.95,229.02,7,3,172.4,VILLA,True,"('OdReifnKz', 545216225258469599089971)",nrUhMT
794,3207671746,11:10:24,06:05:03,656.04,475.88,7,3,786.63,HOTEL,False,"('XAWsRFxhoRwKR', 1024662411053515254649572)",hHCMsluCYpWVfQ
795,2207434109,14:04:10,13:45:02,634.64,577.74,10,1,593.67,HOTEL,False,"('Ulg', 705549015495541543364902)",y
796,2056178370,13:44:27,07:59:48,503.85,911.09,2,0,941.2,ECOTOURISM,False,"('ai', 691932111823847296819667)",efUTPcFPFuYLW
797,9744184688,12:14:43,09:53:45,944.52,378.51,8,2,855.46,APARTMENT,False,"('CbcBGpQAIDILP', 794450450897946360767874)",K
798,2848647974,00:54:16,05:37:24,188.78,166.3,7,2,934.61,VILLA,False,"('gTmisOOOOzmg', 759692689201648036053519)",PUKJJZLKzd
799,9138315873,20:35:40,19:53:01,364.05,833.34,10,1,771.37,VILLA,False,"('gsbjUxoFxty', 806616046763694531328203)",PYLjnch
800,8397898632,08:52:50,15:31:20,291.92,904.54,10,1,585.48,ECOTOURISM,False,"('YXoQYppfz', 392168021047966648469186)",taHbKhejgHME
801,2394422003,19:17:44,04:09:00,548.12,180.18,5,4,885.93,APARTMENT,False,"('GcXXSsz', 793642999431186356470854)",LSOpeHFel
802,2097898319,07:05:53,07:26:54,760.26,928.53,6,0,328.25,HOTEL,False,"('rVoAiGvMcZlbhO', 814195994553053361789039)",VyAyYNtwmB
803,2431841585,16:43:09,19:35:04,965.59,993.74,3,2,45.0,HOTEL,True,"('bEgviro', 757943902606302090281571)",iRCLqwPh
804,1998066393,12:31:08,11:34:41,203.84,353.47,2,0,442.52,VILLA,False,"('bQ', 1183009778176137109634347)",FfWRsrxZdEamo
805,4464751959,07:04:19,17:50:26,527.12,227.97,5,0,333.83,HOTEL,False,"('rZAfFPNfSObr', 1109164586247591555460275)",gIdmPMXcsna
806,2549223500,11:25:51,04:20:48,846.04,730.31,9,2,146.28,VILLA,False,"('xNbwo', 476230571975164147447040)",drobQepLHj
807,0936976061,04:54:12,00:18:16,954.13,721.27,10,3,490.97,HOTEL,True,"('GRZchgXyWDJqxrq', 1011614354864814726447287)",xoCwvsmp
808,9831551465,07:20:56,11:35:14,149.41,976.99,2,2,29.56,HOTEL,True,"('jmVRpBikXfr', 518656108768396856847886)",jkILvGaQVJZC
809,9842535257,21:28:40,07:47:10,876.31,9.29,2,3,223.8,VILLA,True,"('BIgpPVhpTURGL', 1170961165003242575729687)",ToWFUIhTKp
810,8131285591,20:54:59,18:19:30,922.92,515.33,3,1,19.33,ECOTOURISM,False,"('tXZHEHVZcgqQ', 818461419344094673201965)",EmQkgSWVW
811,6283931950,13:16:56,03:00:19,88.05,163.13,9,2,79.53,ECOTOURISM,False,"('WcYBn', 942191220291288496680882)",IPCK
812,4543375345,10:32:18,20:22:56,416.14,779.16,9,3,44.17,HOTEL,True,"('FLrTFrBxuTcl', 1119532479721217786840300)",cVmcgQxsNpx
813,1636944857,12:34:43,01:15:49,226.2,625.28,7,0,871.55,HOTEL,True,"('wX', 258504674898287291196894)",YHud
814,9345250374,20:52:00,01:21:47,712.6,508.6,3,1,178.06,APARTMENT,False,"('axoUBZSTYqFd', 357721116360302399046470)",HRFHBTjeLgQxe
815,4705387991,11:02:50,20:39:15,404.13,91.83,10,2,400.26,ECOTOURISM,True,"('VsYybBvq', 628920369309992957969119)",bNgfyVw
816,5200891342,10:00:10,02:11:21,467.9,210.8,3,1,384.12,HOTEL,False,"('LQUkUSWYbifK', 1034138844943177278872971)",S
817,4112087762,19:46:38,19:36:38,699.31,435.31,8,1,26.93,ECOTOURISM,False,"('vVn', 732648656968909210624016)",rwVWbBlQFaPn
818,2033545603,18:43:14,13:32:54,223.77,711.51,3,3,509.86,HOTEL,True,"('RLKVnicgCGdwpsi', 56130552315689816828649)",DucPoeS
819,1110745774,09:30:39,22:05:36,181.92,92.69,9,3,971.12,ECOTOURISM,False,"('Tws', 1188608465507148596165353)",AbimEmnU
820,5053338510,01:38:37,04:59:52,245.38,765.5,3,0,817.59,ECOTOURISM,True,"('uMpef', 976022084776077414660303)",xebnjzFlAfkAt
821,0580231921,06:58:22,15:06:56,215.88,123.39,2,2,307.79,HOTEL,True,"('DvJGES', 406631186617921478587999)",dijuQozDKtgjLY
822,6035924288,05:42:00,12:53:05,754.08,352.8,5,0,18.15,ECOTOURISM,True,"('hOzL', 999386001564908167537556)",o
823,0405669388,05:40:43,00:17:29,601.76,600.61,2,0,667.45,HOTEL,False,"('kIYf', 84521431361688151196455)",CvPFixyFumKQTv
824,0071842162,15:09:33,10:04:05,846.81,493.3,3,3,476.91,ECOTOURISM,True,"('qHoLubZdGo', 476683456933417580276799)",MkQSEfVIHu
825,0774511247,13:01:42,03:40:03,773.63,141.38,6,1,253.31,ECOTOURISM,True,"('BhVvKGMATNfzz', 1066546156924259419101750)",xqrYHlnzfrAlbs
826,6021032268,05:03:35,00:30:24,954.86,584.23,8,3,454.85,VILLA,True,"('cftAbIY', 1103468630028433100834073)",pdJBsiV
827,1578200386,04:28:01,14:11:51,169.9,71.46,5,1,208.97,VILLA,True,"('blq', 20264955060932867870222)",gxCWvFWF
828,2937884643,11:05:02,18:06:31,777.25,348.01,2,2,595.09,VILLA,True,"('uOTeWXY', 632463677823831797920596)",dvMPtrnwdixL
829,9630118023,08:26:44,12:05:59,200.19,558.21,6,3,383.53,ECOTOURISM,True,"('ldApSLZiRoNECPY', 177905923378251403247425)",VuuTUAVOml
830,4916662245,14:47:55,02:15:41,508.56,111.59,5,1,461.96,HOTEL,False,"('eLcDCO', 758776382576641783419712)",zimGK
831,9779881144,15:39:53,11:57:42,501.88,632.15,9,4,948.92,VILLA,False,"('qNnGZQBvxp', 845039664079274044959393)",GlDBBUua
832,5807908527,17:48:29,06:52:51,592.35,122.18,6,1,340.96,APARTMENT,True,"('pyiDoLeZAA', 419275042834100469913965)",JZrMLIdjpj
833,8785564387,02:00:30,04:37:57,442.44,611.67,4,3,985.03,ECOTOURISM,True,"('CFsyueAcJsNya', 804772624367667875216507)",ylNYeA
834,6946206975,14:53:57,16:07:40,508.49,474.75,8,0,993.37,ECOTOURISM,False,"('yiBVorkdmMlal', 637621405493403236435423)",OsGsDamhEoTD
835,5019789419,16:24:42,00:25:21,126.29,693.78,2,0,625.85,APARTMENT,False,"('LNMqLT', 1030984856209967300154047)",zVoT
836,0590508519,03:46:13,12:42:30,651.04,506.8,6,1,471.38,ECOTOURISM,False,"('OhMIuvpWNYRFNF', 352957311511458819938057)",FPZmOo
837,0818835569,18:19:00,03:22:13,954.87,571.74,6,0,472.36,APARTMENT,False,"('LyYkDURTonzLWA', 627903988600455323183380)",sjgiQi
838,8066544289,07:18:28,23:22:26,478.08,712.53,10,4,861.17,APARTMENT,True,"('WvYA', 1134521939420393332726280)",iGUjCeoQcibU
839,6729394715,22:32:23,17:53:41,269.35,30.35,4,2,674.5,VILLA,False,"('yUJpDNdfllbFEtc', 143037468929949438447850)",aIPRnVcQJsZ
