TYPE,penalty,COMMENT,residence_id
uuECKb,598.51,eeuGhxRJRUQ,4602
f,177.71,EFVTHhbwyXM,2194
dxxfJCyQNxv,494.01,YQzSFLCja,3248
R,273.56,iUy,757
a,98.38,fwuviwPP,3793
aZMdnwuLeENqMq,688.69,xcoAq,2411
gmbbKvmI,554.25,zwCaSmqOAud,817
hrFIRuuIpECes,688.94,dHfSWem,4853
mcsIzv,609.01,jDNiN,3671
Sr,163.54,rAMMcKiOWSLFKr,4187
lCc,878.98,RKAlYQk,615
ieLUNrTe,87.54,UbDrZrqchiKz,1750
RZTPNeXTnmx,446.56,OefsH,1271
RTCzfzMCDSE,792.69,ZLvRLvsNSWV,1196
NLsOiUQStZew,704.83,zNLTfpOQUgvXgGO,891
UtAvhMcrSqPjzN,681.47,fwlKoxWQNxZi,4743
GXLT,28.18,ZbGsTsFxHNI,4684
KNYg,817.44,i,90
B,15.23,blOdHsOpa,4108
IktWDfMbeWF,830.77,UcFYNHQhc,1767
lxgLgkW,436.69,IDCfAQQhBsteii,1424
epuUxwcIrikFU,396.65,Dc,355
kSSesTvJJ,460.71,iXgrxFNda,3791
yP,230.09,HahUZ,294
KHu,762.59,lchuZsMlh,654
DbDngTlMcWLVO,769.26,WMaAf,1314
wopJuWyJxvozy,469.72,bnJFoVPAzjT,3984
qdvCqYxHYJybLv,761.55,FKFvILVm,1158
ZWnWUhVZW,484.19,MNpfn,1961
VRlnaMwdIxaZlpQ,860.28,SLwfJcRKOMAT,3241
YDUQRMb,355.35,YvgLhOjNJU,1891
Sv,322.78,GLgplHxDy,294
fG,489.27,JOiKffNddm,4663
QsZxNHLCDdZVIkH,987.67,zgqtRTHWKYmBDS,1494
JeNNNYGOvQl,136.89,ZEvotdx,1662
oXQRDTSnZ,796.8,MaFzfWmjT,613
TzGuPLzJXmXlp,739.12,o,2440
ZrjAaECLdDnAQMC,707.34,krLTxoAlW,4550
BNGk,46.69,FTf,1181
nekRR,579.18,J,799
xtuATlLduLppAWV,335.04,NvZp,1691
gQJ,923.87,ij,4748
vlWCa,216.15,tbNrmIgxFCkNptW,2419
MBmMx,194.7,qARbUEHwSOzSi,3044
SFKtDDq,419.95,khLcdvruzYeu,329
NojaQrZOutMwXTb,487.96,pL,585
evMCeGCRf,199.19,tpTKlCVb,1942
V,385.14,HPgPGwrqUmtsLnn,2766
zRvH,94.52,UyXirvLBobmt,704
SMTokYcTFhjf,383.86,zymQScJeSHPVrE,1599
XwNJE,504.45,cOwT,2864
GC,972.88,fvkVFBVGVoihtgN,2239
CV,800.72,BFPwsiFZ,1561
TeGoGKmI,357.59,FqkBU,2422
XJFe,860.55,tSriEarxEMelR,1154
gXBYhCyoqC,70.31,dcyMaDMYbt,2450
oZSeNPICTwLmNq,330.39,jCXNUhv,994
mqabiinybS,596.65,qHqOAprCRYvKWf,682
NHZ,262.22,J,340
nvdfBZraib,13.18,wxccOUvwftm,149
fx,428.02,GHvtFLsDZOqeLlu,1473
UtCxYmpCBeG,290.44,DPYhKW,1949
jed,683.16,LTLRfzL,2520
VfQeriCZpqNLI,479.7,ftGI,488
Metd,715.95,lse,4722
LJAVCDTUJfD,687.67,cFNjZFBzTk,179
Iom,360.07,b,4168
akpTSgDqQWe,980.27,LwrYqueEbvjZr,4513
rKtJJfyh,275.54,NvvcafsgYDLGvkZ,1942
nBKpCnoqrqLP,423.1,FCoVPrLQPfe,57
ShGRvISM,326.18,enGrVm,2078
hXlivLOjP,853.62,F,691
JI,751.92,VqtY,2188
wn,92.6,gDClNQHMroa,4437
MirbMlcGzWkTqvO,641.81,QdYtkNHMwDB,4937
AenjgD,565.63,sBLVc,4562
MgNUuLBQcc,740.26,XL,4151
QWRDUjAmZZtWmX,315.42,iBvjMXPTMnghmqp,2705
eJDVN,832.4,mhMMTsqEg,2430
OGqpuOq,253.44,ztAJuAvkJPiUoGx,1793
xTgJGTVdMCXcaU,289.49,IbiLKvQ,3012
UTM,207.14,cAYqmBDUk,2672
SaasQ,439.43,yxnE,864
hPUTrSJhYCN,879.87,hR,2568
ACiyytehW,761.85,cDGwdQoiHe,2404
jZTISIv,627.12,QSLCTYHpfjQDX,4927
ILzEQOHLzFGhKYN,149.55,kzvlYMvVZSa,1457
rVH,334.15,XXCtfTSNB,4390
MiHooaD,901.91,TMtcFG,4574
VwqTZA,750.34,as,938
DZHnZnYJiWFTrT,147.99,HmF,2706
GIaSxW,530.76,pNmkpeWKE,2759
kZnGbJCg,99.69,vxjZBL,672
MVoodBCtUM,173.98,Pkux,1566
ytPo,491.58,pl,3885
fPtcrJrkstV,843.5,Q,1859
XQhuqquntYM,577.94,jdHvoFHCAjecv,3645
Mb,890.05,qfieP,2257
EUrUkm,299.37,Wd,2891
GyyMHGVY,941.25,EvjZUz,2432
PhPuQ,554.58,SWjFZXDghFsXlmw,1653
tyOMTxVGnhCD,668.01,vLmhVyzIn,4359
XVrhTiTuSbIAcP,136.48,obcFR,2675
VgJdhExBwSqJ,882.27,mCxilQyPUj,352
WkFzI,664.09,JzXuPHiOdiecR,2542
rMHWkPyVIktGwSZ,286.42,mTUkUKXbF,3977
gTcNzMNaFCcktT,678.49,ySxw,3944
ipuGGEdG,998.52,CloarraIwJqP,3709
kRiUWCIAInvul,125.66,lGnqEOwOUKBDck,3133
lTAVCzdmLSSJr,819.44,Lih,2948
YzZRDqtFAJSBBJ,353.35,Pi,96
xbYOGHMhhwF,55.69,Bwpou,1072
AqIDFzVjLmLhc,490.01,vHlbdCdG,1776
xlbLZWZqZHD,636.78,rUHqqTpbYokwxPV,2827
uNsgHMiD,381.72,axJICEZsfD,2560
AstrrWSrIZP,645.14,JPWCatwRnKwesQ,2112
IKEDZlc,733.14,KdRttDgMFZfgCIi,126
nzJDTSnGSaYk,39.98,FK,2286
vi,999.78,UrPrsAWAWMNoD,3634
oKgnx,361.72,heskwfWmGLet,3609
elrhCGjvdaW,389.9,oWDklmB,1597
pad,965.45,yBgKcTO,1611
nLe,616.94,ZEVzqUZ,3049
n,167.9,uWy,544
BDLga,334.65,fzfHB,362
shcAS,134.65,k,1268
W,594.76,pkRzL,2118
eSxrRWHQ,133.94,GKLzSRQUl,989
AQAuOAke,390.07,gQPRzQegYfdgbt,795
KCoaqTiB,794.0,ioEbaysR,2713
xRhsEqdJzdLigO,575.09,JIsd,2040
DupN,990.65,eu,4316
OreDPZwX,211.92,VqpxOMhCrBZVJg,1750
ezg,621.61,cVhA,1708
vijxzfI,139.65,i,3888
cbdWiged,877.35,YgIYwGBPydEa,3791
jz,92.48,iRSTui,2529
JPWsArtuLFWFXjo,236.98,ngsadCfDC,2907
JrmgUfFDysKOIV,112.56,pcRakvLzCc,250
JuyUWxgZbRgC,184.74,gBRPttepLlH,3645
JqvWiygS,109.71,bbNHaxwPATC,2878
t,643.9,IeLn,4034
bKxJNZQmI,256.73,DfhTiMab,917
ozvoUhrGL,95.18,xqsRgqTexRQOXdJ,2723
yshIhDsjGn,462.9,gqwRqghkygma,1195
kfATNqjDbVqBPG,629.2,fGkpVzoOiRLWcM,1422
xcHRuJ,486.89,Fk,1056
XMaDcsj,486.45,t,2355
DwiLUe,307.15,voojEksXX,1701
MlzeEhBLTSuGW,380.37,TsnZwZztpS,617
HPEMgsvkIL,725.37,S,1103
xNVykvEcXlvBz,561.75,Fy,2410
ZWAcFWl,190.18,KTAHREo,1490
vQJZKU,240.94,qpvDywardzuOZdu,3854
NwOjaEAPiwcXHws,810.34,WsWCwfvHmqLHPn,3385
bBAxGjjiazp,200.33,LAnVkYUKp,3463
ONShXLQMv,420.38,SIz,2556
J,597.29,TyVCfnQuUgv,1533
IERDVfUjKmnZww,780.85,DHCFLbAe,4151
WvCjt,865.47,ZmheyIm,1318
hZjxxcqqYqIG,334.14,WHs,1001
FWmWXA,33.9,asjJLQWeDoAnyg,1039
UTylwnJgo,283.3,zemeBCQ,104
gO,419.92,AMsxrLCL,4872
v,782.48,FAWMFsuwn,4366
RXfeN,414.31,igdYyEBUSBBSdN,4244
qFnGrO,163.53,mKW,4514
IbSKbxcdL,930.77,HogvMjHn,1169
ndZCdqMn,17.55,MZG,1333
XV,31.49,bMKcNOkOnNtibe,2232
uujDQKmoMPl,221.48,jLwnDCTD,2094
yvEWsYRzG,246.02,jUJoMfOJVjD,3291
CBBdkjN,595.74,ifCeBfWffCcyA,3725
MPuTpumrPkcqGxc,59.5,iuLTpkpJEkGcDf,2697
BZNYnM,970.97,uYBp,4291
RBPqUXxtyAzY,518.27,wFerv,4209
HMXOPiDDNL,701.57,nZodiOx,4908
tRFyBEnnTIkOte,976.45,NvmToDlXurV,514
cucfJZMFDM,85.43,pHpQoaEkVdj,2681
STWWWeAgfi,884.04,fismFo,981
AOKbUHkLBTVsZ,726.01,UpHXytmWlgidaOJ,3058
loZqiFd,679.76,MEphnXFSmrn,1165
SOYAgJpjukEv,566.95,Hn,4222
RIzgi,517.95,IqP,1326
rMZkldSxCh,31.63,lOmuRvqeXs,1935
IAIAzRVE,652.55,rUfNzigkLb,3903
WrDUqXpsLlLFyPs,92.6,RKplRrZtQ,3168
ZQLIy,633.38,ToXxhFlueNrlo,529
ohWyZsUooxM,302.4,LnmbuDZD,4786
LZi,558.44,MNzlCBK,1012
iIVbpHuznihPHjI,145.82,Nzt,1784
ABNVpqFs,211.48,pjY,594
Ysqsro,39.01,OP,2353
iOSzNNr,651.34,YC,617
QzPDdXzgPH,619.82,p,692
jxBgWgEckr,502.67,Pay,4017
IpLlO,662.67,OcOLgBNvOHeOsvS,2093
U,210.01,j,4195
OOAVPCcOTOcZL,591.94,ofo,1635
JaVa,974.11,BnZLYlYlC,3902
occSFfAtLGkUnva,790.4,HkNxHNTdKF,1878
mHVZsrkFrJEQioh,481.4,jEWb,1314
tJY,3.51,xgvAHpqdbmssShD,1695
cNnvTpzsTaqPsKE,357.75,qclNdlqCKsCthS,4934
sWPHbEogBWKfiYY,787.37,q,3212
GnwVD,292.21,x,2050
RmWgcucNz,531.91,dPpwJ,213
igZmzjfQmrh,571.67,hTVAHnJ,4626
YEzoZU,106.92,uS,1135
aqke,102.06,QUhZkSkWmQYxMnU,2339
SacGofSnnC,764.71,wEOFP,2846
cIoaHjQkNYnXX,489.28,FGisDHmiXLldW,4968
xClw,468.63,GPu,684
uTiwwNDgGdA,676.46,BNbRBfCL,1527
DkMXOMULv,854.96,aDgTX,1495
ynfn,198.26,ypSewpNMr,4739
YDhUmldICJYZ,424.77,gxhIVw,718
GMze,147.1,IoCYz,802
gvbajTJSCXb,369.38,az,165
VWE,130.51,j,1807
vYA,690.13,r,1464
tTlISajwET,852.3,ZLUwlBspY,283
sXdhdsfSeDW,715.37,FadWDVq,323
XhFuTsI,328.19,JEQwmHXQfwEOF,332
lrmOumXwY,735.34,eyQFucfsL,3825
EOEmKdTQOSutf,168.68,MdVQw,760
GxUTRoLeV,994.47,WUCeIxFG,3474
mxcLTxhX,334.22,NoErYgZOlRNUUBO,466
vKHmEwOI,392.91,uGcbmxSrqTQj,1410
YojpN,69.87,vdHODMzoxr,4552
ShUHcJ,159.01,bPErfvsxOKYfLL,3814
iKan,219.05,J,2868
h,54.18,gGILjP,1479
zXiSud,644.96,XvmIkeFVd,3752
XXfWYkIcCqJ,584.8,SMdgXKrvOOyOUjA,1960
gwDadogBTNb,806.21,gBUhwDsMa,4760
YxcJi,207.33,BEJPR,3572
xacDlLGtS,906.54,r,3642
Ldm,127.82,RxLMFlB,1106
MPp,644.54,hbehTapFOhuaUM,4951
iwzYhaLyPLW,42.65,GTbsxORzZ,775
qVER,494.0,DBLRI,3036
JyhVOopxblzXNem,601.89,CYmVXXxfnx,2908
UYiiSQ,89.14,AJyiulXJsbwufHj,1240
YGBHL,963.07,Oj,1672
cxnshvrTq,597.07,HrtduQEnRXss,255
N,646.12,kdKjQtLHIdAryTK,4797
M,352.17,aRGINvJfoY,4531
yHevJ,330.81,jBoMWRcbAl,2959
mNTtTVCqVNQwZt,296.81,VqaN,699
JZQJmGLsQ,252.27,ByyBXruJZxln,1371
sYOLreQJOq,330.01,DTBLrrg,1585
qqoXjXWGUtm,750.35,jcYWuICzMRELXG,1880
VWzhzETXEuaffv,601.66,jTELkCdIhvIZg,1171
BNCDEl,604.3,LPVoUhblK,4169
YrOMJ,268.47,BugrhPhWwRmNy,1792
qOkNxVRK,382.48,XPa,3592
XxQshnVckisTwGo,868.16,XazkZ,1389
hVMxuQhTqzny,139.89,OHWEVrSYDxuofC,265
tBFASUEDoGCqqRf,389.25,EVglfiopY,2617
VUFmaldcMPthXqt,24.87,E,83
VaB,770.66,kqbqeFksMnV,1409
k,792.5,aJFHQpKjMexb,482
aYuF,733.73,iUwxqj,1309
Ya,634.24,rGGKDUwh,2639
vqplSVgQbr,594.75,LBjGj,1389
XMkaxVASzbDJjuY,83.08,pxWWZfeUMaf,2813
fjCPJdgZUYmItjB,172.23,qGaGeBbHKspFyJY,2242
GAAxsXIgCzKSIB,433.01,CMakKjRCzKcEXYW,3523
JLvBrJIlb,997.4,bPTObS,4728
dSbnZuizOIVO,456.77,nCbONjv,4200
gqUGn,924.51,HFIfE,1027
sAvuVeVHSSEH,3.35,Jr,2449
WFrhHtGvbRqFu,36.25,sexMmpJhcF,3766
YQAphz,632.39,FWbYStKwT,1087
Rs,551.88,WYueWDOfDxh,3626
yuzCFP,813.32,N,1663
GEHcEuNOTHbgGix,374.63,PO,1368
oIqcmn,535.73,EbgpNo,3077
ZZLZK,736.15,jLFGS,885
dgfE,359.24,vvMTY,1304
hLiUeeVH,519.81,tmQxJG,1550
HBiCKWANE,993.37,EzfSBjwc,990
sO,788.87,TdgNVYkuF,914
EZtEZ,538.59,mjDTF,1001
DAiJoYiifmRbAp,632.53,IQtugHkkXx,4023
LobmWwsJczBkb,359.07,bk,4518
CF,183.78,ToTVjODm,282
VcIFM,577.01,xwYWtjlcZrk,3354
btghEBQpifAduWJ,419.14,CArKyMz,3570
wbwHMsc,179.15,ECkLVUCNAhPQ,2508
GDXWmyhIYoN,813.74,cx,732
OhG,267.9,ZCjiXk,1182
sF,274.23,LBQMmbKjlcen,3570
n,467.7,RIX,3073
rR,733.86,NUqfY,1009
beE,207.86,NYnSOhy,284
UukNMrH,31.02,YPTpGpkrL,1349
oMLYkWwff,100.15,JhiegH,965
tQXNuwiQrezJbj,885.8,lSC,1078
tVC,111.57,nqXzgpnXkDAXd,3806
h,111.6,XmUbJoTe,4905
fRr,40.2,dz,2581
mNPKGuEvOPFUTA,470.55,kvYDuxhF,992
ZmuznS,384.14,o,4225
kUMHmca,300.87,wLUmHOwlKJMx,3055
IJeLBsFUurMy,483.87,kjIrUFpD,1927
GHtLVxI,870.12,DVUl,4934
WlstGpTfYNqMl,48.0,NOeOEXY,4901
wbUdYNebd,59.77,kUxbDcY,2632
LAaMWsn,351.13,jmOZflYwF,3234
WXzIs,243.12,VAAZLmwUsNMXC,2627
CCzSCgE,469.21,Hkp,765
DVIm,115.3,IVEphSPdo,316
IKY,596.4,PtwxBjoiZ,659
PnSlZBRPbz,304.24,OOYad,1613
uYWZiEyOi,624.45,cs,1592
OKydO,26.09,cTGnt,606
JD,345.8,KOYx,1206
t,725.18,JHxXBQR,2645
bHae,28.9,xncr,139
Q,831.18,MJWlj,2293
wMBNfWtll,700.68,itvRiuNk,4361
NllRwczVXfLiwwx,404.85,hsmTivMYaac,4451
d,999.34,nKI,1136
aEMfejttARP,119.74,gBMkucjNfoEjfCg,4868
rBXnLhRVFqMONl,130.26,EHw,1659
CgTI,933.84,DnOZt,301
fna,771.93,fR,4952
wvhA,315.65,WwKD,2664
ScnOPsE,473.91,GUTLGCPL,3628
ldyIDCLFzlnLz,751.07,zKTeCDpRPvl,3649
BQpaoYPy,627.86,ihWJlnEEAB,1386
UysOFdymyFOTaHj,310.87,kIGvtBE,1466
SwJLRpG,255.44,hzLXtza,4474
hvuN,840.9,esZydmlwH,3050
vdEgiwWoqwXds,440.4,voKd,135
TBWctL,188.15,DpjHOoPTEjKISw,4036
UIn,853.61,dKfWSwr,2565
T,224.85,KLL,4722
HHEqAUeDEuEo,60.62,dhBDSWvcNAJ,3234
sSnu,947.57,TFMS,117
dc,85.67,GV,2460
yaLTyGjttt,141.83,gpCaBaDkgMT,376
zDOmAnFyT,826.88,DMSlvHPunEXWGgs,1326
IoDeXCKYfuS,601.06,EbGKAbYS,1042
aEKUPPoXqg,496.88,X,1101
eBU,589.76,eMSFqCgMgadEMf,617
uZLZfjuXMJ,669.48,oRbrJxh,1172
oujdfghmJT,698.75,ejisVZxYvJ,391
elicrkAjWD,921.25,plhj,60
VB,78.71,n,4912
MtBytNdBMJ,37.69,PewGlXdelM,2466
ttzZYgoflXY,867.94,X,3855
tunHLS,642.35,yGVaGxYGEBPW,2687
yYo,612.42,G,2066
bJBAlnvEsEwYc,844.76,eRJYZtimckjxon,764
gngn,323.58,nFCPRX,2041
duRvMgl,569.23,LtxNEAMPYY,4323
WiRqC,510.7,zv,1784
XT,195.62,AypKgpK,1237
TasxtvM,412.77,rGAl,3249
nAkWjusRdPUOEq,45.63,OXSKYl,4283
qDUbZlNyQ,362.99,Vf,3064
rTNfUSu,648.14,uEmubSKl,3904
seSFPFB,447.58,gkfdZ,2735
Gq,400.15,wsJOevtbAKlic,2584
gubiMTIXwg,581.25,XKn,3737
WJHnGDroQ,525.38,H,4445
w,953.61,LKHu,1507
ufNMEBWDT,792.59,tYkvlRCR,1373
lmJWDLpzIDrrDP,587.73,WFLQswU,1965
MhPc,505.08,cpGIXIuEAM,2685
vvaivnPvY,628.9,ncyC,3092
jOeXYGiMdxq,552.48,XPM,354
KbOHclcbUZK,29.33,PePmPimooAd,3112
EHbBuZRmTXL,302.17,ZdTWfDAgCDlSgj,3182
vvkwHzManPQcyR,578.01,TRxuZH,4986
msXQ,531.26,NdpvqOIpdwO,4728
n,676.86,qF,875
eHUdwzEt,834.97,HnWfRnYFuoOf,2083
uOquliG,262.73,zBNOVPmolitmhb,2150
dzqOyErKnhav,777.99,tDZxTYSxr,4443
lgwWHWESec,155.0,IgnSptbIBEoijAa,2752
nCgV,827.67,QrpSMTzaTfPrPr,3175
lDEIzRaU,653.51,uD,2905
KsyxuLGAw,291.47,YqX,683
Xnsi,22.38,cVIyAQoKqATH,3790
XXpfsVURr,844.6,nBkWylsDyM,1771
pNAwuqPf,498.82,uRIeJDGUoC,2067
TMZDQGRnku,177.23,OnrlRhmdNCWQ,391
tCd,597.63,bZtf,1860
rfGEyy,164.55,qyYCbKtOfVdtE,4778
XNEfaoyk,275.77,xYCnLWuHNUOiFy,3120
rlJLrlGdR,144.24,Eq,1502
WLneKuEQqDpKRW,747.57,mTtsdMSpvFyvsOv,4035
VepRfopuKZwSes,437.89,dHsoseRUQOPS,4034
ggJFwLRr,369.28,miIIJzF,1186
qWOxUXXeuuaf,2.14,WyglwuYx,1473
tunVJcbvTdBtm,317.35,jKixBCC,3222
ozycUDtS,750.47,hUwXMrEKZqW,4278
xLumcs,96.77,frSOUeSoFu,1287
RbLSiXYITpa,249.85,DJDUNHR,2703
sfk,181.76,LONtxCZ,2849
Qloz,167.87,RdC,3992
rWTdfEYhm,853.8,VqtP,3388
GK,294.84,JUY,2013
PxuXjJmgmVeHu,269.51,ZsihSPRgrwcynf,447
MvJUklVMFKMM,357.72,INGXFU,4024
TkqUJheEhAESQQ,857.37,gtdvaQmtAcSZCXd,1719
DUoEnv,471.01,OD,3549
l,212.81,cTlg,1794
NnlioESkCnpVEiS,531.22,aXca,2174
XJMNoGMiTuHtrkk,501.76,opLBWci,3831
vNGcYDGKvjU,99.62,jQqAyGrPM,747
cgYiPiUtZhnPTiK,814.08,bkAYIirPqJRuM,3904
fkSUcRtFTX,79.57,iQ,3745
wo,835.08,GtFSyYGWkVyaVNl,428
XfojzoWjk,930.75,Z,4005
FnZRYcwOpOpK,370.52,IgVXvfVGHypgpig,1001
ddxhbaAgtGuaSag,840.15,GtCfAKXaK,858
jbHHypvhlV,88.6,RdSkmZhQvgTyIGf,3110
r,526.91,gCRi,4944
iQTFSeJWJ,654.29,bGqVFgB,2434
JWPqYaqYIuci,550.17,zYFsbaDC,2702
oSGtyIBNgJWej,704.08,UrrJvojf,475
xZkGoJekyNnz,636.65,okTszwYGm,1365
EUPPLyKlRgnRkol,16.08,RtJYyRnkiAhGM,418
TPBFWdHztuP,68.43,wWnUpbXFHGJCA,3154
uJQIaobhZrNYBE,286.15,CtADBKGliMqVi,4562
bz,904.91,jFdPfptoyFFoZP,4812
APSRil,240.82,KParNylgyhjS,4466
qnat,787.21,mM,1131
YM,863.51,zMFugJjgikcqHp,3800
jGd,818.1,P,1865
dQZfocx,973.68,ZUOUkcrwO,2758
IRnzSSzEtCYb,102.27,zkohK,4069
Qi,996.61,esJpLegFI,841
JIMa,487.45,gVF,3182
sXvd,634.21,DorGOwRVUkLo,3069
riMefDpgQWOu,641.82,hpKbsS,4432
agjkgwdYjQknlk,440.34,AXbGmZJovHQ,2505
vl,371.44,IAcOlGgJA,1931
Nj,702.74,UJvxiHwZMhfp,1002
vWLiKHOYjzhVe,272.07,MkZbV,2235
A,916.27,REUhbhZXITLyv,2483
egYZMG,813.16,ESxOTcJnoIHIiSF,1183
yOVpRBO,733.86,L,1624
NIUkManvAIv,644.4,rgXyybQtGdJ,1553
od,324.71,tlafOfCgty,4519
xcWX,151.73,IztFUDbgxvW,4941
vLNvOTTHkLjKsP,15.23,n,395
bwgnndARAuGCH,141.22,GOsW,267
RKhiYI,767.84,YNxMfEvCvVCaRkk,3738
ckdQnxBRMdYR,706.31,AdkQi,4000
p,137.45,txUgE,1678
gdmcZUDtrLtkNX,989.69,Kvman,1579
GTBhMUNLqHazaBv,206.31,NYhkgeKf,4262
iWKyvfnVZIattXh,313.99,JDr,4822
jKUlDBwg,530.75,zwQTXHGpDCZrG,4686
uok,464.34,XDwFIs,4701
DnidOmS,764.41,EQIKnqGlE,2821
zHgxUrAtqGayiHL,604.21,HzVJvm,72
JNiMJopkhoXQA,551.47,DT,3999
FlheIjzTeBuSBRn,832.56,ryGdEujTBCg,159
IR,308.87,yi,1924
CIRIhixxVQom,549.97,JPBwhqMXC,1074
jgORDztKBvZG,168.57,MpQblmZZMOik,3065
o,131.19,FPOywINUFvFql,1216
AZiAaBmrERu,222.24,tNPucZ,4284
DFmr,781.44,geDiZsTJmyZV,3034
EQsfLnd,697.78,tVkRfEhvLzDgQD,2392
zlugmEm,508.59,MD,4588
PjXpSJekpRRb,179.29,AxCGQuyqeQaD,1899
Yofho,960.66,p,3010
XZLjaCSmZ,748.21,iXUmimaifClFceo,4553
ZvNfAAHpZy,354.28,lLCIqsY,2891
LsIeZGOoxTIMHKK,944.81,dAVMIUHv,540
VJJnbpRRSmIeC,263.49,mVdE,2093
txoqT,549.28,UbAOrOKNpK,3882
hP,650.32,IPDRrgAhM,4343
jwDm,637.82,MFHqSIiuhrZxhi,2123
DsytVInqQQip,577.7,BdzOEXWhFw,2558
alubuGzabyeCmij,966.08,qFD,515
l,982.19,DVIYPdRhSHhdJUu,4879
eVFpzd,843.13,nyhqgoSfcf,127
FKAysubkJG,452.62,biB,553
DFWeCSah,584.08,vfyyduXpGpPbzKR,3698
gUYqpYhOFd,828.85,mNPM,612
nFpCuCBJ,659.34,YOPIKae,4005
KLjNO,235.13,nAVmLXNhIq,2380
iaRfYioCJmlT,44.85,IzOueiqGaVEe,3211
hEwTfWQTXvdOAS,298.54,aPZriUD,533
PFxxTIIl,538.27,gr,1465
ovIKYFKOSQIL,257.44,ZpbJzNrB,4521
jRSDgSd,655.82,UTvePCWKx,4472
kBFXOqkTQSAHao,666.36,nRKVigSlOE,1477
vktoBQVTNRcPPU,772.27,OYcNo,3681
wrmvyJkHmQ,310.88,skJtzV,1326
tyRuJIp,674.28,rjRyyGJImzhF,3625
tgZBpnpYNRB,927.55,nalER,2563
WrSX,372.18,xMwObsPihjbEABy,136
eITtNHEIxTUKBX,702.29,IhSq,1463
AfKdurViGCHes,985.96,zadswSEN,3692
yxDEHfSMF,697.2,hoOTBrpjUwEN,494
uFRa,788.35,VBvUUMkHZT,1116
uLx,936.75,pWlnY,2838
NSuplQCz,411.41,lWoDHIvTjX,3388
T,378.01,bGdDvhEbKsE,1876
HbIf,825.11,dBslwNzO,3456
tCuwGtmLgCF,268.28,fCph,3703
rp,119.31,A,2149
qsVhBULUQmt,300.12,mqSdxVvashKK,3600
sEZBxnDEHu,171.53,bzx,4913
mtxHHTSHRjrhB,802.43,PzGIQNctxq,2551
VNPQkxOPAyPAfir,817.45,LZYWSa,2355
xiYVosmwyFgJ,426.83,jL,1971
MZWmwWRVCumoz,327.02,KJGlS,1820
GzEbFkg,737.16,MjQSJNlnF,2937
ncFgQDRpRhy,6.79,HpzOxKHhMvU,714
GzUEEZppvG,220.15,JARvGF,4456
Uiv,285.7,Rrm,3
nbL,507.4,ojzrCCmsPCrOfma,3350
mSetIaJZyCF,113.14,rwdZOXa,1528
LaPcnPvx,96.42,pAPQUleKrEg,701
GWuKUnw,160.38,viMcxqk,855
zBAXp,356.53,Y,1903
szCzTT,997.87,WmQ,1788
dGxfqMJ,869.21,GJAzGo,4117
qKgCzsTLhyYnj,356.44,W,848
LbpjPr,488.2,utMGGy,224
gTeFldecDoxxLsU,714.91,G,754
wAlZHUjbjy,538.38,iAluIddtYEbEdY,300
EsEy,847.06,rEXFT,2800
WfAjJjWkEpxTzW,296.98,zQPJkgvTIpJQ,1170
v,453.1,F,1281
ustOHjcxANYvziX,70.49,xCL,3912
AjmrLeJX,923.51,UrGPJ,2745
fYgOvS,493.23,dSReQVnlOgasmuJ,2464
wlwHhP,316.54,iDE,4644
DPbexCU,205.92,uQsTUcYqjVqyt,4812
TMtRtVvpKbfgeV,416.61,LplZEStcnvkWmX,4427
Nfv,204.73,TC,4593
s,70.1,HG,2850
FqAudDNdAv,34.68,MAHLbYjkbFh,13
yQFX,426.43,Ry,2841
gYZXKdFmZmqM,832.06,xRPQxhlDzsXsTjG,2637
CxUHkYU,409.2,OZmPwFVPlRd,1129
nu,527.92,DlRlplXSTtKb,422
niahW,281.86,WmKUQkMpHyWi,2989
CXo,176.38,ghaiWN,4239
TxaTzjbwSmGWlN,805.15,nSVmqirnyc,216
wsEMYwAOznMAHUT,781.25,xXq,1751
KROoHaA,724.68,JLBIPsObEB,511
jArqIPQDS,341.97,uR,4620
tCwntHergdR,5.11,hjUmHUQ,4595
XJdmDd,976.86,CJAw,4952
enL,896.68,EgEDd,292
mMaRaKSvMsGI,334.0,OkaGTfzYbjA,2198
aXTcuSBflCF,714.14,VeltkPA,1815
zMWShnwUEC,695.96,OXQsjAnmxFs,2028
lltJCH,892.44,zTVRNCaNZ,2210
XMv,629.89,TRBn,4383
wf,961.09,vQRX,2227
FZbZYIXIjE,198.32,qMsMjKwS,2699
bISirgjvddw,139.3,PxgjbenHGHXCqGU,1714
xuSxiexeWeBJGMH,306.82,YLsCUZTpQvjn,4338
JLmm,543.67,ETLAxaPXpjODpsN,1975
CU,669.48,C,4326
pyoNDfI,550.9,hrIhlPnxAfk,2028
u,350.64,LPrFdHDcTTvz,3285
wXqMloaQmbH,511.09,uFnCrqSgkuSNb,53
DOv,898.93,QedYVewmcUvFX,3576
QjxtSRSovN,896.69,NqyUqZST,3533
B,277.1,KsDMxjKnJ,1302
TOglcrAQweFlmm,752.15,XcVeIruid,1007
JJBJDJHIx,20.61,QjzibgoKoszDeR,4606
GTrKvrByZi,606.77,EERua,1944
ykOtV,296.99,rOUQWJCGupX,1851
lWavnueRjrZY,247.65,wJIxskDvyCY,402
oSTWObd,206.65,uYWKHSqicnWtNKO,36
igZYoLrJ,809.44,jEMgibUg,2575
lnUmCasUCzaZ,319.31,uIkuIk,2992
